ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
81,53.0,XX.0,XXX,XX,03,  Mohanpur Upazila,2642,4.0,12.2,28.3,30.0,14.3,5.8,2.9,2.6,3.8,00110
81,53.0,13.0,XXX,XX,03,  Bakshimail Union,2419,4.2,12.5,28.6,30.1,14.0,5.6,2.7,2.3,3.8,00110
81,53.0,81.0,XXX,XX,03,  Royghati Union,223,2.2,9.0,24.2,29.6,17.5,7.2,4.5,5.8,4.3,00110
81,82.0,XX.0,XXX,XX,03,  Puthia Upazila,1317,4.5,13.4,25.9,30.4,13.7,5.8,2.6,3.6,3.9,00110
81,82.0,13.0,XXX,XX,03,  Baneshwar Union,697,3.7,12.6,26.0,30.1,13.8,4.9,3.3,5.6,4.0,00110
81,82.0,81.0,XXX,XX,03,  Silmaria Union,620,5.3,14.4,25.8,30.6,13.7,6.9,1.8,1.5,3.7,00110
64,XX.0,XX.0,XXX,XX,03, Naogaon Zila,20843,3.8,11.3,25.1,28.3,15.2,7.4,3.9,5.1,4.1,00110
64,3.0,XX.0,XXX,XX,03,  Atrai Upazila,2912,1.9,9.4,21.1,28.6,16.9,9.0,5.6,7.5,4.4,00110
64,3.0,10.0,XXX,XX,03,  Ahsanganj Union,558,2.2,6.3,19.9,24.6,18.5,11.3,7.2,10.2,4.7,00110
64,3.0,21.0,XXX,XX,03,  Bhopara Union,942,0.8,9.3,23.2,28.3,16.0,10.0,5.0,7.2,4.4,00110
64,3.0,73.0,XXX,XX,03,  Panchupur Union,1412,2.5,10.7,20.0,30.5,16.8,7.5,5.3,6.7,4.4,00110
64,6.0,XX.0,XXX,XX,03,  Badalgachhi Upazila,1693,3.2,14.5,28.6,31.3,13.2,5.1,2.5,1.7,3.7,00110
64,6.0,21.0,XXX,XX,03,  Badalgachhi Union,1693,3.2,14.5,28.6,31.3,13.2,5.1,2.5,1.7,3.7,00110
64,28.0,XX.0,XXX,XX,03,  Dhamoirhat Upazila,680,3.7,11.0,22.8,30.3,16.8,7.5,3.2,4.7,4.1,00110
64,28.0,63.0,XXX,XX,03,  Jahanpur Union,680,3.7,11.0,22.8,30.3,16.8,7.5,3.2,4.7,4.1,00110
64,47.0,XX.0,XXX,XX,03,  Manda Upazila,3221,5.2,12.5,27.9,29.4,14.7,5.2,2.5,2.5,3.8,00110
64,47.0,54.0,XXX,XX,03,  Kusumba Union,1798,5.1,12.7,28.0,28.8,15.4,5.2,2.4,2.5,3.8,00110
64,47.0,67.0,XXX,XX,03,  Manda Union,1108,6.0,12.6,27.5,30.4,13.2,4.7,2.9,2.6,3.7,00110
64,47.0,88.0,XXX,XX,03,  Prasadpur Union,315,2.5,11.4,28.9,29.5,15.9,7.6,1.9,2.2,3.9,00110
64,50.0,XX.0,XXX,XX,03,  Mahadebpur Upazila,3771,4.6,13.4,27.1,26.9,12.8,6.8,3.2,5.3,4.0,00110
64,50.0,57.0,XXX,XX,03,  Khajur Union,491,4.7,17.9,27.9,24.4,12.2,5.5,4.1,3.3,3.7,00110
64,50.0,66.0,XXX,XX,03,  Mahadebpur Union,3280,4.6,12.7,27.0,27.3,12.9,7.0,3.0,5.5,4.0,00110
64,69.0,XX.0,XXX,XX,03,  Niamatpur Upazila,1467,5.7,11.2,28.8,29.1,13.4,6.4,3.0,2.4,3.8,00110
64,69.0,52.0,XXX,XX,03,  Niamatpur Union,1467,5.7,11.2,28.8,29.1,13.4,6.4,3.0,2.4,3.8,00110
64,79.0,XX.0,XXX,XX,03,  Porsha Upazila,2517,2.7,7.2,17.8,23.2,19.0,11.9,7.4,10.9,4.9,00110
64,79.0,55.0,XXX,XX,03,  Nithpur Union,2517,2.7,7.2,17.8,23.2,19.0,11.9,7.4,10.9,4.9,00110
64,85.0,XX.0,XXX,XX,03,  Raninagar Upazila,1726,4.6,11.7,26.9,28.4,16.7,5.4,3.2,3.0,3.9,00110
64,85.0,84.0,XXX,XX,03,  Raninagar Union,1726,4.6,11.7,26.9,28.4,16.7,5.4,3.2,3.0,3.9,00110
64,86.0,XX.0,XXX,XX,03,  Sapahar Upazila,2856,2.7,10.5,25.2,30.4,15.2,7.9,3.4,4.8,4.1,00110
64,86.0,71.0,XXX,XX,03,  Sapahar Union,2632,2.6,10.5,25.3,30.1,15.3,7.8,3.5,4.8,4.2,00110
64,86.0,79.0,XXX,XX,03,  Shiranti Union,224,4.0,10.3,23.2,33.9,12.9,9.4,2.2,4.0,4.0,00110
70,XX.0,XX.0,XXX,XX,03, Chapai Nawabganj Zila,10232,3.4,10.2,19.1,26.6,19.9,10.3,4.9,5.6,4.3,00110
70,18.0,XX.0,XXX,XX,03,  Bholahat Upazila,3268,3.7,11.0,19.7,28.3,19.4,9.1,4.1,4.7,4.2,00110
70,18.0,18.0,XXX,XX,03,  Bholahat Union,3268,3.7,11.0,19.7,28.3,19.4,9.1,4.1,4.7,4.2,00110
70,37.0,XX.0,XXX,XX,03,  Gomastapur Upazila,5382,3.2,9.7,18.4,26.1,20.5,11.3,5.2,5.6,4.4,00110
70,37.0,42.0,XXX,XX,03,  Chowdala Union,2709,3.5,10.6,19.9,26.2,20.9,10.4,4.1,4.4,4.2,00110
70,37.0,52.0,XXX,XX,03,  Gomastapur Union,2673,2.8,8.8,16.9,26.0,20.1,12.2,6.3,6.9,4.6,00110
70,88.0,XX.0,XXX,XX,03,  Shibganj Upazila,1582,3.4,10.3,20.5,24.5,19.0,9.4,5.5,7.5,4.5,00110
70,88.0,41.0,XXX,XX,03,  Kansat Union,1582,3.4,10.3,20.5,24.5,19.0,9.4,5.5,7.5,4.5,00110
38,XX.0,XX.0,XXX,XX,03, Joypurhat Zila,3141,5.0,14.8,28.2,28.9,13.2,5.0,2.4,2.5,3.7,00110
38,61.0,XX.0,XXX,XX,03,  Khetlal Upazila,3141,5.0,14.8,28.2,28.9,13.2,5.0,2.4,2.5,3.7,00110
38,61.0,47.0,XXX,XX,03,  Khetlal Union,3141,5.0,14.8,28.2,28.9,13.2,5.0,2.4,2.5,3.7,00110
13,XX.0,XX.0,XXX,XX,03, Chandpur Zila,5651,2.2,9.5,17.1,23.2,21.3,13.3,6.5,6.8,4.6,00110
13,22.0,XX.0,XXX,XX,03,  Chandpur Sadar Upazila,2491,2.2,6.7,15.6,23.5,21.6,14.8,7.2,8.4,4.8,00110
13,22.0,94.0,XXX,XX,03,  Tarpur Chandi Union,2491,2.2,6.7,15.6,23.5,21.6,14.8,7.2,8.4,4.8,00110
13,47.0,XX.0,XXX,XX,03,  Haim Char Upazila,2066,2.7,14.4,20.8,25.4,19.3,10.6,4.3,2.5,4.1,00110
13,47.0,23.0,XXX,XX,03,  Dakshin Algi Durgapur Union,2066,2.7,14.4,20.8,25.4,19.3,10.6,4.3,2.5,4.1,00110
13,49.0,XX.0,XXX,XX,03,  Hajiganj Upazila,1094,1.3,6.8,13.9,18.4,24.4,15.0,9.2,11.1,5.0,00110
13,49.0,35.0,XXX,XX,03,  Hajiganj Union,1094,1.3,6.8,13.9,18.4,24.4,15.0,9.2,11.1,5.0,00110
03,XX.0,XX.0,XXX,XX,03, Bandarban Zila,7847,4.0,8.0,16.3,20.1,18.6,14.4,8.3,10.2,4.8,00110
03,4.0,XX.0,XXX,XX,03,  Alikadam Upazila,2822,3.5,7.6,16.6,19.8,18.5,15.7,8.9,9.4,4.8,00110
03,4.0,31.0,XXX,XX,03,  Alikadam Union,2822,3.5,7.6,16.6,19.8,18.5,15.7,8.9,9.4,4.8,00110
03,73.0,XX.0,XXX,XX,03,  Naikhongchhari Upazila,3500,2.8,7.8,15.2,18.9,18.5,14.8,8.9,13.1,5.0,00110
03,73.0,76.0,XXX,XX,03,  Naikhongchhari Union,3500,2.8,7.8,15.2,18.9,18.5,14.8,8.9,13.1,5.0,00110
03,89.0,XX.0,XXX,XX,03,  Rowangchhari Upazila,1173,8.8,9.6,18.7,24.0,18.3,11.1,5.0,4.5,4.2,00110
03,89.0,57.0,XXX,XX,03,  Rowangchhari Union,1173,8.8,9.6,18.7,24.0,18.3,11.1,5.0,4.5,4.2,00110
03,95.0,XX.0,XXX,XX,03,  Thanchi Upazila,352,4.3,7.7,16.8,21.3,20.7,11.9,9.4,8.0,4.7,00110
03,95.0,57.0,XXX,XX,03,  Thanchi Union,352,4.3,7.7,16.8,21.3,20.7,11.9,9.4,8.0,4.7,00110
19,XX.0,XX.0,XXX,XX,03, Comilla Zila,26343,2.1,7.2,15.1,22.6,20.4,13.7,8.0,11.0,5.0,00110
19,15.0,XX.0,XXX,XX,03,  Brahmanpara Upazila,1153,1.7,6.0,13.1,23.2,21.1,13.3,9.1,12.5,5.2,00110
19,15.0,18.0,XXX,XX,03,  Brahman Para Union,1153,1.7,6.0,13.1,23.2,21.1,13.3,9.1,12.5,5.2,00110
19,18.0,XX.0,XXX,XX,03,  Burichang Upazila,2456,2.6,6.3,15.2,21.4,20.7,12.8,8.6,12.3,5.1,00110
19,18.0,31.0,XXX,XX,03,  Burichang Union,2456,2.6,6.3,15.2,21.4,20.7,12.8,8.6,12.3,5.1,00110
19,27.0,XX.0,XXX,XX,03,  Chandina Upazila,327,1.2,7.3,14.7,18.0,23.5,14.7,8.9,11.6,5.0,00110
19,27.0,20.0,XXX,XX,03,  Mahichal Union,327,1.2,7.3,14.7,18.0,23.5,14.7,8.9,11.6,5.0,00110
19,33.0,XX.0,XXX,XX,03,  Comilla Sadar Dakshin Upazila,1674,1.0,7.4,15.4,23.4,20.8,14.6,8.0,9.3,4.9,00110
19,33.0,35.0,XXX,XX,03,  Bijoypur Union,1674,1.0,7.4,15.4,23.4,20.8,14.6,8.0,9.3,4.9,00110
19,67.0,XX.0,XXX,XX,03,  Comilla Adarsha Sadar Upazila,12290,1.7,7.2,16.4,24.2,20.4,13.1,7.2,9.7,4.8,00110
19,67.0,68.0,XXX,XX,03,  Kalir Bazar Union,912,2.0,6.9,14.9,20.4,20.5,13.8,7.6,13.9,5.1,00110
19,67.0,90.0,XXX,XX,03,  Panchthubi Union,192,2.1,6.3,13.0,16.7,27.6,13.5,8.9,12.0,5.1,00110
19,67.0,94.0,XXX,XX,03,  Uttar Durgapur Union,11186,1.7,7.3,16.6,24.6,20.3,13.0,7.2,9.4,4.8,00110
19,74.0,XX.0,XXX,XX,03,  Manoharganj Upazila,239,3.3,7.5,7.9,20.1,24.7,20.5,6.3,9.6,5.0,00110
19,74.0,13.0,XXX,XX,03,  Baishgaon Union,239,3.3,7.5,7.9,20.1,24.7,20.5,6.3,9.6,5.0,00110
19,75.0,XX.0,XXX,XX,03,  Meghna Upazila,1257,3.4,7.0,13.2,21.0,22.7,15.9,7.5,9.3,4.9,00110
19,75.0,43.0,XXX,XX,03,  Gobindapur Union,1257,3.4,7.0,13.2,21.0,22.7,15.9,7.5,9.3,4.9,00110
19,81.0,XX.0,XXX,XX,03,  Muradnagar Upazila,6241,2.5,7.4,14.0,20.6,19.1,14.2,9.1,13.2,5.1,00110
19,81.0,54.0,XXX,XX,03,  Muradnagar Union,3218,2.1,7.1,13.0,19.4,20.0,13.9,9.5,15.0,5.3,00110
19,81.0,63.0,XXX,XX,03,  Paschim Nabipur Union,3023,2.9,7.7,15.0,21.8,18.2,14.6,8.6,11.3,4.9,00110
19,94.0,XX.0,XXX,XX,03,  Titas Upazila,706,3.1,8.4,11.6,21.0,19.7,15.3,8.6,12.3,5.0,00110
19,94.0,67.0,XXX,XX,03,  Karikandi Union,706,3.1,8.4,11.6,21.0,19.7,15.3,8.6,12.3,5.0,00110
12,XX.0,XX.0,XXX,XX,03, Brahmanbaria Zila,27626,2.5,6.9,13.2,19.5,18.9,14.5,9.9,14.6,5.2,00110
12,4.0,XX.0,XXX,XX,03,  Banchharampur Upazila,3826,3.1,8.7,17.0,22.9,19.7,11.9,6.6,10.1,4.8,00110
12,4.0,94.0,XXX,XX,03,  Banchharampur Union,3826,3.1,8.7,17.0,22.9,19.7,11.9,6.6,10.1,4.8,00110
12,7.0,XX.0,XXX,XX,03,  Bijoynagar Upazila,1437,2.6,8.4,13.2,19.3,17.8,13.8,10.0,14.9,5.2,00110
12,7.0,32.0,XXX,XX,03,  Chandura Union,1111,2.3,8.3,14.3,18.1,18.3,14.4,9.6,14.8,5.2,00110
12,7.0,91.0,XXX,XX,03,  Uttar Ichhapur Union,326,3.7,8.6,9.5,23.6,16.3,11.7,11.3,15.3,5.3,00110
12,13.0,XX.0,XXX,XX,03,  Brahmanbaria Sadar Upazila,3800,1.1,5.6,10.0,17.1,18.4,15.6,12.6,19.6,5.7,00110
12,13.0,50.0,XXX,XX,03,  Shuhilpur Union,1799,1.3,5.1,10.8,17.9,19.0,14.5,10.7,20.8,5.7,00110
12,13.0,93.0,XXX,XX,03,  Uttar Natai Union,2001,0.8,6.0,9.3,16.4,18.0,16.6,14.3,18.5,5.7,00110
12,33.0,XX.0,XXX,XX,03,  Ashuganj Upazila,6705,2.6,6.3,12.1,19.0,19.0,15.6,10.5,14.9,5.3,00110
12,33.0,12.0,XXX,XX,03,  Araisidha Union,124,2.4,8.1,14.5,11.3,17.7,13.7,12.1,20.2,5.7,00110
12,33.0,14.0,XXX,XX,03,  Ashugang Union,4711,3.2,7.1,13.0,20.4,18.8,15.4,9.5,12.5,5.1,00110
12,33.0,38.0,XXX,XX,03,  Durgapur Union,1870,1.2,4.3,9.5,15.9,19.4,16.1,13.0,20.5,5.9,00110
12,90.0,XX.0,XXX,XX,03,  Nasirnagar Upazila,2949,3.6,7.4,14.1,19.7,18.9,15.1,8.7,12.4,5.0,00110
12,90.0,87.0,XXX,XX,03,  Nasirnagar Union,2949,3.6,7.4,14.1,19.7,18.9,15.1,8.7,12.4,5.0,00110
12,94.0,XX.0,XXX,XX,03,  Sarail Upazila,8909,2.3,6.7,13.4,19.4,18.8,14.3,10.1,15.0,5.2,00110
12,94.0,76.0,XXX,XX,03,  Sarail Union,8909,2.3,6.7,13.4,19.4,18.8,14.3,10.1,15.0,5.2,00110
51,XX.0,XX.0,XXX,XX,03, Lakshmipur Zila,17759,2.5,9.6,19.5,23.0,19.7,12.7,7.0,6.1,4.5,00110
51,33.0,XX.0,XXX,XX,03,  Kamalnagar Upazila,2691,2.0,8.5,16.9,22.7,19.6,14.2,7.7,8.4,4.7,00110
51,33.0,47.0,XXX,XX,03,  Char Falcon Union,2691,2.0,8.5,16.9,22.7,19.6,14.2,7.7,8.4,4.7,00110
51,43.0,XX.0,XXX,XX,03,  Lakshmipur Sadar Upazila,700,1.4,8.3,19.1,24.7,21.3,12.0,8.4,4.7,4.5,00110
51,43.0,90.0,XXX,XX,03,  Dakshin Hamchadi Union,700,1.4,8.3,19.1,24.7,21.3,12.0,8.4,4.7,4.5,00110
51,58.0,XX.0,XXX,XX,03,  Roypur Upazila,6343,3.3,9.5,18.7,24.2,20.5,11.3,6.4,6.1,4.4,00110
51,58.0,11.0,XXX,XX,03,  Bamni Union,752,2.3,9.2,19.7,28.2,20.3,10.2,5.3,4.8,4.4,00110
51,58.0,59.0,XXX,XX,03,  Keroa Union,5481,3.5,9.7,18.4,23.6,20.5,11.3,6.6,6.4,4.5,00110
51,58.0,71.0,XXX,XX,03,  Roypur Union,110,0.0,5.5,28.2,25.5,22.7,14.5,2.7,0.9,4.2,00110
51,73.0,XX.0,XXX,XX,03,  Ramgati Upazila,8025,2.0,10.1,20.9,22.1,18.9,13.4,7.1,5.4,4.5,00110
51,73.0,13.0,XXX,XX,03,  Bara Kheri Union,3833,2.8,14.1,25.5,22.7,16.4,10.5,4.8,3.1,4.0,00110
51,73.0,23.0,XXX,XX,03,  Char Alexandar Union,4192,1.3,6.4,16.7,21.6,21.2,16.1,9.3,7.5,4.8,00110
46,XX.0,XX.0,XXX,XX,03, Khagrachhari Zila,25420,3.5,9.1,17.4,23.3,19.8,13.0,7.0,7.0,4.6,00110
46,43.0,XX.0,XXX,XX,03,  Dighinala Upazila,3215,3.0,7.6,16.9,24.3,21.4,12.6,6.7,7.5,4.7,00110
46,43.0,31.0,XXX,XX,03,  Boalkhali Union,3215,3.0,7.6,16.9,24.3,21.4,12.6,6.7,7.5,4.7,00110
46,49.0,XX.0,XXX,XX,03,  Khagrachhari Sadar Upazila,4633,2.2,7.2,16.0,25.0,20.9,13.8,8.0,7.0,4.7,00110
46,49.0,25.0,XXX,XX,03,  Golabari Union,2213,2.0,7.0,15.8,22.4,20.9,14.7,8.6,8.7,4.8,00110
46,49.0,75.0,XXX,XX,03,  Perachhara Union,2420,2.4,7.3,16.3,27.3,20.8,13.1,7.5,5.4,4.6,00110
46,61.0,XX.0,XXX,XX,03,  Lakshmichhari Upazila,414,3.9,10.4,20.0,28.0,17.1,11.8,6.0,2.7,4.2,00110
46,61.0,71.0,XXX,XX,03,  Lakshmichhari Union,414,3.9,10.4,20.0,28.0,17.1,11.8,6.0,2.7,4.2,00110
46,65.0,XX.0,XXX,XX,03,  Mahalchhari Upazila,2109,3.2,11.0,20.6,22.6,18.2,11.9,6.6,5.8,4.4,00110
46,65.0,31.0,XXX,XX,03,  Mahalchhari Union,2109,3.2,11.0,20.6,22.6,18.2,11.9,6.6,5.8,4.4,00110
46,67.0,XX.0,XXX,XX,03,  Manikchhari Upazila,7471,4.7,9.7,17.1,21.2,19.0,13.8,7.1,7.4,4.6,00110
46,67.0,63.0,XXX,XX,03,  Manikchhari Union,4717,5.5,9.9,17.9,21.4,18.5,13.7,6.3,6.8,4.5,00110
46,67.0,87.0,XXX,XX,03,  Tintahari Union,2754,3.4,9.5,15.8,20.7,19.9,13.8,8.3,8.5,4.7,00110
46,77.0,XX.0,XXX,XX,03,  Panchhari Upazila,5147,3.7,10.4,19.4,25.1,19.4,11.2,5.4,5.2,4.3,00110
46,77.0,76.0,XXX,XX,03,  Panchhari Union,5147,3.7,10.4,19.4,25.1,19.4,11.2,5.4,5.2,4.3,00110
46,80.0,XX.0,XXX,XX,03,  Ramgarh Upazila,2431,2.1,7.9,13.9,21.1,20.7,14.5,9.2,10.6,5.0,00110
46,80.0,76.0,XXX,XX,03,  Ramgarh Union,2431,2.1,7.9,13.9,21.1,20.7,14.5,9.2,10.6,5.0,00110
22,XX.0,XX.0,XXX,XX,03, Cox's Bazar Zila,37498,1.5,5.7,12.5,17.8,18.9,15.9,10.9,16.8,5.5,00110
22,24.0,XX.0,XXX,XX,03,  Cox's Bazar Sadar Upazila,10077,1.6,5.8,12.3,17.5,18.0,15.3,11.0,18.5,5.5,00110
22,24.0,35.0,XXX,XX,03,  Idgaon Union,3065,1.3,5.4,12.3,18.9,18.3,15.6,10.0,18.2,5.5,00110
22,24.0,42.0,XXX,XX,03,  Islamabad Union,3964,1.2,6.0,12.2,17.6,18.1,14.9,11.8,18.3,5.5,00110
22,24.0,45.0,XXX,XX,03,  Jalalabad Union,3048,2.5,6.1,12.5,16.0,17.6,15.5,11.0,18.9,5.6,00110
22,45.0,XX.0,XXX,XX,03,  Kutubdia Upazila,4686,1.3,5.4,11.3,17.3,20.1,18.4,11.1,15.1,5.4,00110
22,45.0,27.0,XXX,XX,03,  Baraghop Union,4686,1.3,5.4,11.3,17.3,20.1,18.4,11.1,15.1,5.4,00110
22,56.0,XX.0,XXX,XX,03,  Pekua Upazila,5328,1.6,6.3,12.3,17.4,18.5,16.1,11.4,16.5,5.4,00110
22,56.0,83.0,XXX,XX,03,  Pekua Union,5328,1.6,6.3,12.3,17.4,18.5,16.1,11.4,16.5,5.4,00110
22,66.0,XX.0,XXX,XX,03,  Ramu Upazila,7606,1.6,5.6,12.8,18.6,19.0,15.2,10.7,16.5,5.5,00110
22,66.0,15.0,XXX,XX,03,  Fatekharkul Union,5432,1.9,6.2,13.4,19.5,19.9,15.2,9.8,14.2,5.3,00110
22,66.0,38.0,XXX,XX,03,  Joarianala Union,2174,0.9,4.0,11.4,16.4,16.7,15.4,13.0,22.2,5.9,00110
22,90.0,XX.0,XXX,XX,03,  Teknaf Upazila,4639,0.6,5.0,12.8,16.8,18.1,15.8,11.6,19.3,5.6,00110
22,90.0,63.0,XXX,XX,03,  Teknaf Union,4639,0.6,5.0,12.8,16.8,18.1,15.8,11.6,19.3,5.6,00110
22,94.0,XX.0,XXX,XX,03,  Ukhia Upazila,5162,1.8,5.8,13.7,19.3,20.4,15.6,9.5,14.0,5.2,00110
22,94.0,47.0,XXX,XX,03,  Raja Palong Union,5162,1.8,5.8,13.7,19.3,20.4,15.6,9.5,14.0,5.2,00110
15,XX.0,XX.0,XXX,XX,03, Chittagong Zila,35526,2.6,7.1,15.0,20.9,20.0,13.9,8.1,12.4,5.1,00110
15,4.0,XX.0,XXX,XX,03,  Anowara Upazila,1131,3.0,8.6,16.7,26.4,20.2,10.3,5.8,8.9,4.6,00110
15,4.0,15.0,XXX,XX,03,  Anowara Union,1131,3.0,8.6,16.7,26.4,20.2,10.3,5.8,8.9,4.6,00110
15,12.0,XX.0,XXX,XX,03,  Boalkhali Upazila,10242,2.6,6.6,15.1,22.6,20.7,14.1,7.1,11.3,5.0,00110
15,12.0,38.0,XXX,XX,03,  Purba Gomdandi Union,5783,2.9,6.5,14.3,23.1,21.2,13.6,6.9,11.5,5.0,00110
15,12.0,76.0,XXX,XX,03,  Sakpura Union,4459,2.1,6.8,16.1,21.8,20.0,14.7,7.5,11.0,5.0,00110
15,33.0,XX.0,XXX,XX,03,  Fatikchhari Upazila,8060,2.3,6.3,14.4,19.8,20.1,14.5,8.8,13.8,5.2,00110
15,33.0,33.0,XXX,XX,03,  Dhurung Union,3969,2.3,6.3,13.2,19.8,19.7,14.6,9.1,14.9,5.3,00110
15,33.0,76.0,XXX,XX,03,  Rangamatia Union,4091,2.3,6.3,15.5,19.8,20.5,14.4,8.5,12.6,5.1,00110
15,47.0,XX.0,XXX,XX,03,  Lohagara Upazila,5787,3.6,7.7,14.2,18.6,18.6,14.4,9.1,13.8,5.2,00110
15,47.0,62.0,XXX,XX,03,  Lohagara Union,5787,3.6,7.7,14.2,18.6,18.6,14.4,9.1,13.8,5.2,00110
15,53.0,XX.0,XXX,XX,03,  Mirsharai Upazila,724,1.1,8.0,17.5,24.6,21.1,13.3,7.2,7.2,4.7,00110
15,53.0,59.0,XXX,XX,03,  Mirsharai Union,724,1.1,8.0,17.5,24.6,21.1,13.3,7.2,7.2,4.7,00110
15,70.0,XX.0,XXX,XX,03,  Rangunia Upazila,5493,2.2,7.0,15.7,20.8,21.3,13.2,8.0,11.7,5.0,00110
15,70.0,34.0,XXX,XX,03,  Mariamnagar Union,510,0.8,5.9,16.1,22.0,20.0,13.3,9.2,12.7,5.2,00110
15,70.0,60.0,XXX,XX,03,  Pomara Union,4983,2.3,7.1,15.7,20.7,21.5,13.2,7.9,11.6,5.0,00110
15,78.0,XX.0,XXX,XX,03,  Sandwip Upazila,2369,2.6,9.2,16.0,20.9,19.2,13.4,7.6,11.1,4.9,00110
15,78.0,40.0,XXX,XX,03,  Harispur Union,864,4.3,14.5,21.4,22.6,18.4,9.8,5.2,3.8,4.1,00110
15,78.0,85.0,XXX,XX,03,  Rahmatpur Union,1505,1.6,6.2,13.0,20.0,19.6,15.4,9.0,15.3,5.3,00110
15,82.0,XX.0,XXX,XX,03,  Satkania Upazila,1720,2.7,7.5,14.4,19.5,16.6,14.3,9.2,15.7,5.4,00110
15,82.0,36.0,XXX,XX,03,  Dhemsa Union,1720,2.7,7.5,14.4,19.5,16.6,14.3,9.2,15.7,5.4,00110
84,XX.0,XX.0,XXX,XX,03, Rangamati Zila,13120,4.6,9.5,18.0,23.8,19.5,11.5,6.5,6.5,4.4,00110
84,7.0,XX.0,XXX,XX,03,  Baghaichhari Upazila,1349,1.6,8.5,18.4,26.2,22.4,12.3,6.0,4.7,4.5,00110
84,7.0,59.0,XXX,XX,03,  Marishya Union,1079,1.8,8.6,19.1,26.3,22.2,11.8,5.8,4.4,4.4,00110
84,7.0,71.0,XXX,XX,03,  Rupakari Union,270,0.7,7.8,15.6,25.6,23.3,14.4,6.7,5.9,4.7,00110
84,21.0,XX.0,XXX,XX,03,  Barkal Upazila,364,7.4,16.2,15.7,19.8,15.1,8.2,5.8,11.8,4.4,00110
84,21.0,47.0,XXX,XX,03,  Barkal Union,364,7.4,16.2,15.7,19.8,15.1,8.2,5.8,11.8,4.4,00110
84,25.0,XX.0,XXX,XX,03,  Kawkhali Upazila,2119,5.9,8.9,16.8,21.7,21.2,12.6,5.7,7.3,4.5,00110
84,25.0,19.0,XXX,XX,03,  Betbunia Union,2119,5.9,8.9,16.8,21.7,21.2,12.6,5.7,7.3,4.5,00110
84,29.0,XX.0,XXX,XX,03,  Belai Chhari Upazila,466,4.5,10.7,17.4,22.3,19.1,14.4,4.9,6.7,4.4,00110
84,29.0,23.0,XXX,XX,03,  Belai Chhari Union,466,4.5,10.7,17.4,22.3,19.1,14.4,4.9,6.7,4.4,00110
84,36.0,XX.0,XXX,XX,03,  Kaptai  Upazila,2897,4.9,8.4,16.7,24.6,19.9,11.1,6.7,7.7,4.5,00110
84,36.0,57.0,XXX,XX,03,  Kaptai Union,2897,4.9,8.4,16.7,24.6,19.9,11.1,6.7,7.7,4.5,00110
84,47.0,XX.0,XXX,XX,03,  Jurai Chhari Upazila,1350,6.7,6.8,18.7,25.3,19.3,11.2,7.1,5.0,4.3,00110
84,47.0,57.0,XXX,XX,03,  Jurai Chhari Union,1350,6.7,6.8,18.7,25.3,19.3,11.2,7.1,5.0,4.3,00110
84,58.0,XX.0,XXX,XX,03,  Langadu  Upazila,2489,2.4,9.9,19.1,23.7,18.2,12.4,8.0,6.2,4.5,00110
84,58.0,67.0,XXX,XX,03,  Langadu Union,2489,2.4,9.9,19.1,23.7,18.2,12.4,8.0,6.2,4.5,00110
