ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
78.0,76.0,13.0,XXX,XX,01,  Amragachhia Union,4576,3.5,10.3,85.4,0.7,7.2,80.0,12.3,0.5,00110
78.0,76.0,27.0,XXX,XX,01,  Deuli Subidkhali Union,2449,3.0,17.4,78.6,0.9,64.1,29.1,6.2,0.6,00110
78.0,76.0,81.0,XXX,XX,01,  Mirzaganj Union,3406,3.0,7.7,88.9,0.4,65.1,32.0,2.1,0.8,00110
78.0,95.0,XX.0,XXX,XX,01,  Patuakhali Sadar Upazila,53728,1.1,4.0,93.6,1.3,24.6,49.5,24.4,1.5,00110
78.0,95.0,27.0,XXX,XX,01,  Jainkati Union,2766,0.7,2.5,95.2,1.6,38.4,41.1,19.8,0.7,00110
6.0,XX.0,XX.0,XXX,XX,01, Barisal Zila,398558,2.7,7.1,88.3,1.9,30.1,51.8,16.5,1.6,00110
6.0,2.0,XX.0,XXX,XX,01,  Agailjhara Upazila,30375,3.0,4.7,90.3,2.1,37.6,46.7,12.9,2.7,00110
6.0,2.0,15.0,XXX,XX,01,  Bakal Union,4981,2.0,2.8,93.7,1.5,32.2,48.3,14.2,5.3,00110
6.0,2.0,47.0,XXX,XX,01,  Gaila Union,5526,7.3,12.0,79.0,1.7,38.7,50.3,10.3,0.7,00110
6.0,3.0,XX.0,XXX,XX,01,  Babuganj Upazila,29429,5.4,10.2,81.4,3.1,31.6,56.6,11.4,0.4,00110
6.0,3.0,81.0,XXX,XX,01,  Rahmatpur Union,3297,12.4,16.6,69.0,1.9,20.6,61.4,17.9,0.1,00110
6.0,7.0,XX.0,XXX,XX,01,  Bakerganj Upazila,67141,3.0,8.9,86.9,1.2,29.5,47.7,20.9,1.9,00110
6.0,7.0,12.0,XXX,XX,01,  Bhar Pasha Union,3481,3.1,9.3,86.6,1.0,36.4,41.3,21.5,0.8,00110
6.0,7.0,94.0,XXX,XX,01,  Rangasree Union,7183,3.6,9.3,85.4,1.7,27.5,60.6,11.3,0.6,00110
6.0,10.0,XX.0,XXX,XX,01,  Banari Para Upazila,30241,2.3,6.3,89.0,2.4,59.6,32.6,7.2,0.7,00110
6.0,10.0,42.0,XXX,XX,01,  Chakhar Union,3248,3.9,12.4,81.4,2.3,44.6,46.9,8.3,0.2,00110
6.0,10.0,63.0,XXX,XX,01,  Salia Bakpur Union,3741,4.2,7.8,85.6,2.3,63.9,31.5,4.5,0.1,00110
6.0,32.0,XX.0,XXX,XX,01,  Gaurnadi Upazila,32107,3.8,6.3,88.0,1.9,30.9,54.7,13.4,1.0,00110
6.0,36.0,XX.0,XXX,XX,01,  Hizla Upazila,27434,1.0,4.9,93.1,1.0,17.7,61.4,19.6,1.3,00110
6.0,36.0,13.0,XXX,XX,01,  Bara Jalia Union,3568,1.1,10.3,87.5,1.1,33.4,52.3,12.6,1.8,00110
6.0,51.0,XX.0,XXX,XX,01,  Barisal Sadar Upazila,39714,3.9,11.3,82.7,2.2,17.7,54.0,26.2,2.1,00110
6.0,51.0,34.0,XXX,XX,01,  Char Baria Union,3951,5.4,13.5,79.9,1.2,13.3,53.1,33.3,0.4,00110
6.0,51.0,43.0,XXX,XX,01,  Char Kowa Union,4957,5.4,21.6,70.5,2.5,8.8,58.0,31.3,1.9,00110
6.0,62.0,XX.0,XXX,XX,01,  Mehendiganj Upazila,58055,1.0,5.4,91.2,2.4,13.7,60.1,24.1,2.1,00110
6.0,62.0,87.0,XXX,XX,01,  Mehendiganj Union,2347,0.7,4.6,94.0,0.7,5.8,55.2,37.2,1.8,00110
6.0,69.0,XX.0,XXX,XX,01,  Muladi Upazila,33821,1.8,5.2,91.9,1.1,27.8,58.0,12.8,1.3,00110
6.0,94.0,XX.0,XXX,XX,01,  Wazirpur Upazila,50241,2.9,6.3,88.6,2.2,44.5,46.1,8.0,1.4,00110
6.0,94.0,31.0,XXX,XX,01,  Guthia Union,5045,4.9,7.9,84.3,2.9,35.9,55.7,7.5,0.9,00110
6.0,94.0,84.0,XXX,XX,01,  Shikarpur Union,4246,3.9,7.3,87.5,1.4,47.2,47.1,5.4,0.3,00110
79.0,XX.0,XX.0,XXX,XX,01, Pirojpur Zila,214398,2.2,5.9,90.0,1.9,29.3,43.7,25.4,1.6,00110
79.0,14.0,XX.0,XXX,XX,01,  Bhandaria Upazila,28492,2.4,6.8,89.5,1.3,30.7,51.7,17.0,0.6,00110
79.0,14.0,11.0,XXX,XX,01,  Bhandaria Union,1151,2.1,15.6,78.5,3.8,23.0,59.2,17.1,0.7,00110
79.0,14.0,71.0,XXX,XX,01,  Nudmulla Union,4133,2.7,7.9,88.6,0.8,46.6,42.7,10.4,0.3,00110
79.0,47.0,XX.0,XXX,XX,01,  Kawkhali Upazila,13848,2.7,8.1,87.5,1.6,18.9,23.0,57.6,0.5,00110
79.0,47.0,15.0,XXX,XX,01,  Amrajuri Union,1336,1.0,8.5,89.7,0.8,89.2,8.7,1.1,1.0,00110
79.0,47.0,47.0,XXX,XX,01,  Kawkhali Union,4588,3.6,12.6,82.3,1.5,29.2,54.2,16.1,0.5,00110
79.0,58.0,XX.0,XXX,XX,01,  Mathbaria Upazila,54181,2.7,6.8,88.9,1.6,6.2,51.8,40.3,1.7,00110
79.0,58.0,60.0,XXX,XX,01,  Mathbaria Union,2690,2.3,8.6,87.5,1.6,1.6,52.1,43.7,2.6,00110
79.0,76.0,XX.0,XXX,XX,01,  Nazirpur Upazila,39536,1.4,5.6,91.0,2.0,28.8,42.2,26.2,2.8,00110
79.0,76.0,52.0,XXX,XX,01,  Nazirpur Union,3125,0.4,5.0,93.2,1.4,52.5,25.3,16.0,6.2,00110
79.0,80.0,XX.0,XXX,XX,01,  Pirojpur Sadar Upazila,24310,1.6,4.1,92.4,2.0,61.4,29.5,7.8,1.3,00110
79.0,87.0,XX.0,XXX,XX,01,  Nesarabad Upazila,38266,2.4,5.0,90.3,2.3,50.4,37.6,10.4,1.6,00110
79.0,87.0,76.0,XXX,XX,01,  Sohagdal Union,3999,4.1,6.6,86.1,3.2,40.5,51.6,7.3,0.6,00110
79.0,87.0,85.0,XXX,XX,01,  Sutiakati Union,3589,3.5,4.1,91.6,0.9,52.0,37.1,9.3,1.6,00110
79.0,87.0,95.0,XXX,XX,01,  Nesarabad (Swarupkati) Union,2479,2.0,6.7,84.1,7.3,55.7,26.1,15.8,2.5,00110
79.0,90.0,XX.0,XXX,XX,01,  Zianagar Upazila,15765,2.5,5.6,89.3,2.6,15.0,60.6,23.3,1.1,00110
79.0,90.0,51.0,XXX,XX,01,  Pattashi Union,4995,2.6,4.8,90.8,1.9,24.1,61.1,13.0,1.7,00110
9.0,XX.0,XX.0,XXX,XX,01, Bhola Zila,322077,1.0,5.4,88.8,4.8,7.2,51.1,35.3,6.4,00110
9.0,18.0,XX.0,XXX,XX,01,  Bhola Sadar Upazila,70289,0.9,6.3,90.3,2.5,6.2,55.7,34.1,4.0,00110
9.0,18.0,12.0,XXX,XX,01,  Alinagar Union,3205,1.4,14.6,81.9,2.1,10.7,59.6,26.1,3.7,00110
9.0,18.0,14.0,XXX,XX,01,  Bapta Union,1200,1.0,9.8,84.9,4.3,12.8,49.2,36.1,1.9,00110
9.0,18.0,36.0,XXX,XX,01,  Dhania Union,4848,0.6,11.2,86.7,1.5,2.0,43.0,45.6,9.4,00110
9.0,21.0,XX.0,XXX,XX,01,  Burhanuddin Upazila,40398,1.2,6.1,89.5,3.2,6.8,56.8,30.7,5.6,00110
9.0,21.0,16.0,XXX,XX,01,  Bara Manika Union,5681,0.5,3.5,94.7,1.3,10.1,52.2,33.4,4.3,00110
9.0,21.0,57.0,XXX,XX,01,  Kutba Union,1467,1.6,7.2,87.0,4.2,1.8,65.6,26.2,6.4,00110
9.0,25.0,XX.0,XXX,XX,01,  Char Fasson Upazila,85655,0.7,5.3,87.6,6.4,6.7,40.6,43.3,9.3,00110
9.0,29.0,XX.0,XXX,XX,01,  Daulat Khan Upazila,31407,1.7,8.2,86.2,4.0,6.8,54.9,33.1,5.1,00110
9.0,54.0,XX.0,XXX,XX,01,  Lalmohan Upazila,53372,1.0,4.6,91.6,2.8,10.4,58.7,26.6,4.2,00110
9.0,65.0,XX.0,XXX,XX,01,  Manpura Upazila,16807,0.6,1.5,79.2,18.7,1.2,25.4,55.3,18.2,00110
9.0,65.0,23.0,XXX,XX,01,  Hajirhat Union,5299,1.0,1.7,80.2,17.1,1.5,32.3,55.3,10.9,00110
9.0,91.0,XX.0,XXX,XX,01,  Tazumuddin Upazila,24149,1.1,2.8,91.9,4.2,10.4,60.7,26.4,2.5,00110
9.0,91.0,57.0,XXX,XX,01,  Chandpur Union,4720,0.7,3.1,89.6,6.6,12.1,62.5,23.5,1.9,00110
4.0,XX.0,XX.0,XXX,XX,01, Barguna Zila,190564,1.1,3.2,91.8,3.9,24.7,48.3,24.4,2.6,00110
4.0,9.0,XX.0,XXX,XX,01,  Amtali Upazila,58015,0.6,2.8,88.8,7.8,21.4,45.2,28.9,4.5,00110
4.0,9.0,13.0,XXX,XX,01,  Amtali Union,4541,0.4,2.0,90.6,7.0,11.9,46.4,37.8,3.9,00110
4.0,19.0,XX.0,XXX,XX,01,  Bamna Upazila,17735,2.0,3.5,92.3,2.2,36.6,47.5,14.6,1.3,00110
4.0,19.0,23.0,XXX,XX,01,  Bamna Union,2905,1.2,3.1,86.6,9.1,28.4,45.3,23.2,3.1,00110
4.0,28.0,XX.0,XXX,XX,01,  Barguna Sadar Upazila,54609,1.3,3.5,93.3,2.0,22.6,49.6,25.3,2.6,00110
4.0,47.0,XX.0,XXX,XX,01,  Betagi Upazila,24646,1.2,3.9,93.3,1.5,26.8,50.0,21.8,1.4,00110
4.0,47.0,11.0,XXX,XX,01,  Betagi Union,3142,1.7,4.3,93.8,0.2,19.3,74.4,5.5,0.8,00110
4.0,85.0,XX.0,XXX,XX,01,  Patharghata Upazila,35559,1.0,3.1,93.1,2.9,25.8,50.7,22.4,1.2,00110
4.0,85.0,23.0,XXX,XX,01,  Kakchira Union,4656,1.1,4.1,91.2,3.6,16.5,54.5,27.8,1.2,00110
4.0,85.0,35.0,XXX,XX,01,  Kalmegha Union,5048,0.8,1.8,94.3,3.1,16.1,53.4,29.9,0.6,00110
4.0,85.0,71.0,XXX,XX,01,  Patharghata Union,7122,0.8,2.8,95.0,1.4,25.9,50.0,22.5,1.6,00110
52.0,XX.0,XX.0,XXX,XX,01, Lalmonirhat Zila,261126,0.9,7.0,89.5,2.6,27.7,31.1,31.3,9.8,00110
52.0,2.0,XX.0,XXX,XX,01,  Aditmari Upazila,47644,0.8,5.2,92.0,2.0,43.5,34.6,15.8,6.1,00110
52.0,2.0,10.0,XXX,XX,01,  Bhadai Union,1505,2.1,5.3,89.8,2.7,90.7,8.2,0.7,0.4,00110
52.0,33.0,XX.0,XXX,XX,01,  Hatibandha Upazila,53037,1.3,8.0,88.5,2.2,19.3,36.3,38.3,6.1,00110
52.0,33.0,76.0,XXX,XX,01,  Shingimari Union,5267,1.5,11.0,86.8,0.6,40.2,27.3,29.2,3.3,00110
52.0,39.0,XX.0,XXX,XX,01,  Kaligang Upazila,53823,0.8,6.6,91.6,1.0,43.3,31.3,17.5,7.9,00110
52.0,39.0,95.0,XXX,XX,01,  Tushbhandar Union,6576,0.8,7.8,90.1,1.4,30.6,39.1,24.2,6.1,00110
52.0,55.0,XX.0,XXX,XX,01,  Lalmonirhat Sadar Upazila,65175,0.9,7.9,88.9,2.4,17.4,30.3,40.4,11.9,00110
52.0,70.0,XX.0,XXX,XX,01,  Patgram Upazila,41447,0.5,6.8,86.5,6.2,16.3,21.5,44.0,18.1,00110
77.0,XX.0,XX.0,XXX,XX,01, Panchagarh Zila,206116,1.1,8.4,87.5,3.0,36.1,27.8,21.1,15.0,00110
77.0,4.0,XX.0,XXX,XX,01,  Atwari Upazila,29208,1.5,13.3,82.4,2.8,52.8,16.4,12.3,18.4,00110
77.0,4.0,67.0,XXX,XX,01,  Radhanagar Union,3101,1.9,10.9,86.7,0.5,55.3,19.2,11.5,14.0,00110
77.0,4.0,81.0,XXX,XX,01,  Taria Union,5037,2.9,12.7,82.7,1.7,42.5,26.9,12.1,18.5,00110
77.0,25.0,XX.0,XXX,XX,01,  Boda Upazila,51582,1.4,8.1,85.4,5.1,22.4,35.2,26.7,15.7,00110
77.0,25.0,73.0,XXX,XX,01,  Maidan Dighi Union,4880,1.1,9.1,89.3,0.5,30.1,37.1,18.2,14.7,00110
77.0,34.0,XX.0,XXX,XX,01,  Debiganj Upazila,48933,0.8,6.6,91.4,1.2,20.8,23.3,37.4,18.5,00110
77.0,34.0,47.0,XXX,XX,01,  Debiganj Union,3032,0.1,8.4,91.0,0.5,12.2,18.0,37.3,32.6,00110
77.0,73.0,XX.0,XXX,XX,01,  Panchagarh Sadar Upazila,49853,1.1,7.4,88.3,3.2,53.3,29.5,7.1,10.0,00110
77.0,73.0,36.0,XXX,XX,01,  Dhakkamara Union,5562,1.1,15.9,82.9,0.2,58.4,24.1,7.9,9.6,00110
77.0,90.0,XX.0,XXX,XX,01,  Tentulia Upazila,26540,0.7,8.8,88.8,1.6,40.4,30.8,16.2,12.5,00110
77.0,90.0,81.0,XXX,XX,01,  Tentulia Union,3427,0.6,6.2,89.9,3.3,55.0,28.5,7.4,9.0,00110
85.0,XX.0,XX.0,XXX,XX,01, Rangpur Zila,619571,1.5,13.4,81.8,3.3,14.9,23.9,38.2,23.0,00110
85.0,3.0,XX.0,XXX,XX,01,  Badarganj Upazila,65590,2.3,15.0,79.5,3.3,12.1,14.7,46.1,27.0,00110
85.0,27.0,XX.0,XXX,XX,01,  Gangachara Upazila,70354,1.2,5.4,89.9,3.6,17.8,23.2,33.1,25.9,00110
85.0,27.0,31.0,XXX,XX,01,  Gangachara Union,6674,2.3,7.2,88.9,1.6,40.6,32.5,15.3,11.6,00110
85.0,42.0,XX.0,XXX,XX,01,  Kaunia Upazila,41494,1.9,8.9,87.6,1.5,14.0,37.7,35.2,13.1,00110
85.0,49.0,XX.0,XXX,XX,01,  Rangpur Sadar Upazila,99944,1.6,12.9,82.9,2.6,19.9,28.6,28.6,23.0,00110
85.0,58.0,XX.0,XXX,XX,01,  Mithapukur Upazila,133209,1.6,17.2,76.8,4.4,8.7,18.5,47.2,25.7,00110
85.0,58.0,49.0,XXX,XX,01,  Durgapur Union,11055,3.2,28.0,63.9,4.8,7.9,15.9,50.6,25.6,00110
85.0,73.0,XX.0,XXX,XX,01,  Pirgachha Upazila,78976,1.0,8.7,87.9,2.5,13.0,33.9,39.9,13.2,00110
85.0,73.0,76.0,XXX,XX,01,  Pirgachha Union,8226,1.7,15.0,82.3,0.9,12.9,33.8,43.5,9.8,00110
85.0,76.0,XX.0,XXX,XX,01,  Pirganj Upazila,97817,1.4,19.1,75.1,4.5,18.3,21.2,33.4,27.1,00110
85.0,76.0,69.0,XXX,XX,01,  Pirganj Union,5898,1.4,22.2,67.4,9.1,14.0,9.1,31.3,45.6,00110
85.0,76.0,75.0,XXX,XX,01,  Roypur Union,5256,2.0,19.9,75.6,2.5,17.8,23.2,36.7,22.3,00110
85.0,92.0,XX.0,XXX,XX,01,  Taraganj Upazila,32187,1.5,13.3,83.7,1.5,21.1,18.1,40.1,20.7,00110
85.0,92.0,71.0,XXX,XX,01,  Kursha Union,5168,2.1,17.6,78.9,1.4,42.0,14.4,26.9,16.7,00110
49.0,XX.0,XX.0,XXX,XX,01, Kurigram Zila,429920,0.6,5.5,92.5,1.4,16.7,40.1,32.2,11.0,00110
49.0,6.0,XX.0,XXX,XX,01,  Bhurungamari Upazila,50335,0.5,3.4,92.9,3.2,15.6,60.5,16.7,7.1,00110
49.0,6.0,19.0,XXX,XX,01,  Bhurungamari Union,3987,1.0,2.2,96.8,0.1,11.8,67.6,11.9,8.8,00110
49.0,8.0,XX.0,XXX,XX,01,  Char Rajibpur Upazila,13691,0.2,1.3,98.0,0.6,16.6,52.1,23.9,7.4,00110
49.0,8.0,19.0,XXX,XX,01,  Char Rajibpur Union,4748,0.3,3.3,96.0,0.3,11.0,51.3,32.2,5.6,00110
49.0,9.0,XX.0,XXX,XX,01,  Chilmari Upazila,19738,0.3,2.8,94.2,2.7,19.1,42.7,23.9,14.3,00110
49.0,9.0,83.0,XXX,XX,01,  Thanahat Union,5665,0.5,6.7,90.3,2.5,13.5,36.2,32.1,18.2,00110
49.0,18.0,XX.0,XXX,XX,01,  Phulbari Sadar Upazila,36411,0.8,6.5,92.1,0.6,27.5,44.5,21.1,6.8,00110
49.0,18.0,40.0,XXX,XX,01,  Phulbari Union,4674,1.0,7.6,90.9,0.6,32.0,42.7,16.5,8.8,00110
49.0,52.0,XX.0,XXX,XX,01,  Kurigram Sadar Upazila,54521,0.9,6.0,91.3,1.9,11.8,21.6,53.0,13.5,00110
49.0,52.0,17.0,XXX,XX,01,  Belgachha Union,5473,1.6,15.8,79.6,3.1,14.6,26.3,51.6,7.5,00110
49.0,61.0,XX.0,XXX,XX,01,  Nageshwari Upazila,78766,0.4,4.2,94.4,1.0,20.0,37.3,32.6,10.1,00110
49.0,77.0,XX.0,XXX,XX,01,  Rajarhat Upazila,44212,0.7,10.9,87.4,1.0,15.0,39.6,38.9,6.6,00110
49.0,77.0,21.0,XXX,XX,01,  Chakirpashar Union,5881,1.1,8.7,90.0,0.3,18.7,47.0,23.8,10.4,00110
49.0,77.0,73.0,XXX,XX,01,  Rajarhat Union,7281,0.5,13.3,84.8,1.5,12.1,52.5,30.6,4.9,00110
49.0,79.0,XX.0,XXX,XX,01,  Raumari Upazila,40759,0.5,3.3,94.9,1.3,15.4,42.5,33.3,8.8,00110
49.0,79.0,71.0,XXX,XX,01,  Raumari Union,4881,0.3,3.0,93.8,2.9,11.3,49.2,24.0,15.5,00110
49.0,94.0,XX.0,XXX,XX,01,  Ulipur Upazila,91487,0.5,6.7,91.8,1.0,14.1,37.2,31.8,16.9,00110
32.0,XX.0,XX.0,XXX,XX,01, Gaibandha Zila,561124,1.3,11.1,85.6,2.1,9.4,19.1,44.7,26.8,00110
32.0,21.0,XX.0,XXX,XX,01,  Fulchhari Upazila,38816,0.6,3.5,94.3,1.6,9.2,30.2,41.9,18.6,00110
32.0,21.0,47.0,XXX,XX,01,  Gazaria Union,3243,0.9,4.3,93.5,1.3,8.3,28.6,39.1,24.1,00110
32.0,24.0,XX.0,XXX,XX,01,  Gaibandha Sadar Upazila,87961,1.2,9.5,86.7,2.6,5.9,11.1,52.6,30.4,00110
32.0,24.0,14.0,XXX,XX,01,  Ballamjhar Union,10291,2.8,10.7,84.1,2.4,5.5,7.5,54.3,32.8,00110
32.0,24.0,21.0,XXX,XX,01,  Boali Union,8732,1.2,13.1,84.1,1.6,1.8,8.3,66.6,23.3,00110
32.0,24.0,58.0,XXX,XX,01,  Kholahati Union,6387,0.4,11.3,84.7,3.6,12.1,13.9,45.3,28.7,00110
32.0,24.0,85.0,XXX,XX,01,  Mollar Char Union,1461,0.1,0.0,99.9,0.1,11.6,32.1,48.3,7.9,00110
32.0,30.0,XX.0,XXX,XX,01,  Gobindaganj Upazila,122760,1.4,15.7,81.9,1.1,11.4,17.0,39.0,32.6,00110
32.0,67.0,XX.0,XXX,XX,01,  Palashbari Upazila,57703,1.8,17.1,78.0,3.1,10.6,15.1,44.2,30.2,00110
32.0,67.0,85.0,XXX,XX,01,  Palashbari Union,3320,3.0,28.0,67.1,1.9,7.1,16.8,38.9,37.2,00110
32.0,82.0,XX.0,XXX,XX,01,  Sadullapur Upazila,72054,1.6,12.7,84.0,1.6,13.3,25.1,38.5,23.1,00110
32.0,82.0,13.0,XXX,XX,01,  Banagram Union,4950,0.6,13.3,84.3,1.8,12.8,37.5,33.7,16.0,00110
32.0,82.0,60.0,XXX,XX,01,  Jamalpur Union,7159,2.5,9.2,87.3,0.9,6.8,16.0,57.5,19.7,00110
32.0,88.0,XX.0,XXX,XX,01,  Saghata Upazila,64999,1.0,9.2,88.8,1.1,9.8,22.3,51.6,16.3,00110
32.0,88.0,19.0,XXX,XX,01,  Bonar Para Union,5694,1.3,11.9,84.6,2.2,11.8,15.0,47.9,25.3,00110
32.0,88.0,85.0,XXX,XX,01,  Saghata Union,4318,0.5,5.8,93.1,0.6,15.7,40.4,37.1,6.9,00110
32.0,91.0,XX.0,XXX,XX,01,  Sundarganj Upazila,116831,1.1,7.1,88.8,3.1,6.8,20.3,45.7,27.2,00110
32.0,91.0,31.0,XXX,XX,01,  Dahabanda Union,5659,3.7,9.3,82.0,5.1,11.2,18.7,43.0,27.1,00110
73.0,XX.0,XX.0,XXX,XX,01, Nilphamari Zila,358647,1.2,7.8,89.4,1.5,11.5,17.1,47.3,24.1,00110
73.0,12.0,XX.0,XXX,XX,01,  Dimla Upazila,59055,0.9,5.3,91.2,2.6,8.2,19.8,60.3,11.7,00110
73.0,12.0,19.0,XXX,XX,01,  Dimla Union,5785,0.1,6.7,92.3,0.9,0.3,13.3,68.3,18.1,00110
73.0,15.0,XX.0,XXX,XX,01,  Domar Upazila,48719,1.2,7.3,90.8,0.7,13.2,29.9,40.0,17.0,00110
73.0,15.0,19.0,XXX,XX,01,  Bhogdabari Union,6474,1.6,7.4,90.6,0.4,1.1,46.1,36.5,16.2,00110
73.0,15.0,28.0,XXX,XX,01,  Boragari Union,4753,1.4,8.5,89.3,0.8,2.8,14.8,54.1,28.4,00110
73.0,15.0,38.0,XXX,XX,01,  Domar Union,2761,2.3,16.0,81.5,0.2,8.9,24.8,52.7,13.6,00110
73.0,36.0,XX.0,XXX,XX,01,  Jaldhaka Upazila,68747,0.6,5.8,93.2,0.4,15.8,19.3,48.8,16.2,00110
73.0,45.0,XX.0,XXX,XX,01,  Kishoreganj Upazila,63411,1.2,6.9,88.9,3.1,3.4,8.5,44.1,44.1,00110
73.0,45.0,51.0,XXX,XX,01,  Kishoreganj Union,7090,1.3,6.5,88.5,3.7,1.7,5.2,39.0,54.1,00110
73.0,64.0,XX.0,XXX,XX,01,  Nilphamari Sadar Upazila,87580,1.9,7.9,89.5,0.8,13.6,12.9,47.1,26.4,00110
73.0,85.0,XX.0,XXX,XX,01,  Saidpur Upazila,31135,1.7,19.4,76.6,2.2,16.9,15.9,38.1,29.1,00110
73.0,85.0,23.0,XXX,XX,01,  Bangalipur Union,3844,4.2,31.7,63.6,0.5,26.0,23.8,43.2,7.0,00110
94.0,XX.0,XX.0,XXX,XX,01, Thakurgaon Zila,283721,1.9,17.4,75.9,4.9,10.5,13.8,46.4,29.3,00110
94.0,8.0,XX.0,XXX,XX,01,  Baliadangi Upazila,41729,2.2,16.3,72.7,8.8,2.1,4.1,44.0,49.8,00110
94.0,8.0,21.0,XXX,XX,01,  Barabari Union,3969,1.0,23.4,70.5,5.1,1.1,7.3,38.5,53.1,00110
94.0,8.0,73.0,XXX,XX,01,  Duosuo Union,4995,5.8,17.5,71.4,5.3,1.5,2.7,57.5,38.3,00110
94.0,51.0,XX.0,XXX,XX,01,  Haripur Upazila,30913,1.9,17.6,78.7,1.8,22.8,15.6,37.7,23.9,00110
94.0,51.0,81.0,XXX,XX,01,  Haripur Union,3759,2.0,18.4,77.9,1.7,10.4,7.7,63.8,18.1,00110
94.0,82.0,XX.0,XXX,XX,01,  Pirganj Upazila,51720,1.4,18.7,68.3,11.6,19.9,15.1,39.3,25.7,00110
94.0,86.0,XX.0,XXX,XX,01,  Ranisankail Upazila,47138,1.8,20.5,74.2,3.5,14.6,14.3,44.5,26.7,00110
94.0,94.0,XX.0,XXX,XX,01,  Thakurgaon Sadar Upazila,112221,2.0,15.8,80.5,1.7,4.2,16.1,53.7,26.0,00110
94.0,94.0,52.0,XXX,XX,01,  Jamalpur Union,4667,0.9,20.7,73.9,4.5,3.1,14.5,51.7,30.7,00110
94.0,94.0,58.0,XXX,XX,01,  Mohammadpur Union,3936,1.7,22.4,75.5,0.4,6.6,28.8,32.1,32.6,00110
94.0,94.0,68.0,XXX,XX,01,  Rahimanpur Union,6561,7.2,21.4,66.3,5.2,3.9,18.1,48.3,29.6,00110
27.0,XX.0,XX.0,XXX,XX,01, Dinajpur Zila,609562,3.5,20.1,71.6,4.8,29.7,14.4,29.9,26.0,00110
