ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
27.0,10.0,XX.0,XXX,XX,01,  Birampur Upazila,30716,1.6,21.4,70.8,6.2,38.6,20.5,27.8,13.1,00110
27.0,10.0,71.0,XXX,XX,01,  Khanpur Union,4112,3.2,11.0,84.4,1.5,52.7,15.5,16.5,15.2,00110
27.0,10.0,83.0,XXX,XX,01,  Pali Prayagpur Union,1956,1.3,38.4,55.4,4.9,55.3,15.5,17.1,12.1,00110
27.0,12.0,XX.0,XXX,XX,01,  Birganj Upazila,69272,2.3,14.5,77.8,5.4,29.2,16.5,32.4,21.9,00110
27.0,17.0,XX.0,XXX,XX,01,  Biral Upazila,59200,3.2,23.2,68.4,5.2,27.8,8.3,21.6,42.4,00110
27.0,17.0,28.0,XXX,XX,01,  Biral Union,6111,1.3,28.0,66.2,4.5,25.3,5.6,19.0,50.1,00110
27.0,21.0,XX.0,XXX,XX,01,  Bochaganj Upazila,32082,1.6,21.4,75.9,1.1,42.2,12.2,17.5,28.1,00110
27.0,30.0,XX.0,XXX,XX,01,  Chirirbandar Upazila,66438,4.8,21.3,70.0,3.9,18.9,15.3,41.9,23.9,00110
27.0,30.0,13.0,XXX,XX,01,  Abdulpur Union,7046,4.4,26.5,68.5,0.7,10.4,15.5,50.8,23.3,00110
27.0,38.0,XX.0,XXX,XX,01,  Fulbari Upazila,34915,3.3,24.3,67.4,4.9,39.4,12.5,26.7,21.5,00110
27.0,43.0,XX.0,XXX,XX,01,  Ghoraghat Upazila,24271,1.3,16.2,73.6,8.9,42.0,16.8,29.4,11.8,00110
27.0,43.0,38.0,XXX,XX,01,  Ghoraghat Union,2774,0.4,6.6,92.1,0.9,18.4,22.6,47.5,11.5,00110
27.0,47.0,XX.0,XXX,XX,01,  Hakimpur Upazila,16203,1.9,14.6,80.5,3.1,36.4,19.5,30.1,13.9,00110
27.0,56.0,XX.0,XXX,XX,01,  Kaharole Upazila,35005,3.9,18.1,73.1,4.8,32.5,12.3,31.6,23.6,00110
27.0,56.0,31.0,XXX,XX,01,  Mukundapur Union,5450,3.0,14.9,76.6,5.5,40.3,14.4,22.9,22.4,00110
27.0,60.0,XX.0,XXX,XX,01,  Khansama Upazila,37281,2.6,13.2,79.5,4.7,31.3,15.9,36.5,16.3,00110
27.0,60.0,15.0,XXX,XX,01,  Alokjhari Union,5638,1.7,8.6,88.9,0.7,11.3,14.6,58.7,15.4,00110
27.0,64.0,XX.0,XXX,XX,01,  Dinajpur Sadar Upazila,69519,7.0,24.2,62.8,6.0,27.9,11.6,26.6,33.9,00110
27.0,64.0,69.0,XXX,XX,01,  Shashara Union,5856,5.8,28.1,57.8,8.3,28.1,8.6,32.1,31.3,00110
27.0,64.0,77.0,XXX,XX,01,  Sekhpura Union,7373,3.3,31.2,55.9,9.7,21.1,11.3,30.2,37.4,00110
27.0,69.0,XX.0,XXX,XX,01,  Nawabganj Upazila,56003,2.0,21.5,71.8,4.7,32.8,19.0,27.6,20.6,00110
27.0,69.0,17.0,XXX,XX,01,  Binodnagar Union,7752,3.0,30.9,57.9,8.2,19.2,13.0,32.3,35.6,00110
27.0,69.0,43.0,XXX,XX,01,  Golapganj Union,6659,1.3,13.2,84.0,1.5,18.8,23.8,44.4,12.9,00110
27.0,77.0,XX.0,XXX,XX,01,  Parbatipur Upazila,78657,4.7,21.0,70.9,3.4,20.0,13.8,31.5,34.7,00110
27.0,77.0,86.0,XXX,XX,01,  Rampur Union,6438,6.3,24.9,65.1,3.7,34.4,15.4,19.9,30.3,00110
10.0,XX.0,XX.0,XXX,XX,01, Bogra Zila,707118,2.2,16.0,80.6,1.2,30.0,31.7,26.7,11.7,00110
10.0,6.0,XX.0,XXX,XX,01,  Adamdighi Upazila,39448,3.9,12.1,82.6,1.4,27.0,29.7,30.8,12.5,00110
10.0,6.0,13.0,XXX,XX,01,  Adam Dighi Union,5691,3.4,11.6,84.9,0.2,11.1,33.0,45.0,10.9,00110
10.0,20.0,XX.0,XXX,XX,01,  Bogra Sadar Upazila,50430,3.0,32.8,62.8,1.4,33.6,29.9,29.7,6.8,00110
10.0,27.0,XX.0,XXX,XX,01,  Dhunat Upazila,69240,0.7,5.9,92.9,0.6,24.8,41.0,25.5,8.7,00110
10.0,27.0,38.0,XXX,XX,01,  Dhunat Union,4911,0.5,10.3,88.8,0.3,28.6,52.3,14.1,5.0,00110
10.0,33.0,XX.0,XXX,XX,01,  Dhupchanchia Upazila,39931,3.1,14.1,81.9,0.9,40.7,20.0,26.8,12.5,00110
10.0,40.0,XX.0,XXX,XX,01,  Gabtali Upazila,77845,2.0,17.2,80.3,0.4,34.4,29.5,26.0,10.1,00110
10.0,54.0,XX.0,XXX,XX,01,  Kahaloo Upazila,54572,2.5,16.6,80.2,0.7,32.3,34.6,24.1,8.9,00110
10.0,67.0,XX.0,XXX,XX,01,  Nandigram Upazila,41288,2.3,6.9,88.7,2.1,28.2,37.1,24.5,10.3,00110
10.0,81.0,XX.0,XXX,XX,01,  Sariakandi Upazila,70462,0.8,5.1,93.3,0.8,29.0,37.0,23.0,11.0,00110
10.0,85.0,XX.0,XXX,XX,01,  Shajahanpur Upazila,59119,3.6,21.8,73.2,1.4,35.3,34.8,23.9,6.0,00110
10.0,88.0,XX.0,XXX,XX,01,  Sherpur Upazila,69208,1.5,16.2,79.3,3.0,32.3,36.8,23.2,7.7,00110
10.0,88.0,28.0,XXX,XX,01,  Garidaha Union,9616,2.3,25.4,67.8,4.5,37.6,35.1,23.1,4.2,00110
10.0,88.0,57.0,XXX,XX,01,  Kusumbi Union,8072,2.3,18.1,72.0,7.5,28.1,34.6,28.4,8.9,00110
10.0,88.0,77.0,XXX,XX,01,  Shah-Bandegi Union,6163,2.2,31.5,63.5,2.8,29.5,49.0,17.8,3.7,00110
10.0,94.0,XX.0,XXX,XX,01,  Shibganj Upazila,93555,2.7,24.5,71.9,1.0,23.9,21.8,30.1,24.3,00110
10.0,95.0,XX.0,XXX,XX,01,  Sonatola Upazila,42020,1.9,15.3,82.1,0.7,21.4,26.8,35.7,16.1,00110
88.0,XX.0,XX.0,XXX,XX,01, Sirajganj Zila,614825,1.1,7.5,90.3,1.1,15.8,43.1,36.3,4.8,00110
88.0,11.0,XX.0,XXX,XX,01,  Belkuchi Upazila,58083,1.4,10.0,87.1,1.6,11.5,40.6,42.5,5.3,00110
88.0,27.0,XX.0,XXX,XX,01,  Chauhali Upazila,34313,0.4,1.7,97.0,0.9,2.8,33.3,60.4,3.5,00110
88.0,27.0,27.0,XXX,XX,01,  Khas Kaulia Union,802,0.1,2.6,94.4,2.9,1.1,60.6,36.5,1.7,00110
88.0,27.0,47.0,XXX,XX,01,  Sadia Chandpur Union,5214,1.3,6.6,89.9,2.2,11.2,54.0,29.1,5.8,00110
88.0,44.0,XX.0,XXX,XX,01,  Kamarkhanda Upazila,29562,0.8,10.7,87.5,1.0,23.3,50.1,22.8,3.8,00110
88.0,44.0,38.0,XXX,XX,01,  Jamtail Union,6717,0.8,10.3,87.9,1.0,28.8,48.8,20.0,2.4,00110
88.0,50.0,XX.0,XXX,XX,01,  Kazipur Upazila,65231,0.5,3.9,95.0,0.6,35.5,43.6,16.3,4.6,00110
88.0,50.0,25.0,XXX,XX,01,  Gandail Union,6945,1.3,15.4,83.2,0.1,47.6,41.5,8.0,3.0,00110
88.0,50.0,77.0,XXX,XX,01,  Sonamukhi Union,8119,0.6,4.4,94.2,0.7,10.2,45.5,39.5,4.8,00110
88.0,61.0,XX.0,XXX,XX,01,  Royganj Upazila,72332,1.2,7.3,90.6,0.8,14.5,46.5,29.3,9.7,00110
88.0,61.0,38.0,XXX,XX,01,  Dhangara Union,7223,0.4,4.9,94.1,0.7,28.4,46.4,16.4,8.8,00110
88.0,67.0,XX.0,XXX,XX,01,  Shahjadpur Upazila,107366,1.4,6.6,89.7,2.3,8.4,34.4,54.2,3.0,00110
88.0,67.0,14.0,XXX,XX,01,  Gala Union,6186,0.2,0.7,91.1,8.0,5.9,16.6,75.5,1.9,00110
88.0,78.0,XX.0,XXX,XX,01,  Sirajganj Sadar Upazila,87916,0.9,7.1,91.2,0.8,15.6,39.3,40.0,5.0,00110
88.0,78.0,16.0,XXX,XX,01,  Baghbati Union,10248,0.7,7.5,91.6,0.2,22.5,46.3,25.9,5.4,00110
88.0,89.0,XX.0,XXX,XX,01,  Tarash Upazila,46779,1.4,6.6,90.3,1.7,17.8,48.8,26.5,7.0,00110
88.0,89.0,84.0,XXX,XX,01,  Tarash Union,4614,2.3,7.8,87.4,2.4,2.4,57.5,36.7,3.5,00110
88.0,94.0,XX.0,XXX,XX,01,  Ullah Para Upazila,113243,1.1,10.7,87.7,0.4,15.7,51.8,29.4,3.1,00110
81.0,XX.0,XX.0,XXX,XX,01, Rajshahi Zila,435295,5.5,23.6,66.3,4.7,16.2,29.5,43.2,11.2,00110
81.0,10.0,XX.0,XXX,XX,01,  Bagha Upazila,35602,2.8,35.0,52.4,9.9,10.0,23.2,57.1,9.7,00110
81.0,12.0,XX.0,XXX,XX,01,  Baghmara Upazila,84386,3.0,28.9,67.0,1.1,21.1,35.7,36.1,7.2,00110
81.0,12.0,50.0,XXX,XX,01,  Ganipur Union,8938,10.0,16.6,72.8,0.6,5.6,42.5,46.9,4.9,00110
81.0,25.0,XX.0,XXX,XX,01,  Charghat Upazila,42658,4.5,32.8,57.9,4.7,16.6,25.5,46.7,11.2,00110
81.0,31.0,XX.0,XXX,XX,01,  Durgapur Upazila,41039,2.5,20.4,73.5,3.6,9.7,46.2,39.3,4.8,00110
81.0,31.0,11.0,XXX,XX,01,  Deluabari Union,5998,3.2,16.0,77.2,3.6,10.1,42.9,44.3,2.7,00110
81.0,34.0,XX.0,XXX,XX,01,  Godagari Upazila,59027,7.2,14.4,74.6,3.8,8.1,14.3,54.2,23.4,00110
81.0,34.0,57.0,XXX,XX,01,  Matikata Union,8735,8.8,25.7,62.5,2.9,7.9,15.0,64.0,13.1,00110
81.0,53.0,XX.0,XXX,XX,01,  Mohanpur Upazila,36128,4.3,17.0,76.4,2.3,19.6,38.4,39.0,3.0,00110
81.0,53.0,13.0,XXX,XX,01,  Bakshimail Union,4299,2.0,17.6,78.0,2.3,12.6,41.8,41.1,4.6,00110
81.0,53.0,81.0,XXX,XX,01,  Royghati Union,3012,1.0,16.1,81.9,1.0,17.9,30.8,46.2,5.1,00110
81.0,72.0,XX.0,XXX,XX,01,  Paba Upazila,55528,15.7,26.8,48.2,9.2,18.7,21.7,49.5,10.1,00110
81.0,82.0,XX.0,XXX,XX,01,  Puthia Upazila,46390,4.5,27.9,59.2,8.4,24.3,38.5,29.2,8.0,00110
81.0,82.0,13.0,XXX,XX,01,  Baneshwar Union,8249,7.1,28.2,54.9,9.8,23.0,36.1,37.1,3.8,00110
81.0,82.0,81.0,XXX,XX,01,  Silmaria Union,9147,3.9,27.2,67.5,1.4,51.3,39.0,7.7,2.0,00110
81.0,94.0,XX.0,XXX,XX,01,  Tanore Upazila,34537,2.0,3.0,94.2,0.7,12.8,22.8,40.3,24.1,00110
64.0,XX.0,XX.0,XXX,XX,01, Naogaon Zila,588878,2.8,20.3,73.4,3.5,15.7,18.1,33.3,33.0,00110
64.0,3.0,XX.0,XXX,XX,01,  Atrai Upazila,42510,3.7,31.8,62.3,2.2,22.7,40.4,27.6,9.4,00110
64.0,3.0,10.0,XXX,XX,01,  Ahsanganj Union,5118,3.6,22.3,73.3,0.8,20.4,54.4,18.3,6.8,00110
64.0,3.0,21.0,XXX,XX,01,  Bhopara Union,4116,11.3,19.7,68.2,0.9,26.2,33.5,30.6,9.7,00110
64.0,3.0,73.0,XXX,XX,01,  Panchupur Union,4923,2.8,33.5,63.0,0.7,24.2,32.3,38.7,4.8,00110
64.0,6.0,XX.0,XXX,XX,01,  Badalgachhi Upazila,52274,3.3,35.5,50.2,10.9,15.0,16.2,26.8,42.0,00110
64.0,6.0,21.0,XXX,XX,01,  Badalgachhi Union,6105,5.6,20.1,68.4,5.9,12.2,21.6,19.2,47.1,00110
64.0,28.0,XX.0,XXX,XX,01,  Dhamoirhat Upazila,44480,2.0,13.2,82.4,2.4,17.0,12.4,30.7,40.0,00110
64.0,28.0,63.0,XXX,XX,01,  Jahanpur Union,6134,3.1,23.1,70.9,2.9,11.0,11.5,34.6,42.8,00110
64.0,47.0,XX.0,XXX,XX,01,  Manda Upazila,93924,3.2,30.4,61.1,5.3,13.3,18.5,46.7,21.5,00110
64.0,47.0,54.0,XXX,XX,01,  Kusumba Union,8256,2.9,34.3,61.6,1.2,9.7,20.2,55.1,15.0,00110
64.0,47.0,67.0,XXX,XX,01,  Manda Union,6822,3.8,30.0,63.3,2.9,16.0,12.6,44.7,26.7,00110
64.0,47.0,88.0,XXX,XX,01,  Prasadpur Union,6046,4.5,40.6,46.4,8.4,16.3,17.0,37.4,29.3,00110
64.0,50.0,XX.0,XXX,XX,01,  Mahadebpur Upazila,72068,2.7,13.6,81.9,1.8,15.1,15.6,30.2,39.2,00110
64.0,50.0,57.0,XXX,XX,01,  Khajur Union,7892,1.5,15.9,80.9,1.6,20.9,12.5,22.5,44.1,00110
64.0,50.0,66.0,XXX,XX,01,  Mahadebpur Union,6746,1.9,15.7,78.8,3.5,27.9,6.1,26.4,39.6,00110
64.0,60.0,XX.0,XXX,XX,01,  Naogaon Sadar Upazila,64863,4.7,39.3,51.5,4.5,19.0,19.9,35.8,25.3,00110
64.0,69.0,XX.0,XXX,XX,01,  Niamatpur Upazila,60197,1.7,2.5,94.7,1.2,17.2,16.2,24.7,41.9,00110
64.0,69.0,52.0,XXX,XX,01,  Niamatpur Union,5691,2.1,3.8,92.4,1.7,9.7,22.1,25.4,42.9,00110
64.0,75.0,XX.0,XXX,XX,01,  Patnitala Upazila,53274,2.1,6.4,90.0,1.6,11.1,12.9,32.9,43.2,00110
64.0,79.0,XX.0,XXX,XX,01,  Porsha Upazila,28192,2.2,3.8,91.6,2.4,11.2,12.3,25.6,50.9,00110
64.0,79.0,55.0,XXX,XX,01,  Nithpur Union,4546,1.5,5.3,91.5,1.8,4.8,5.8,48.1,41.3,00110
64.0,85.0,XX.0,XXX,XX,01,  Raninagar Upazila,43855,3.1,23.6,71.4,1.9,23.4,24.2,35.4,17.1,00110
64.0,85.0,84.0,XXX,XX,01,  Raninagar Union,4215,2.2,30.4,66.5,0.9,23.2,28.7,36.8,11.3,00110
64.0,86.0,XX.0,XXX,XX,01,  Sapahar Upazila,33241,1.5,4.3,92.4,1.8,5.8,9.4,37.9,46.9,00110
64.0,86.0,71.0,XXX,XX,01,  Sapahar Union,4095,1.7,3.2,93.9,1.1,3.3,12.3,30.1,54.3,00110
64.0,86.0,79.0,XXX,XX,01,  Shiranti Union,5901,1.5,2.7,94.6,1.2,3.9,8.6,57.0,30.5,00110
76.0,XX.0,XX.0,XXX,XX,01, Pabna Zila,500675,4.1,12.3,82.0,1.7,24.6,43.5,28.2,3.6,00110
76.0,5.0,XX.0,XXX,XX,01,  Atgharia Upazila,35025,3.6,13.5,81.4,1.5,26.7,52.9,17.7,2.7,00110
76.0,16.0,XX.0,XXX,XX,01,  Bera Upazila,46363,1.8,11.7,83.3,3.2,13.8,34.1,46.7,5.4,00110
76.0,19.0,XX.0,XXX,XX,01,  Bhangura Upazila,24110,1.5,11.2,85.6,1.7,33.4,46.5,18.0,2.1,00110
76.0,22.0,XX.0,XXX,XX,01,  Chatmohar Upazila,66831,2.9,10.5,85.3,1.3,31.7,47.9,17.8,2.6,00110
76.0,33.0,XX.0,XXX,XX,01,  Faridpur Upazila,27627,2.2,12.9,83.6,1.2,25.9,46.1,25.5,2.4,00110
76.0,39.0,XX.0,XXX,XX,01,  Ishwardi Upazila,57854,11.5,24.7,62.5,1.2,24.8,38.7,31.9,4.7,00110
76.0,55.0,XX.0,XXX,XX,01,  Pabna Sadar Upazila,105409,5.1,12.4,81.5,1.1,23.9,42.1,30.6,3.4,00110
76.0,72.0,XX.0,XXX,XX,01,  Santhia Upazila,79649,2.7,7.0,89.6,0.7,23.8,48.3,24.4,3.5,00110
76.0,83.0,XX.0,XXX,XX,01,  Sujanagar Upazila,57807,2.0,8.9,85.0,4.0,22.2,38.7,34.6,4.4,00110
70.0,XX.0,XX.0,XXX,XX,01, Chapai Nawabganj Zila,287571,9.2,34.5,48.4,7.8,13.7,14.5,57.4,14.5,00110
70.0,18.0,XX.0,XXX,XX,01,  Bholahat Upazila,21185,11.3,21.7,58.9,8.0,8.4,29.5,58.0,4.1,00110
70.0,18.0,18.0,XXX,XX,01,  Bholahat Union,3411,8.6,14.7,74.0,2.8,9.8,31.5,56.5,2.2,00110
70.0,37.0,XX.0,XXX,XX,01,  Gomastapur Upazila,49900,5.0,14.9,75.8,4.3,8.4,9.3,60.2,22.0,00110
70.0,37.0,42.0,XXX,XX,01,  Chowdala Union,5641,8.4,26.2,62.1,3.3,9.0,10.2,67.2,13.5,00110
70.0,37.0,52.0,XXX,XX,01,  Gomastapur Union,6648,9.1,28.3,54.5,8.1,8.8,12.3,54.6,24.2,00110
70.0,56.0,XX.0,XXX,XX,01,  Nachole Upazila,29129,2.9,11.5,81.1,4.4,6.5,23.5,52.3,17.6,00110
70.0,66.0,XX.0,XXX,XX,01,  Chapai Nawabganj Sadar Upazila,73128,9.6,47.5,35.1,7.8,22.1,14.2,47.2,16.5,00110
70.0,88.0,XX.0,XXX,XX,01,  Shibganj Upazila,114229,12.0,43.0,34.8,10.2,13.3,11.8,63.9,11.0,00110
70.0,88.0,41.0,XXX,XX,01,  Kansat Union,7471,17.5,54.9,4.6,23.0,24.6,13.0,54.8,7.6,00110
69.0,XX.0,XX.0,XXX,XX,01, Natore Zila,367813,3.1,25.3,68.5,3.1,24.7,42.9,26.2,6.3,00110
69.0,9.0,XX.0,XXX,XX,01,  Bagatipara Upazila,30768,3.3,32.8,62.2,1.7,22.0,44.3,23.8,9.8,00110
69.0,15.0,XX.0,XXX,XX,01,  Baraigram Upazila,60006,3.4,21.5,73.9,1.2,25.5,46.4,22.7,5.5,00110
69.0,41.0,XX.0,XXX,XX,01,  Gurudaspur Upazila,46637,2.3,20.2,76.1,1.3,14.2,49.7,31.4,4.7,00110
69.0,44.0,XX.0,XXX,XX,01,  Lalpur Upazila,61073,3.6,39.8,54.7,1.9,29.2,31.4,32.7,6.7,00110
69.0,63.0,XX.0,XXX,XX,01,  Natore Sadar Upazila,88586,3.1,28.6,59.6,8.7,37.5,39.3,17.7,5.5,00110
69.0,91.0,XX.0,XXX,XX,01,  Singra Upazila,80743,2.9,13.4,82.7,1.0,13.6,48.4,31.0,7.0,00110
38.0,XX.0,XX.0,XXX,XX,01, Joypurhat Zila,206157,3.3,22.6,70.0,4.1,28.1,20.7,29.6,21.6,00110
38.0,13.0,XX.0,XXX,XX,01,  Akkelpur Upazila,30330,5.0,19.9,72.7,2.4,15.6,27.7,39.1,17.5,00110
38.0,47.0,XX.0,XXX,XX,01,  Joypurhat Sadar Upazila,59475,3.7,35.0,56.7,4.6,34.3,16.7,26.3,22.7,00110
38.0,58.0,XX.0,XXX,XX,01,  Kalai Upazila,34322,3.2,8.4,87.7,0.7,23.5,26.5,25.8,24.2,00110
38.0,61.0,XX.0,XXX,XX,01,  Khetlal Upazila,26620,2.8,14.1,82.1,1.0,12.5,18.7,36.8,32.0,00110
38.0,61.0,47.0,XXX,XX,01,  Khetlal Union,2768,1.6,13.2,84.6,0.7,21.3,14.0,37.9,26.8,00110
38.0,74.0,XX.0,XXX,XX,01,  Panchbibi Upazila,55410,2.3,23.6,66.1,8.0,38.6,18.4,27.0,16.1,00110
13.0,XX.0,XX.0,XXX,XX,01, Chandpur Zila,413241,5.1,7.1,87.3,0.6,10.9,56.8,29.5,2.8,00110
13.0,22.0,XX.0,XXX,XX,01,  Chandpur Sadar Upazila,62077,3.9,9.3,86.0,0.8,21.9,52.0,22.2,3.9,00110
13.0,45.0,XX.0,XXX,XX,01,  Faridganj Upazila,78004,9.5,10.6,79.5,0.5,15.1,65.8,17.4,1.8,00110
13.0,47.0,XX.0,XXX,XX,01,  Haim Char Upazila,22499,2.0,5.3,91.9,0.8,2.5,52.5,40.8,4.2,00110
13.0,47.0,23.0,XXX,XX,01,  Dakshin Algi Durgapur Union,5501,3.7,7.3,88.7,0.3,4.4,61.5,33.1,1.0,00110
13.0,49.0,XX.0,XXX,XX,01,  Hajiganj Upazila,51896,3.7,7.8,87.9,0.6,2.4,48.7,46.0,2.9,00110
13.0,49.0,35.0,XXX,XX,01,  Hajiganj Union,6142,3.3,10.4,86.0,0.3,0.7,8.4,88.4,2.5,00110
13.0,58.0,XX.0,XXX,XX,01,  Kachua Upazila,71422,4.1,4.5,90.9,0.5,2.8,52.7,41.6,2.9,00110
13.0,76.0,XX.0,XXX,XX,01,  Matlab Upazila,31831,3.1,5.1,90.9,0.9,18.0,38.7,38.3,5.0,00110
13.0,79.0,XX.0,XXX,XX,01,  Matlab Uttar Upazila,55236,3.4,4.4,91.9,0.3,11.0,77.8,10.3,0.9,00110
13.0,95.0,XX.0,XXX,XX,01,  Shahrasti Upazila,40276,7.8,6.5,85.1,0.6,10.0,52.5,34.8,2.8,00110
3.0,XX.0,XX.0,XXX,XX,01, Bandarban Zila,58616,1.3,2.9,89.7,6.1,3.7,14.7,36.2,45.3,00110
3.0,4.0,XX.0,XXX,XX,01,  Alikadam Upazila,6514,0.8,1.9,94.4,2.9,2.9,13.9,41.3,41.9,00110
3.0,4.0,31.0,XXX,XX,01,  Alikadam Union,2499,0.5,0.7,98.7,0.0,1.8,1.7,29.7,66.7,00110
3.0,14.0,XX.0,XXX,XX,01,  Bandarban Sadar Upazila,10073,2.0,4.6,89.3,4.1,5.9,24.4,31.6,38.2,00110
3.0,51.0,XX.0,XXX,XX,01,  Lama Upazila,18193,1.2,3.9,84.5,10.4,4.1,14.8,40.7,40.4,00110
3.0,73.0,XX.0,XXX,XX,01,  Naikhongchhari Upazila,8581,0.8,1.8,87.1,10.3,3.0,17.7,36.2,43.1,00110
3.0,73.0,76.0,XXX,XX,01,  Naikhongchhari Union,985,0.1,2.3,90.6,7.0,0.2,5.1,14.3,80.4,00110
3.0,89.0,XX.0,XXX,XX,01,  Rowangchhari Upazila,5010,0.8,2.1,97.0,0.1,4.0,12.0,38.9,45.0,00110
3.0,89.0,57.0,XXX,XX,01,  Rowangchhari Union,781,0.3,0.3,99.4,0.1,6.9,23.3,50.3,19.5,00110
3.0,91.0,XX.0,XXX,XX,01,  Ruma Upazila,5823,2.2,2.1,93.0,2.7,1.2,6.1,36.6,56.2,00110
3.0,91.0,76.0,XXX,XX,01,  Ruma Union,2597,4.3,4.2,85.9,5.6,2.1,10.4,43.0,44.4,00110
3.0,95.0,XX.0,XXX,XX,01,  Thanchi Upazila,4422,1.1,0.9,97.9,0.1,2.6,2.3,17.6,77.5,00110
3.0,95.0,57.0,XXX,XX,01,  Thanchi Union,1175,2.4,1.1,96.5,0.0,7.6,4.7,22.1,65.6,00110
19.0,XX.0,XX.0,XXX,XX,01, Comilla Zila,884576,6.9,14.0,78.0,1.2,19.1,56.6,21.0,3.3,00110
19.0,9.0,XX.0,XXX,XX,01,  Barura Upazila,72692,6.4,10.5,82.0,1.1,17.4,69.1,11.0,2.5,00110
19.0,15.0,XX.0,XXX,XX,01,  Brahmanpara Upazila,36842,4.6,19.8,75.1,0.5,17.7,63.8,17.1,1.4,00110
19.0,15.0,18.0,XXX,XX,01,  Brahman Para Union,3655,3.6,9.9,86.2,0.3,10.4,80.2,8.6,0.8,00110
19.0,18.0,XX.0,XXX,XX,01,  Burichang Upazila,55738,6.6,23.0,68.6,1.8,30.1,44.0,23.2,2.7,00110
19.0,18.0,31.0,XXX,XX,01,  Burichang Union,4772,3.3,13.6,82.5,0.6,17.4,39.9,41.1,1.6,00110
19.0,27.0,XX.0,XXX,XX,01,  Chandina Upazila,60000,3.9,8.8,85.9,1.4,17.9,59.8,18.7,3.6,00110
19.0,27.0,20.0,XXX,XX,01,  Mahichal Union,4138,4.9,5.4,87.5,2.3,22.5,51.5,17.0,9.0,00110
