ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
19,33,XX,XXX,XX,XX,Comilla Sadar Dakshin Upazila Total,51885,85090,427391,427060,01111
19,36,XX,XXX,XX,XX,Daudkandi Upazila Total,77838,69014,349910,349894,01111
19,40,XX,XXX,XX,XX,Debidwar Upazila Total,58972,82695,431352,431199,01111
19,54,XX,XXX,XX,XX,Homna Upazila Total,35284,40370,206386,206348,01111
19,67,XX,XXX,XX,XX,Comilla Adarsha Sadar Upazila Total,35269,105783,532419,531235,01111
19,72,XX,XXX,XX,XX,Laksam Upazila Total,38745,57119,294719,294704,01111
19,74,XX,XXX,XX,XX,Manoharganj Upazila Total,39372,44847,244943,244908,01111
19,75,XX,XXX,XX,XX,Meghna Upazila Total,24606,21617,112453,112453,01111
19,81,XX,XXX,XX,XX,Muradnagar Upazila Total,84197,101809,523556,523400,01111
19,87,XX,XXX,XX,XX,Nangalkot Upazila Total,55835,72891,373987,373815,01111
19,94,XX,XXX,XX,XX,Titas Upazila Total,27010,36068,184617,184596,01111
12,02,XX,XXX,XX,XX,Akhaura Upazila Total,24228,27831,145215,145117,01111
12,04,XX,XXX,XX,XX,Banchharampur Upazila Total,46285,59699,298430,298376,01111
12,07,XX,XXX,XX,XX,Bijoynagar Upazila Total,54653,48617,257247,257244,01111
12,13,XX,XXX,XX,XX,Brahmanbaria Sadar Upazila Total,58649,95802,521994,521720,01111
12,33,XX,XXX,XX,XX,Ashuganj Upazila Total,16702,33552,180654,179970,01111
12,63,XX,XXX,XX,XX,Kasba Upazila Total,51837,60919,319221,319191,01111
12,85,XX,XXX,XX,XX,Nabinagar Upazila Total,86568,94871,493518,493338,01111
12,90,XX,XXX,XX,XX,Nasirnagar Upazila Total,72738,59024,309011,308999,01111
12,94,XX,XXX,XX,XX,Sarail Upazila Total,53196,58622,315208,315202,01111
51,33,XX,XXX,XX,XX,Kamalnagar Upazila Total,77805,46092,222915,222882,01111
51,43,XX,XXX,XX,XX,Lakshmipur Sadar Upazila Total,118699,144228,684425,683728,01111
51,58,XX,XXX,XX,XX,Roypur Upazila Total,48428,60090,275160,275131,01111
51,65,XX,XXX,XX,XX,Ramganj Upazila Total,41838,59285,285686,285501,01111
51,73,XX,XXX,XX,XX,Ramgati Upazila Total,69160,55644,261002,260737,01111
46,43,XX,XXX,XX,XX,Dighinala Upazila Total,171520,22464,103392,103344,01111
46,49,XX,XXX,XX,XX,Khagrachhari Sadar Upazila Total,73617,24316,111833,111586,01111
46,61,XX,XXX,XX,XX,Lakshmichhari Upazila Total,54400,6084,25994,25994,01111
46,65,XX,XXX,XX,XX,Mahalchhari Upazila Total,62080,11282,50757,50755,01111
46,67,XX,XXX,XX,XX,Manikchhari Upazila Total,41600,13335,61589,61556,01111
46,70,XX,XXX,XX,XX,Matiranga Upazila Total,122416,27251,126477,126275,01111
46,77,XX,XXX,XX,XX,Panchhari Upazila Total,82560,14154,62198,62194,01111
46,80,XX,XXX,XX,XX,Ramgarh Upazila Total,71140,14906,71677,71616,01111
22,16,XX,XXX,XX,XX,Chakoria Upazila Total,124500,88391,474465,474320,01111
22,24,XX,XXX,XX,XX,Cox's Bazar Sadar Upazila Total,56397,82683,459082,444633,01111
22,45,XX,XXX,XX,XX,Kutubdia Upazila Total,53324,22587,125279,125277,01111
22,49,XX,XXX,XX,XX,Maheshkhali Upazila Total,89498,58177,321218,321214,01111
22,56,XX,XXX,XX,XX,Pekua Upazila Total,34500,31944,171538,171453,01111
22,66,XX,XXX,XX,XX,Ramu Upazila Total,96794,47904,266640,266621,01111
22,90,XX,XXX,XX,XX,Teknaf Upazila Total,96042,46328,264389,264239,01111
22,94,XX,XXX,XX,XX,Ukhia Upazila Total,64694,37940,207379,207327,01111
15,04,XX,XXX,XX,XX,Anowara Upazila Total,40551,49966,259022,259015,01111
15,08,XX,XXX,XX,XX,Banshkhali Upazila Total,93135,84216,431162,431060,01111
15,12,XX,XXX,XX,XX,Boalkhali Upazila Total,31249,44108,223125,223074,01111
15,18,XX,XXX,XX,XX,Chandanaish  Upazila Total,49913,44438,233017,232844,01111
15,33,XX,XXX,XX,XX,Fatikchhari Upazila Total,191146,100009,526003,525555,01111
15,37,XX,XXX,XX,XX,Hathazari Upazila Total,60867,81292,431748,431121,01111
15,47,XX,XXX,XX,XX,Lohagara Upazila Total,63970,52873,279913,279853,01111
15,53,XX,XXX,XX,XX,Mirsharai Upazila Total,119324,79545,398716,398552,01111
15,61,XX,XXX,XX,XX,Patiya Upazila Total,52350,101599,528120,528107,01111
15,70,XX,XXX,XX,XX,Rangunia Upazila Total,89338,67792,339004,338933,01111
15,74,XX,XXX,XX,XX,Raozan Upazila Total,60936,63375,322840,322823,01111
15,78,XX,XXX,XX,XX,Sandwip Upazila Total,188398,56617,278605,278524,01111
15,82,XX,XXX,XX,XX,Satkania Upazila Total,69431,70808,384806,384528,01111
15,86,XX,XXX,XX,XX,Sitakunda Upazila Total,119591,77279,387832,387745,01111
84,07,XX,XXX,XX,XX,Baghaichhari Upazila Total,477222,20171,96899,96862,01111
84,21,XX,XXX,XX,XX,Barkal Upazila Total,188020,9396,47523,47499,01111
84,25,XX,XXX,XX,XX,Kawkhali Upazila Total,83840,12865,59578,59569,01111
84,29,XX,XXX,XX,XX,Belai Chhari Upazila Total,184320,6063,28525,28311,01111
84,36,XX,XXX,XX,XX,Kaptai  Upazila Total,64000,13515,59693,59621,01111
84,47,XX,XXX,XX,XX,Jurai Chhari Upazila Total,149760,6136,27786,27786,01111
84,58,XX,XXX,XX,XX,Langadu  Upazila Total,96000,17983,81548,81471,01111
84,75,XX,XXX,XX,XX,Naniarchar  Upazila Total,97280,9481,43616,43613,01111
84,78,XX,XXX,XX,XX,Rajasthali  Upazila Total,35840,6014,26083,26016,01111
84,87,XX,XXX,XX,XX,Rangamati Sadar Upazila Total,135040,26872,124728,123879,01111
30,14,XX,XXX,XX,XX,Chhagalnaiya Upazila Total,34495,36744,187156,186975,01111
30,25,XX,XXX,XX,XX,Daganbhuiyan Upazila Total,35017,49038,254402,254343,01111
30,29,XX,XXX,XX,XX,Feni Sadar Upazila Total,55894,97869,512646,512209,01111
30,41,XX,XXX,XX,XX,Fulgazi Upazila Total,25254,23494,119558,119390,01111
30,51,XX,XXX,XX,XX,Parshuram Upazila Total,23663,20353,101062,101031,01111
30,94,XX,XXX,XX,XX,Sonagazi Upazila Total,70400,50167,262547,262533,01111
75,07,XX,XXX,XX,XX,Begumganj Upazila Total,58904,101689,549308,549056,01111
75,10,XX,XXX,XX,XX,Chatkhil Upazila Total,33085,46044,233253,233134,01111
75,21,XX,XXX,XX,XX,Companiganj Upazila Total,94135,49015,250579,250565,01111
75,36,XX,XXX,XX,XX,Hatiya Upazila Total,372476,91013,452463,452430,01111
75,47,XX,XXX,XX,XX,Kabirhat Upazila Total,45777,36054,196944,196858,01111
75,80,XX,XXX,XX,XX,Senbagh Upazila Total,39380,53943,282894,282736,01111
75,83,XX,XXX,XX,XX,Sonaimuri Upazila Total,41796,60542,327194,327133,01111
75,85,XX,XXX,XX,XX,Subarnachar Upazila Total,142202,55399,289514,289326,01111
75,87,XX,XXX,XX,XX,Noakhali Sadar Upazila Total,83044,100219,525934,525502,01111
29,03,XX,XXX,XX,XX,Alfadanga Upazila Total,31598,24293,108302,108296,01111
29,10,XX,XXX,XX,XX,Bhanga Upazila Total,53204,57164,259032,258845,01111
29,18,XX,XXX,XX,XX,Boalmari Upazila Total,67146,56262,256658,256287,01111
29,21,XX,XXX,XX,XX,Char Bhadrasan Upazila Total,38217,14277,63477,63436,01111
29,47,XX,XXX,XX,XX,Faridpur Sadar Upazila Total,102020,103535,469410,468982,01111
29,56,XX,XXX,XX,XX,Madhukhali Upazila Total,57015,45939,204492,204423,01111
29,62,XX,XXX,XX,XX,Nagarkanda Upazila Total,47495,42904,197898,197878,01111
29,84,XX,XXX,XX,XX,Sadarpur Upazila Total,64568,40219,186254,185571,01111
29,90,XX,XXX,XX,XX,Saltha Upazila Total,46011,35581,167446,167433,01111
72,04,XX,XXX,XX,XX,Atpara Upazila Total,47570,31437,144624,144596,01111
72,09,XX,XXX,XX,XX,Barhatta Upazila Total,54364,37854,180449,180443,01111
72,18,XX,XXX,XX,XX,Durgapur Upazila Total,69012,50596,224873,224798,01111
72,38,XX,XXX,XX,XX,Khaliajuri Upazila Total,73547,18903,97450,97029,01111
72,40,XX,XXX,XX,XX,Kalmakanda Upazila Total,92967,58069,271912,271800,01111
72,47,XX,XXX,XX,XX,Kendua Upazila Total,75020,66133,304729,304704,01111
72,56,XX,XXX,XX,XX,Madan Upazila Total,57650,31751,154479,154453,01111
72,63,XX,XXX,XX,XX,Mohanganj Upazila Total,59796,34885,167507,167289,01111
72,74,XX,XXX,XX,XX,Netrokona Sadar Upazila Total,84439,81435,372785,372658,01111
72,83,XX,XXX,XX,XX,Purbadhala Upazila Total,76118,68083,310834,310828,01111
39,07,XX,XXX,XX,XX,Bakshiganj Upazila Total,58885,52222,218930,218862,01111
39,15,XX,XXX,XX,XX,Dewanganj Upazila Total,66104,60716,258133,258114,01111
39,29,XX,XXX,XX,XX,Islampur Upazila Total,87307,74963,298429,298409,01111
39,36,XX,XXX,XX,XX,Jamalpur Sadar Upazila Total,125729,152174,615072,614600,01111
39,58,XX,XXX,XX,XX,Madarganj Upazila Total,55695,63704,263608,263607,01111
39,61,XX,XXX,XX,XX,Melandaha Upazila Total,63834,79390,313182,313180,01111
39,85,XX,XXX,XX,XX,Sarishabari Upazila Total,65113,80198,325320,324876,01111
59,24,XX,XXX,XX,XX,Gazaria Upazila Total,32371,34994,157988,157809,01111
59,44,XX,XXX,XX,XX,Lohajang Upazila Total,32396,36554,159242,158062,01111
59,56,XX,XXX,XX,XX,Munshiganj Sadar Upazila Total,53887,82060,383263,382928,01111
59,74,XX,XXX,XX,XX,Serajdikhan Upazila Total,44527,59873,288107,286027,01111
59,84,XX,XXX,XX,XX,Sreenagar Upazila Total,50163,57344,259887,259050,01111
59,94,XX,XXX,XX,XX,Tongibari Upazila Total,34822,42433,197173,196105,01111
35,32,XX,XXX,XX,XX,Gopalganj Sadar Upazila Total,96275,73126,344008,343905,01111
35,43,XX,XXX,XX,XX,Kashiani Upazila Total,70751,46335,207615,207499,01111
35,51,XX,XXX,XX,XX,Kotalipara Upazila Total,87947,48029,230493,230433,01111
35,58,XX,XXX,XX,XX,Muksudpur Upazila Total,76198,61807,289406,289376,01111
35,91,XX,XXX,XX,XX,Tungipara Upazila Total,31762,20575,100893,100859,01111
82,07,XX,XXX,XX,XX,Baliakandi Upazila Total,56586,46262,207086,207075,01111
82,29,XX,XXX,XX,XX,Goalanda Upazila Total,30104,24613,112732,112728,01111
82,47,XX,XXX,XX,XX,Kalukhali Upazila Total,41715,35032,155044,154948,01111
82,73,XX,XXX,XX,XX,Pangsha Upazila Total,61853,56336,243285,243263,01111
82,76,XX,XXX,XX,XX,Rajbari Sadar Upazila Total,79652,75910,331631,331458,01111
61,13,XX,XXX,XX,XX,Bhaluka Upazila Total,109729,106935,430320,430319,01111
61,16,XX,XXX,XX,XX,Dhobaura Upazila Total,62329,44007,196284,196272,01111
61,20,XX,XXX,XX,XX,Fulbaria Upazila Total,98523,101189,448467,448373,01111
61,22,XX,XXX,XX,XX,Gaffargaon Upazila Total,98422,99093,430746,430641,01111
61,23,XX,XXX,XX,XX,Gauripur Upazila Total,68386,72047,323057,322900,01111
61,24,XX,XXX,XX,XX,Haluaghat Upazila Total,88369,69725,290043,289935,01111
61,31,XX,XXX,XX,XX,Ishwarganj Upazila Total,69296,81070,376348,376293,01111
61,52,XX,XXX,XX,XX,Mymensingh Sadar Upazila Total,94080,167472,775733,774431,01111
61,65,XX,XXX,XX,XX,Muktagachha Upazila Total,77764,96657,415473,415429,01111
61,72,XX,XXX,XX,XX,Nandail Upazila Total,80650,87523,402727,402620,01111
61,81,XX,XXX,XX,XX,Phulpur Upazila Total,154739,135832,601766,601719,01111
61,94,XX,XXX,XX,XX,Trishal Upazila Total,83635,93886,419308,419203,01111
67,02,XX,XXX,XX,XX,Araihazar Upazila Total,44744,77462,376550,376491,01111
67,04,XX,XXX,XX,XX,Sonargaon Upazila Total,42422,89565,400358,399882,01111
67,06,XX,XXX,XX,XX,Bandar Upazila Total,13441,73173,312841,312685,01111
67,58,XX,XXX,XX,XX,Narayanganj Sadar Upazila Total,24894,313312,1323600,1323002,01111
67,68,XX,XXX,XX,XX,Rupganj Upazila Total,43611,122140,534868,534489,01111
33,30,XX,XXX,XX,XX,Gazipur Sadar Upazila Total,113094,449139,1820374,1815303,01111
33,32,XX,XXX,XX,XX,Kaliakair Upazila Total,77624,116749,483308,483151,01111
33,34,XX,XXX,XX,XX,Kaliganj Upazila Total,53037,57770,265276,265125,01111
33,36,XX,XXX,XX,XX,Kapasia Upazila Total,88213,79928,342162,342010,01111
33,86,XX,XXX,XX,XX,Sreepur Upazila Total,114395,122872,492792,492717,01111
56,10,XX,XXX,XX,XX,Daulatpur Upazila Total,53953,38786,167026,167025,01111
56,22,XX,XXX,XX,XX,Ghior Upazila Total,36799,34796,146292,146270,01111
56,28,XX,XXX,XX,XX,Harirampur Upazila Total,60370,33513,139318,139310,01111
56,46,XX,XXX,XX,XX,Manikganj Sadar Upazila Total,53168,71202,309413,309371,01111
56,70,XX,XXX,XX,XX,Saturia Upazila Total,34640,40644,171494,171433,01111
56,78,XX,XXX,XX,XX,Shibalaya Upazila Total,49220,40795,171873,171382,01111
56,82,XX,XXX,XX,XX,Singair Upazila Total,53760,65058,287451,287109,01111
26,14,XX,XXX,XX,XX,Dhamrai Upazila Total,75963,94776,412418,410654,01111
26,18,XX,XXX,XX,XX,Dohar Upazila Total,39906,49400,226439,226303,01111
26,38,XX,XXX,XX,XX,Keraniganj Upazila Total,41235,177970,794360,792429,01111
26,62,XX,XXX,XX,XX,Nawabganj Upazila Total,60492,70757,318811,318429,01111
26,72,XX,XXX,XX,XX,Savar Upazila Total,69219,359084,1385910,1385726,01111
86,14,XX,XXX,XX,XX,Bhedarganj Upazila Total,64717,53305,253234,253004,01111
86,25,XX,XXX,XX,XX,Damudya Upazila Total,22374,24193,109003,108995,01111
86,36,XX,XXX,XX,XX,Gosairhat Upazila Total,48611,33169,157665,157550,01111
86,65,XX,XXX,XX,XX,Naria Upazila Total,50306,49615,231644,231577,01111
86,69,XX,XXX,XX,XX,Shariatpur Sadar Upazila Total,43267,45883,210259,210192,01111
86,94,XX,XXX,XX,XX,Zanjira Upazila Total,60841,41715,194019,193689,01111
54,40,XX,XXX,XX,XX,Kalkini Upazila Total,69279,59311,273258,273079,01111
54,54,XX,XXX,XX,XX,Madaripur Sadar Upazila Total,69967,74451,345764,345661,01111
54,80,XX,XXX,XX,XX,Rajoir Upazila Total,56656,48764,228710,228619,01111
54,87,XX,XXX,XX,XX,Shib Char Upazila Total,82263,69623,318220,317990,01111
93,09,XX,XXX,XX,XX,Basail Upazila Total,38988,38565,159870,159823,01111
93,19,XX,XXX,XX,XX,Bhuapur Upazila Total,55601,46412,189913,189804,01111
93,23,XX,XXX,XX,XX,Delduar Upazila Total,45603,48227,207278,207257,01111
93,25,XX,XXX,XX,XX,Dhanbari Upazila Total,33052,45948,176068,176067,01111
93,28,XX,XXX,XX,XX,Ghatail Upazila Total,111519,104035,417939,417870,01111
93,38,XX,XXX,XX,XX,Gopalpur Upazila Total,47784,63976,252331,252278,01111
93,47,XX,XXX,XX,XX,Kalihati Upazila Total,73045,98702,410293,409945,01111
93,57,XX,XXX,XX,XX,Madhupur Upazila Total,90668,75903,296729,296725,01111
93,66,XX,XXX,XX,XX,Mirzapur Upazila Total,92390,93880,407781,407468,01111
93,76,XX,XXX,XX,XX,Nagarpur Upazila Total,64915,66523,288092,288089,01111
93,85,XX,XXX,XX,XX,Sakhipur Upazila Total,107540,71009,277685,277526,01111
93,95,XX,XXX,XX,XX,Tangail Sadar Upazila Total,82598,116922,521104,520727,01111
48,02,XX,XXX,XX,XX,Austagram Upazila Total,87855,31129,152523,152376,01111
48,06,XX,XXX,XX,XX,Bajitpur Upazila Total,47880,53345,248730,248380,01111
48,11,XX,XXX,XX,XX,Bhairab Upazila Total,34427,58940,298309,298065,01111
48,27,XX,XXX,XX,XX,Hossainpur Upazila Total,29973,41376,183884,183869,01111
48,33,XX,XXX,XX,XX,Itna Upazila Total,99320,34637,164127,164125,01111
48,42,XX,XXX,XX,XX,Karimganj Upazila Total,49545,62774,287807,287804,01111
48,45,XX,XXX,XX,XX,Katiadi Upazila Total,54170,69801,314529,314502,01111
48,49,XX,XXX,XX,XX,Kishoreganj Sadar Upazila Total,47871,89863,414208,413805,01111
48,54,XX,XXX,XX,XX,Kuliar Char Upazila Total,25703,39166,182236,182106,01111
48,59,XX,XXX,XX,XX,Mithamain Upazila Total,55084,23850,122026,122023,01111
48,76,XX,XXX,XX,XX,Nikli Upazila Total,52977,30450,133729,133523,01111
48,79,XX,XXX,XX,XX,Pakundia Upazila Total,44610,57399,250060,250013,01111
48,92,XX,XXX,XX,XX,Tarail Upazila Total,34950,34592,159739,159727,01111
89,37,XX,XXX,XX,XX,Jhenaigati Upazila Total,59817,41117,160452,160452,01111
89,67,XX,XXX,XX,XX,Nakla Upazila Total,42958,47349,189685,189672,01111
89,70,XX,XXX,XX,XX,Nalitabari Upazila Total,80954,64805,251361,251344,01111
89,88,XX,XXX,XX,XX,Sherpur Sadar Upazila Total,92144,122280,497179,496979,01111
89,90,XX,XXX,XX,XX,Sreebardi Upazila Total,61344,65892,259648,259626,01111
68,07,XX,XXX,XX,XX,Belabo Upazila Total,29135,42377,190086,190066,01111
68,52,XX,XXX,XX,XX,Manohardi Upazila Total,47908,63385,275112,275008,01111
68,60,XX,XXX,XX,XX,Narsingdi Sadar Upazila Total,52742,149820,707525,707347,01111
68,63,XX,XXX,XX,XX,Palash Upazila Total,23336,46780,212612,212609,01111
68,64,XX,XXX,XX,XX,Roypura Upazila Total,77287,110520,535796,535273,01111
68,76,XX,XXX,XX,XX,Shibpur Upazila Total,53799,65094,303813,303795,01111
33,30,XX,XXX,XX,XX,Gazipur Sadar Upazila Total,113094,449139,1820374,1815303,01111
33,32,XX,XXX,XX,XX,Kaliakair Upazila Total,77624,116749,483308,483151,01111
33,34,XX,XXX,XX,XX,Kaliganj Upazila Total,53037,57770,265276,265125,01111
33,36,XX,XXX,XX,XX,Kapasia Upazila Total,88213,79928,342162,342010,01111
33,86,XX,XXX,XX,XX,Sreepur Upazila Total,114395,122872,492792,492717,01111
90,18,XX,XXX,XX,XX,Bishwambarpur Upazila Total,61440,29336,156381,156376,01111
90,23,XX,XXX,XX,XX,Chhatak Upazila Total,108845,66724,397642,396011,01111
90,27,XX,XXX,XX,XX,Dakshin Sunamganj Upazila Total,74915,32033,183881,183871,01111
90,29,XX,XXX,XX,XX,Derai Upazila Total,104016,45040,243690,243222,01111
90,32,XX,XXX,XX,XX,Dharampasha Upazila Total,131215,43918,223202,223141,01111
90,33,XX,XXX,XX,XX,Dowarabazar Upazila Total,65076,42693,228460,228458,01111
90,47,XX,XXX,XX,XX,Jagannathpur Upazila Total,90963,42866,259490,259417,01111
90,50,XX,XXX,XX,XX,Jamalganj Upazila Total,76451,29935,167260,166886,01111
90,86,XX,XXX,XX,XX,Sulla Upazila Total,63268,20299,113743,113579,01111
90,89,XX,XXX,XX,XX,Sunamganj Sadar Upazila Total,71836,49557,279019,278540,01111
90,92,XX,XXX,XX,XX,Tahirpur Upazila Total,77922,37931,215200,213263,01111
36,02,XX,XXX,XX,XX,Ajmiriganj Upazila Total,55347,21293,114265,114231,01111
36,05,XX,XXX,XX,XX,Bahubal Upazila Total,61937,37334,197997,197980,01111
36,11,XX,XXX,XX,XX,Baniachong Upazila Total,119169,59433,332530,332447,01111
36,26,XX,XXX,XX,XX,Chunarughat Upazila Total,122442,61132,302110,302107,01111
36,44,XX,XXX,XX,XX,Habiganj Sadar Upazila Total,62709,62281,329093,329072,01111
36,68,XX,XXX,XX,XX,Lakhai Upazila Total,48568,27759,148811,148804,01111
36,71,XX,XXX,XX,XX,Madhabpur Upazila Total,72714,62300,319016,319006,01111
36,77,XX,XXX,XX,XX,Nabiganj Upazila Total,108630,61770,345179,344627,01111
91,08,XX,XXX,XX,XX,Balaganj Upazila Total,92852,54246,320227,320050,01111
91,17,XX,XXX,XX,XX,Beani Bazar Upazila Total,62579,42119,253616,253612,01111
91,20,XX,XXX,XX,XX,Bishwanath Upazila Total,52673,37993,232573,232529,01111
91,27,XX,XXX,XX,XX,Companiganj Upazila Total,73330,28756,174029,174012,01111
91,31,XX,XXX,XX,XX,Dakshin Surma Upazila Total,46373,43004,253388,253341,01111
91,35,XX,XXX,XX,XX,Fenchuganj Upazila Total,28193,18859,104741,104593,01111
91,38,XX,XXX,XX,XX,Golapganj Upazila Total,68777,50465,316149,316139,01111
91,41,XX,XXX,XX,XX,Gowainghat Upazila Total,118889,47992,287512,287404,01111
91,53,XX,XXX,XX,XX,Jaintiapur Upazila Total,65758,27719,161744,161726,01111
91,59,XX,XXX,XX,XX,Kanaighat Upazila Total,96814,46147,263969,263947,01111
91,62,XX,XXX,XX,XX,Sylhet Sadar Upazila Total,74578,158233,829103,828001,01111
91,94,XX,XXX,XX,XX,Zakiganj Upazila Total,65652,40548,237137,237112,01111
58,14,XX,XXX,XX,XX,Barlekha Upazila Total,110916,44192,257620,257510,01111
58,35,XX,XXX,XX,XX,Juri Upazila Total,46036,27509,148958,148895,01111
58,56,XX,XXX,XX,XX,Kamalganj Upazila Total,119912,51895,259130,259015,01111
58,65,XX,XXX,XX,XX,Kulaura Upazila Total,134853,66465,360195,360124,01111
58,74,XX,XXX,XX,XX,Maulvibazar Sadar Upazila Total,85085,62881,342468,342414,01111
58,80,XX,XXX,XX,XX,Rajnagar Upazila Total,83560,43070,232666,232657,01111
58,83,XX,XXX,XX,XX,Sreemangal Upazila Total,111380,65165,318025,317811,01111
