DistrictCode,DistrictName,DivisionCode,DivisionName,FuzzRatio,FuzzRatioDivision,Geo,InputDivision,MeanFuzzRation,UpazillaCode,UpazillaName
76.0,Pabna ,50.0,Rajshahi,89.0,100.0,Bera,Rajshahi,94.5,16.0,Bera 
76.0,Pabna ,50.0,Rajshahi,78.0,100.0,Bhangoora,Rajshahi,89.0,19.0,Bhangura 
47.0,Khulna ,40.0,Khulna,82.0,100.0,Digholia,Khulna,91.0,40.0,Dighalia 
47.0,Khulna ,40.0,Khulna,93.0,100.0,Dumuria,Khulna,96.5,30.0,Dumuria 
1.0,Bagerhat ,40.0,Khulna,62.0,100.0,Khulna,Khulna,81.0,38.0,Kachua 
47.0,Khulna ,40.0,Khulna,92.0,100.0,Dacope,Khulna,96.0,17.0,Dacope 
47.0,Khulna ,40.0,Khulna,95.0,100.0,Terokhada,Khulna,97.5,94.0,Terokhada 
47.0,Khulna ,40.0,Khulna,75.0,100.0,Fultala,Khulna,87.5,69.0,Phultala 
47.0,Khulna ,40.0,Khulna,95.0,100.0,Batiaghata,Khulna,97.5,12.0,Batiaghata 
47.0,Khulna ,40.0,Khulna,95.0,100.0,Paikgachha,Khulna,97.5,64.0,Paikgachha 
47.0,Khulna ,40.0,Khulna,83.0,100.0,Rupsha,Khulna,91.5,75.0,Rupsa 
47.0,Khulna ,40.0,Khulna,91.0,100.0,Koyra,Khulna,95.5,53.0,Koyra 
84.0,Rangamati ,20.0,Chittagong,88.0,100.0,Langadu,Chittagong,94.0,58.0,Langadu  
84.0,Rangamati ,20.0,Chittagong,94.0,100.0,Kawkhali,Chittagong,97.0,25.0,Kawkhali 
84.0,Rangamati ,20.0,Chittagong,72.0,100.0,Rangamati,Chittagong,86.0,87.0,Rangamati Sadar 
84.0,Rangamati ,20.0,Chittagong,96.0,100.0,Baghaichhari,Chittagong,98.0,7.0,Baghaichhari 
84.0,Rangamati ,20.0,Chittagong,92.0,100.0,Barkal,Chittagong,96.0,21.0,Barkal 
84.0,Rangamati ,20.0,Chittagong,91.0,100.0,Naniarchar,Chittagong,95.5,75.0,Naniarchar  
84.0,Rangamati ,20.0,Chittagong,78.0,100.0,Jurachhari,Chittagong,89.0,47.0,Jurai Chhari 
84.0,Rangamati ,20.0,Chittagong,86.0,100.0,Kaptai,Chittagong,93.0,36.0,Kaptai  
84.0,Rangamati ,20.0,Chittagong,91.0,100.0,Rajasthali,Chittagong,95.5,78.0,Rajasthali  
84.0,Rangamati ,20.0,Chittagong,83.0,100.0,Belaichhari,Chittagong,91.5,29.0,Belai Chhari 
30.0,Feni ,20.0,Chittagong,95.0,100.0,Parshuram,Chittagong,97.5,51.0,Parshuram 
30.0,Feni ,20.0,Chittagong,96.0,100.0,Chhagalnaiya,Chittagong,98.0,14.0,Chhagalnaiya 
30.0,Feni ,20.0,Chittagong,53.0,100.0,Feni,Chittagong,76.5,29.0,Feni Sadar 
30.0,Feni ,20.0,Chittagong,94.0,100.0,Sonagazi,Chittagong,97.0,94.0,Sonagazi 
30.0,Feni ,20.0,Chittagong,88.0,100.0,Dagonbhuiyan,Chittagong,94.0,25.0,Daganbhuiyan 
30.0,Feni ,20.0,Chittagong,93.0,100.0,Fulgazi,Chittagong,96.5,41.0,Fulgazi 
91.0,Sylhet ,60.0,Sylhet,95.0,100.0,Fenchuganj,Sylhet,97.5,35.0,Fenchuganj 
91.0,Sylhet ,60.0,Sylhet,95.0,100.0,Gowainghat,Sylhet,97.5,41.0,Gowainghat 
91.0,Sylhet ,60.0,Sylhet,82.0,100.0,Jakiganj,Sylhet,91.0,94.0,Zakiganj 
91.0,Sylhet ,60.0,Sylhet,90.0,100.0,Jaintapur,Sylhet,95.0,53.0,Jaintiapur 
91.0,Sylhet ,60.0,Sylhet,94.0,100.0,Balaganj,Sylhet,97.0,8.0,Balaganj 
91.0,Sylhet ,60.0,Sylhet,95.0,100.0,Golapganj,Sylhet,97.5,38.0,Golapganj 
91.0,Sylhet ,60.0,Sylhet,63.0,100.0,Sylhet,Sylhet,81.5,62.0,Sylhet Sadar 
91.0,Sylhet ,60.0,Sylhet,50.0,100.0,Biani,Sylhet,75.0,20.0,Bishwanath 
91.0,Sylhet ,60.0,Sylhet,95.0,100.0,Kanaighat,Sylhet,97.5,59.0,Kanaighat 
91.0,Sylhet ,60.0,Sylhet,90.0,100.0,Biswanath,Sylhet,95.0,20.0,Bishwanath 
91.0,Sylhet ,60.0,Sylhet,96.0,100.0,Companiganj,Sylhet,98.0,27.0,Companiganj 
90.0,Sunamganj ,60.0,Sylhet,36.0,100.0,South,Sylhet,68.0,86.0,Sulla 
51.0,Lakshmipur ,20.0,Chittagong,80.0,100.0,Ramgoti,Chittagong,90.0,73.0,Ramgati 
51.0,Lakshmipur ,20.0,Chittagong,62.0,100.0,Raipur,Chittagong,81.0,58.0,Roypur 
51.0,Lakshmipur ,20.0,Chittagong,74.0,100.0,Lakshmipur,Chittagong,87.0,43.0,Lakshmipur Sadar 
51.0,Lakshmipur ,20.0,Chittagong,93.0,100.0,Ramganj,Chittagong,96.5,65.0,Ramganj 
51.0,Lakshmipur ,20.0,Chittagong,95.0,100.0,Kamalnagar,Chittagong,97.5,33.0,Kamalnagar 
64.0,Naogaon ,50.0,Rajshahi,67.0,100.0,Naogaon,Rajshahi,83.5,60.0,Naogaon Sadar 
64.0,Naogaon ,50.0,Rajshahi,86.0,100.0,Mohadebpur,Rajshahi,93.0,50.0,Mahadebpur 
64.0,Naogaon ,50.0,Rajshahi,91.0,100.0,Manda,Rajshahi,95.5,47.0,Manda 
64.0,Naogaon ,50.0,Rajshahi,96.0,100.0,Badalgachhi,Rajshahi,98.0,6.0,Badalgachhi 
64.0,Naogaon ,50.0,Rajshahi,57.0,100.0,Rani,Rajshahi,78.5,85.0,Raninagar 
64.0,Naogaon ,50.0,Rajshahi,84.0,100.0,Patnitola,Rajshahi,92.0,75.0,Patnitala 
64.0,Naogaon ,50.0,Rajshahi,91.0,100.0,Atrai,Rajshahi,95.5,3.0,Atrai 
64.0,Naogaon ,50.0,Rajshahi,95.0,100.0,Dhamoirhat,Rajshahi,97.5,28.0,Dhamoirhat 
64.0,Naogaon ,50.0,Rajshahi,95.0,100.0,Niamatpur,Rajshahi,97.5,69.0,Niamatpur 
64.0,Naogaon ,50.0,Rajshahi,83.0,100.0,Porsa,Rajshahi,91.5,79.0,Porsha 
64.0,Naogaon ,50.0,Rajshahi,93.0,100.0,Sapahar,Rajshahi,96.5,86.0,Sapahar 
85.0,Rangpur ,55.0,Rangpur,95.0,100.0,Gangachara,Rangpur,97.5,27.0,Gangachara 
94.0,Thakurgaon ,55.0,Rangpur,93.0,100.0,Pirganj,Rangpur,96.5,82.0,Pirganj 
85.0,Rangpur ,55.0,Rangpur,95.0,100.0,Pirgachha,Rangpur,97.5,73.0,Pirgachha 
85.0,Rangpur ,55.0,Rangpur,95.0,100.0,Badarganj,Rangpur,97.5,3.0,Badarganj 
85.0,Rangpur ,55.0,Rangpur,95.0,100.0,Mithapukur,Rangpur,97.5,58.0,Mithapukur 
85.0,Rangpur ,55.0,Rangpur,92.0,100.0,Kaunia,Rangpur,96.0,42.0,Kaunia 
85.0,Rangpur ,55.0,Rangpur,67.0,100.0,Rangpur,Rangpur,83.5,49.0,Rangpur Sadar 
85.0,Rangpur ,55.0,Rangpur,94.0,100.0,Taraganj,Rangpur,97.0,92.0,Taraganj 
49.0,Kurigram ,55.0,Rangpur,96.0,0.0,Bhurungamari,07(1),48.0,6.0,Bhurungamari 
49.0,Kurigram ,55.0,Rangpur,80.0,0.0,Roumari,07(1),40.0,79.0,Raumari 
49.0,Kurigram ,55.0,Rangpur,70.0,0.0,Kurigram,07(1),35.0,52.0,Kurigram Sadar 
49.0,Kurigram ,55.0,Rangpur,92.0,0.0,Ulipur,07(1),46.0,94.0,Ulipur 
49.0,Kurigram ,55.0,Rangpur,90.0,0.0,Nageswari,07(1),45.0,61.0,Nageshwari 
49.0,Kurigram ,55.0,Rangpur,94.0,0.0,Chilmari,07(1),47.0,9.0,Chilmari 
27.0,Dinajpur ,55.0,Rangpur,93.0,0.0,Fulbari,07(1),46.5,38.0,Fulbari 
49.0,Kurigram ,55.0,Rangpur,62.0,0.0,Char,07(1),31.0,9.0,Chilmari 
49.0,Kurigram ,55.0,Rangpur,94.0,0.0,Rajarhat,07(1),47.0,77.0,Rajarhat 
81.0,Rajshahi ,50.0,Rajshahi,94.0,100.0,Durgapur,Rajshahi,97.0,31.0,Durgapur 
81.0,Rajshahi ,50.0,Rajshahi,67.0,100.0,Poba,Rajshahi,83.5,72.0,Paba 
81.0,Rajshahi ,50.0,Rajshahi,94.0,100.0,Mohanpur,Rajshahi,97.0,53.0,Mohanpur 
81.0,Rajshahi ,50.0,Rajshahi,86.0,100.0,Puthiya,Rajshahi,93.0,82.0,Puthia 
81.0,Rajshahi ,50.0,Rajshahi,88.0,100.0,Bagmara,Rajshahi,94.0,12.0,Baghmara 
81.0,Rajshahi ,50.0,Rajshahi,94.0,100.0,Charghat,Rajshahi,97.0,25.0,Charghat 
81.0,Rajshahi ,50.0,Rajshahi,63.0,100.0,Boalia,Rajshahi,81.5,22.0,Boalia Thana 
81.0,Rajshahi ,50.0,Rajshahi,92.0,100.0,Tanore,Rajshahi,96.0,94.0,Tanore 
81.0,Rajshahi ,50.0,Rajshahi,94.0,100.0,Godagari,Rajshahi,97.0,34.0,Godagari 
81.0,Rajshahi ,50.0,Rajshahi,91.0,100.0,Bagha,Rajshahi,95.5,10.0,Bagha 
58.0,Maulvibazar ,60.0,Sylhet,86.0,100.0,Sreemongal,Sylhet,93.0,83.0,Sreemangal 
58.0,Maulvibazar ,60.0,Sylhet,94.0,100.0,Barlekha,Sylhet,97.0,14.0,Barlekha 
90.0,Sunamganj ,60.0,Sylhet,46.0,100.0,Moulavi,Sylhet,73.0,86.0,Sulla 
58.0,Maulvibazar ,60.0,Sylhet,93.0,100.0,Kulaura,Sylhet,96.5,65.0,Kulaura 
58.0,Maulvibazar ,60.0,Sylhet,94.0,100.0,Rajnagar,Sylhet,97.0,80.0,Rajnagar 
58.0,Maulvibazar ,60.0,Sylhet,74.0,100.0,Komolganj,Sylhet,87.0,56.0,Kamalganj 
58.0,Maulvibazar ,60.0,Sylhet,89.0,100.0,Juri,Sylhet,94.5,35.0,Juri 
59.0,Munshiganj ,30.0,Dhaka,95.0,100.0,Tongibari,Dhaka,97.5,94.0,Tongibari 
59.0,Munshiganj ,30.0,Dhaka,93.0,100.0,Gazaria,Dhaka,96.5,24.0,Gazaria 
59.0,Munshiganj ,30.0,Dhaka,96.0,100.0,Serajdikhan,Dhaka,98.0,74.0,Serajdikhan 
59.0,Munshiganj ,30.0,Dhaka,74.0,100.0,Munshiganj,Dhaka,87.0,56.0,Munshiganj Sadar 
59.0,Munshiganj ,30.0,Dhaka,78.0,100.0,Srinagar,Dhaka,89.0,84.0,Sreenagar 
59.0,Munshiganj ,30.0,Dhaka,82.0,100.0,Lohajong,Dhaka,91.0,44.0,Lohajang 
54.0,Madaripur ,30.0,Dhaka,92.0,100.0,Rajoir,Dhaka,96.0,80.0,Rajoir 
54.0,Madaripur ,30.0,Dhaka,93.0,100.0,Kalkini,Dhaka,96.5,40.0,Kalkini 
54.0,Madaripur ,30.0,Dhaka,78.0,100.0,Shibchar,Dhaka,89.0,87.0,Shib Char 
29.0,Faridpur ,30.0,Dhaka,78.0,100.0,Madaripur,Dhaka,89.0,84.0,Sadarpur 
30.0,Feni ,20.0,Chittagong,47.0,100.0,Adarsho,Chittagong,73.5,51.0,Parshuram 
19.0,Comilla ,20.0,Chittagong,87.0,100.0,Chouddagram,Chittagong,93.5,31.0,Chauddagram 
19.0,Comilla ,20.0,Chittagong,92.0,100.0,Barura,Chittagong,96.0,9.0,Barura 
19.0,Comilla ,20.0,Chittagong,86.0,100.0,Laksham,Chittagong,93.0,72.0,Laksam 
19.0,Comilla ,20.0,Chittagong,84.0,100.0,Burichong,Chittagong,92.0,18.0,Burichang 
19.0,Comilla ,20.0,Chittagong,96.0,100.0,Brahmanpara,Chittagong,98.0,15.0,Brahmanpara 
19.0,Comilla ,20.0,Chittagong,91.0,100.0,Homna,Chittagong,95.5,54.0,Homna 
19.0,Comilla ,20.0,Chittagong,95.0,100.0,Muradnagar,Chittagong,97.5,81.0,Muradnagar 
19.0,Comilla ,20.0,Chittagong,94.0,100.0,Debidwar,Chittagong,97.0,40.0,Debidwar 
19.0,Comilla ,20.0,Chittagong,95.0,100.0,Daudkandi,Chittagong,97.5,36.0,Daudkandi 
19.0,Comilla ,20.0,Chittagong,94.0,100.0,Chandina,Chittagong,97.0,27.0,Chandina 
19.0,Comilla ,20.0,Chittagong,84.0,100.0,Nangolkot,Chittagong,92.0,87.0,Nangalkot 
19.0,Comilla ,20.0,Chittagong,92.0,100.0,Meghna,Chittagong,96.0,75.0,Meghna 
19.0,Comilla ,20.0,Chittagong,83.0,100.0,Titash,Chittagong,91.5,94.0,Titas 
75.0,Noakhali ,20.0,Chittagong,53.0,100.0,Comilla,Chittagong,76.5,21.0,Companiganj 
19.0,Comilla ,20.0,Chittagong,78.0,100.0,Monohargonj,Chittagong,89.0,74.0,Manoharganj 
39.0,Jamalpur ,30.0,Dhaka,70.0,0.0,Jamalpur,08(1),35.0,36.0,Jamalpur Sadar 
39.0,Jamalpur ,30.0,Dhaka,95.0,0.0,Melandaha,08(1),47.5,61.0,Melandaha 
39.0,Jamalpur ,30.0,Dhaka,95.0,0.0,Dewanganj,08(1),47.5,15.0,Dewanganj 
39.0,Jamalpur ,30.0,Dhaka,94.0,0.0,Islampur,08(1),47.0,29.0,Islampur 
39.0,Jamalpur ,30.0,Dhaka,92.0,0.0,Sharishabari,08(1),46.0,85.0,Sarishabari 
39.0,Jamalpur ,30.0,Dhaka,95.0,0.0,Madarganj,08(1),47.5,58.0,Madarganj 
39.0,Jamalpur ,30.0,Dhaka,95.0,0.0,Bakshiganj,08(1),47.5,7.0,Bakshiganj 
32.0,Gaibandha ,55.0,Rangpur,96.0,100.0,Gobindaganj,Rangpur,98.0,30.0,Gobindaganj 
32.0,Gaibandha ,55.0,Rangpur,95.0,100.0,Sundarganj,Rangpur,97.5,91.0,Sundarganj 
32.0,Gaibandha ,55.0,Rangpur,95.0,100.0,Fulchhari,Rangpur,97.5,21.0,Fulchhari 
32.0,Gaibandha ,55.0,Rangpur,91.0,100.0,Sadullahpur,Rangpur,95.5,82.0,Sadullapur 
32.0,Gaibandha ,55.0,Rangpur,95.0,100.0,Palashbari,Rangpur,97.5,67.0,Palashbari 
32.0,Gaibandha ,55.0,Rangpur,88.0,100.0,Shaghata,Rangpur,94.0,88.0,Saghata 
52.0,Lalmonirhat ,55.0,Rangpur,80.0,100.0,Gaibandha,Rangpur,90.0,33.0,Hatibandha 
67.0,Narayanganj ,30.0,Dhaka,93.0,100.0,Rupganj,Dhaka,96.5,68.0,Rupganj 
67.0,Narayanganj ,30.0,Dhaka,95.0,100.0,Sonargaon,Dhaka,97.5,4.0,Sonargaon 
67.0,Narayanganj ,30.0,Dhaka,76.0,100.0,Narayanganj,Dhaka,88.0,58.0,Narayanganj Sadar 
67.0,Narayanganj ,30.0,Dhaka,95.0,100.0,Araihazar,Dhaka,97.5,2.0,Araihazar 
67.0,Narayanganj ,30.0,Dhaka,92.0,100.0,Bandar,Dhaka,96.0,6.0,Bandar 
29.0,Faridpur ,30.0,Dhaka,92.0,100.0,Saltha,Dhaka,96.0,90.0,Saltha 
46.0,Khagrachhari ,20.0,Chittagong,95.0,0.0,Dighinala,05(1),47.5,43.0,Dighinala 
46.0,Khagrachhari ,20.0,Chittagong,77.0,0.0,Khagrachhari,05(1),38.5,49.0,Khagrachhari Sadar 
46.0,Khagrachhari ,20.0,Chittagong,96.0,0.0,Mahalchhari,05(1),48.0,65.0,Mahalchhari 
46.0,Khagrachhari ,20.0,Chittagong,95.0,0.0,Panchhari,05(1),47.5,77.0,Panchhari 
46.0,Khagrachhari ,20.0,Chittagong,93.0,0.0,Ramgarh,05(1),46.5,80.0,Ramgarh 
46.0,Khagrachhari ,20.0,Chittagong,96.0,0.0,Manikchhari,05(1),48.0,67.0,Manikchhari 
46.0,Khagrachhari ,20.0,Chittagong,95.0,0.0,Matiranga,05(1),47.5,70.0,Matiranga 
46.0,Khagrachhari ,20.0,Chittagong,96.0,0.0,Lakshmichhari,05(1),48.0,61.0,Lakshmichhari 
72.0,Netrakona ,30.0,Dhaka,92.0,13.0,Atpara,Mymensingh,52.5,4.0,Atpara 
72.0,Netrakona ,30.0,Dhaka,95.0,13.0,Kalmakanda,Mymensingh,54.0,40.0,Kalmakanda 
72.0,Netrakona ,30.0,Dhaka,73.0,13.0,Modan,Mymensingh,43.0,56.0,Madan 
72.0,Netrakona ,30.0,Dhaka,95.0,13.0,Purbadhala,Mymensingh,54.0,83.0,Purbadhala 
72.0,Netrakona ,30.0,Dhaka,92.0,13.0,Kendua,Mymensingh,52.5,47.0,Kendua 
72.0,Netrakona ,30.0,Dhaka,72.0,13.0,Netrokona,Mymensingh,42.5,74.0,Netrokona Sadar 
81.0,Rajshahi ,50.0,Rajshahi,94.0,22.0,Durgapur,Mymensingh,58.0,31.0,Durgapur 
72.0,Netrakona ,30.0,Dhaka,94.0,13.0,Barhatta,Mymensingh,53.5,9.0,Barhatta 
72.0,Netrakona ,30.0,Dhaka,84.0,13.0,Mohonganj,Mymensingh,48.5,63.0,Mohanganj 
72.0,Netrakona ,30.0,Dhaka,91.0,13.0,Khaliajhuri,Mymensingh,52.0,38.0,Khaliajuri 
57.0,Meherpur ,40.0,Khulna,70.0,100.0,Meherpur,Khulna,85.0,87.0,Meherpur Sadar 
57.0,Meherpur ,40.0,Khulna,83.0,100.0,Gagni,Khulna,91.5,47.0,Gangni 
57.0,Meherpur ,40.0,Khulna,82.0,100.0,Mujibnagar,Khulna,91.0,60.0,Mujib Nagar 
54.0,Madaripur ,30.0,Dhaka,92.0,0.0,Rajoir,04(1),46.0,80.0,Rajoir 
54.0,Madaripur ,30.0,Dhaka,93.0,0.0,Kalkini,04(1),46.5,40.0,Kalkini 
54.0,Madaripur ,30.0,Dhaka,78.0,0.0,Shibchar,04(1),39.0,87.0,Shib Char 
29.0,Faridpur ,30.0,Dhaka,78.0,0.0,Madaripur,04(1),39.0,84.0,Sadarpur 
90.0,Sunamganj ,60.0,Sylhet,83.0,100.0,Dherai,Sylhet,91.5,29.0,Derai 
90.0,Sunamganj ,60.0,Sylhet,72.0,100.0,Sunamganj,Sylhet,86.0,89.0,Sunamganj Sadar 
90.0,Sunamganj ,60.0,Sylhet,82.0,100.0,Dharmapasa,Sylhet,91.0,32.0,Dharampasha 
90.0,Sunamganj ,60.0,Sylhet,91.0,100.0,Sulla,Sylhet,95.5,86.0,Sulla 
90.0,Sunamganj ,60.0,Sylhet,94.0,100.0,Tahirpur,Sylhet,97.0,92.0,Tahirpur 
90.0,Sunamganj ,60.0,Sylhet,93.0,100.0,Chhatak,Sylhet,96.5,23.0,Chhatak 
90.0,Sunamganj ,60.0,Sylhet,80.0,100.0,Jogonnathpur,Sylhet,90.0,47.0,Jagannathpur 
90.0,Sunamganj ,60.0,Sylhet,95.0,100.0,Jamalganj,Sylhet,97.5,50.0,Jamalganj 
90.0,Sunamganj ,60.0,Sylhet,89.0,100.0,Bishwamvarpur,Sylhet,94.5,18.0,Bishwambarpur 
90.0,Sunamganj ,60.0,Sylhet,67.0,100.0,Dowara,Sylhet,83.5,33.0,Dowarabazar 
91.0,Sylhet ,60.0,Sylhet,56.0,100.0,Sadar,Sylhet,78.0,62.0,Sylhet Sadar 
55.0,Magura ,40.0,Khulna,71.0,100.0,Sripur,Khulna,85.5,95.0,Sreepur 
55.0,Magura ,40.0,Khulna,63.0,100.0,Magura,Khulna,81.5,57.0,Magura Sadar 
55.0,Magura ,40.0,Khulna,94.0,100.0,Shalikha,Khulna,97.0,85.0,Shalikha 
55.0,Magura ,40.0,Khulna,96.0,100.0,Mohammadpur,Khulna,98.0,66.0,Mohammadpur 
41.0,Jessore ,40.0,Khulna,92.0,100.0,Jhikarghachha,Khulna,96.0,23.0,Jhikargachha 
41.0,Jessore ,40.0,Khulna,67.0,100.0,Jessore,Khulna,83.5,47.0,Jessore Sadar 
41.0,Jessore ,40.0,Khulna,77.0,100.0,Sarsa,Khulna,88.5,90.0,Sharsha 
41.0,Jessore ,40.0,Khulna,84.0,100.0,Keshobpur,Khulna,92.0,38.0,Keshabpur 
41.0,Jessore ,40.0,Khulna,95.0,100.0,Bagherpara,Khulna,97.5,9.0,Bagherpara 
41.0,Jessore ,40.0,Khulna,86.0,100.0,Monirampur,Khulna,93.0,61.0,Manirampur 
41.0,Jessore ,40.0,Khulna,95.0,100.0,Abhaynagar,Khulna,97.5,4.0,Abhaynagar 
41.0,Jessore ,40.0,Khulna,76.0,100.0,Chowgachha,Khulna,88.0,11.0,Chaugachha 
10.0,Bogra ,50.0,Rajshahi,95.0,0.0,Sariakandi,01(1),47.5,81.0,Sariakandi 
10.0,Bogra ,50.0,Rajshahi,93.0,0.0,Sherpur,01(1),46.5,88.0,Sherpur 
70.0,Chapai Nawabganj ,50.0,Rajshahi,94.0,0.0,Shibganj,01(1),47.0,88.0,Shibganj 
10.0,Bogra ,50.0,Rajshahi,77.0,0.0,Dhunot,01(1),38.5,27.0,Dhunat 
10.0,Bogra ,50.0,Rajshahi,92.0,0.0,Dupchanchia,01(1),46.0,33.0,Dhupchanchia 
10.0,Bogra ,50.0,Rajshahi,95.0,0.0,Nandigram,01(1),47.5,67.0,Nandigram 
10.0,Bogra ,50.0,Rajshahi,95.0,0.0,Adamdighi,01(1),47.5,6.0,Adamdighi 
76.0,Pabna ,50.0,Rajshahi,60.0,0.0,Bogra,01(1),30.0,16.0,Bera 
10.0,Bogra ,50.0,Rajshahi,93.0,0.0,Kahaloo,01(1),46.5,54.0,Kahaloo 
10.0,Bogra ,50.0,Rajshahi,93.0,0.0,Gabtali,01(1),46.5,40.0,Gabtali 
10.0,Bogra ,50.0,Rajshahi,94.0,0.0,Sonatola,01(1),47.0,95.0,Sonatola 
10.0,Bogra ,50.0,Rajshahi,96.0,0.0,Shajahanpur,01(1),48.0,85.0,Shajahanpur 
82.0,Rajbari ,30.0,Dhaka,67.0,100.0,Rajbari,Dhaka,83.5,76.0,Rajbari Sadar 
82.0,Rajbari ,30.0,Dhaka,95.0,100.0,Baliakandi,Dhaka,97.5,7.0,Baliakandi 
82.0,Rajbari ,30.0,Dhaka,82.0,100.0,Goalunda,Dhaka,91.0,29.0,Goalanda 
82.0,Rajbari ,30.0,Dhaka,93.0,100.0,Pangsha,Dhaka,96.5,73.0,Pangsha 
75.0,Noakhali ,20.0,Chittagong,86.0,100.0,Senbag,Chittagong,93.0,80.0,Senbagh 
75.0,Noakhali ,20.0,Chittagong,95.0,100.0,Begumganj,Chittagong,97.5,7.0,Begumganj 
75.0,Noakhali ,20.0,Chittagong,96.0,100.0,Companiganj,Chittagong,98.0,21.0,Companiganj 
19.0,Comilla ,20.0,Chittagong,60.0,100.0,Sudharam,Chittagong,80.0,31.0,Chauddagram 
75.0,Noakhali ,20.0,Chittagong,92.0,100.0,Hatiya,Chittagong,96.0,36.0,Hatiya 
75.0,Noakhali ,20.0,Chittagong,94.0,100.0,Chatkhil,Chittagong,97.0,10.0,Chatkhil 
75.0,Noakhali ,20.0,Chittagong,74.0,100.0,Subarna,Chittagong,87.0,85.0,Subarnachar 
75.0,Noakhali ,20.0,Chittagong,95.0,100.0,Sonaimuri,Chittagong,97.5,83.0,Sonaimuri 
38.0,Joypurhat ,50.0,Rajshahi,93.0,100.0,Khetlal,Rajshahi,96.5,61.0,Khetlal 
38.0,Joypurhat ,50.0,Rajshahi,94.0,100.0,Akkelpur,Rajshahi,97.0,13.0,Akkelpur 
38.0,Joypurhat ,50.0,Rajshahi,95.0,100.0,Panchbibi,Rajshahi,97.5,74.0,Panchbibi 
38.0,Joypurhat ,50.0,Rajshahi,72.0,100.0,Joypurhat,Rajshahi,86.0,47.0,Joypurhat Sadar 
38.0,Joypurhat ,50.0,Rajshahi,91.0,100.0,Kalai,Rajshahi,95.5,58.0,Kalai 
33.0,Gazipur ,30.0,Dhaka,95.0,100.0,Kaliakair,Dhaka,97.5,32.0,Kaliakair 
33.0,Gazipur ,30.0,Dhaka,93.0,100.0,Sreepur,Dhaka,96.5,86.0,Sreepur 
61.0,Mymensingh ,30.0,Dhaka,75.0,100.0,Gazipur,Dhaka,87.5,23.0,Gauripur 
33.0,Gazipur ,30.0,Dhaka,93.0,100.0,Kapasia,Dhaka,96.5,36.0,Kapasia 
33.0,Gazipur ,30.0,Dhaka,94.0,100.0,Kaliganj,Dhaka,97.0,34.0,Kaliganj 
59.0,Munshiganj ,30.0,Dhaka,67.0,100.0,Tongi,Dhaka,83.5,94.0,Tongibari 
3.0,Bandarban ,20.0,Chittagong,72.0,100.0,Bandarban,Chittagong,86.0,14.0,Bandarban Sadar 
3.0,Bandarban ,20.0,Chittagong,96.0,100.0,Rowangchhari,Chittagong,98.0,89.0,Rowangchhari 
3.0,Bandarban ,20.0,Chittagong,89.0,100.0,Ruma,Chittagong,94.5,91.0,Ruma 
