DistrictCode,DistrictName,DivisionCode,DivisionName,FuzzRatio,FuzzRatioDivision,Geo,InputDivision,MeanFuzzRation,UpazillaCode,UpazillaName
3.0,Bandarban ,20.0,Chittagong,93.0,100.0,Thanchi,Chittagong,96.5,95.0,Thanchi 
3.0,Bandarban ,20.0,Chittagong,89.0,100.0,Lama,Chittagong,94.5,51.0,Lama 
3.0,Bandarban ,20.0,Chittagong,94.0,100.0,Alikadam,Chittagong,97.0,4.0,Alikadam 
3.0,Bandarban ,20.0,Chittagong,97.0,100.0,Naikhongchhari,Chittagong,98.5,73.0,Naikhongchhari 
94.0,Thakurgaon ,55.0,Rangpur,93.0,100.0,Pirganj,Rangpur,96.5,82.0,Pirganj 
94.0,Thakurgaon ,55.0,Rangpur,93.0,100.0,Haripur,Rangpur,96.5,51.0,Haripur 
94.0,Thakurgaon ,55.0,Rangpur,74.0,100.0,Thakurgaon,Rangpur,87.0,94.0,Thakurgaon Sadar 
94.0,Thakurgaon ,55.0,Rangpur,95.0,100.0,Baliadangi,Rangpur,97.5,8.0,Baliadangi 
94.0,Thakurgaon ,55.0,Rangpur,96.0,100.0,Ranisankail,Rangpur,98.0,86.0,Ranisankail 
9.0,Bhola ,10.0,Barisal,59.0,100.0,Bhola,Barisal,79.5,18.0,Bhola Sadar 
9.0,Bhola ,10.0,Barisal,82.0,100.0,Daulatkhan,Barisal,91.0,29.0,Daulat Khan 
9.0,Bhola ,10.0,Barisal,86.0,100.0,Tajumuddin,Barisal,93.0,91.0,Tazumuddin 
9.0,Bhola ,10.0,Barisal,87.0,100.0,Borhanuddin,Barisal,93.5,21.0,Burhanuddin 
9.0,Bhola ,10.0,Barisal,94.0,100.0,Lalmohan,Barisal,97.0,54.0,Lalmohan 
9.0,Bhola ,10.0,Barisal,70.0,100.0,Charfashion,Barisal,85.0,25.0,Char Fasson 
9.0,Bhola ,10.0,Barisal,80.0,100.0,Monpura,Barisal,90.0,65.0,Manpura 
75.0,Noakhali ,20.0,Chittagong,94.0,100.0,Kabirhat,Chittagong,97.0,47.0,Kabirhat 
15.0,Chittagong ,20.0,Chittagong,74.0,100.0,Panchlaish,Chittagong,87.0,57.0,Panchlaish Thana 
15.0,Chittagong ,20.0,Chittagong,94.0,100.0,Rangunia,Chittagong,97.0,70.0,Rangunia 
15.0,Chittagong ,20.0,Chittagong,71.0,100.0,Doublemooring,Chittagong,85.5,28.0,Double Mooring Thana 
15.0,Chittagong ,20.0,Chittagong,91.0,100.0,Fatichhari,Chittagong,95.5,33.0,Fatikchhari 
15.0,Chittagong ,20.0,Chittagong,95.0,100.0,Hathazari,Chittagong,97.5,37.0,Hathazari 
15.0,Chittagong ,20.0,Chittagong,95.0,100.0,Sitakunda,Chittagong,97.5,86.0,Sitakunda 
15.0,Chittagong ,20.0,Chittagong,95.0,100.0,Mirsharai,Chittagong,97.5,53.0,Mirsharai 
15.0,Chittagong ,20.0,Chittagong,77.0,100.0,Rawzan,Chittagong,88.5,74.0,Raozan 
15.0,Chittagong ,20.0,Chittagong,93.0,100.0,Sandwip,Chittagong,96.5,78.0,Sandwip 
15.0,Chittagong ,20.0,Chittagong,95.0,100.0,Boalkhali,Chittagong,97.5,12.0,Boalkhali 
15.0,Chittagong ,20.0,Chittagong,78.0,100.0,Chandlaish,Chittagong,89.0,18.0,Chandanaish  
15.0,Chittagong ,20.0,Chittagong,95.0,100.0,Banshkhali,Chittagong,97.5,8.0,Banshkhali 
15.0,Chittagong ,20.0,Chittagong,94.0,100.0,Satkania,Chittagong,97.0,82.0,Satkania 
15.0,Chittagong ,20.0,Chittagong,86.0,100.0,Anwara,Chittagong,93.0,4.0,Anowara 
15.0,Chittagong ,20.0,Chittagong,92.0,100.0,Patiya,Chittagong,96.0,61.0,Patiya 
15.0,Chittagong ,20.0,Chittagong,82.0,100.0,Lohagora,Chittagong,91.0,47.0,Lohagara 
78.0,Patuakhali ,10.0,Barisal,74.0,0.0,Patuakhali,03(1),37.0,95.0,Patuakhali Sadar 
78.0,Patuakhali ,10.0,Barisal,78.0,0.0,Kalapara,03(1),39.0,66.0,Kala Para 
78.0,Patuakhali ,10.0,Barisal,95.0,0.0,Mirzaganj,03(1),47.5,76.0,Mirzaganj 
78.0,Patuakhali ,10.0,Barisal,84.0,0.0,Golachipa,03(1),42.0,57.0,Galachipa 
78.0,Patuakhali ,10.0,Barisal,93.0,0.0,Bauphal,03(1),46.5,38.0,Bauphal 
78.0,Patuakhali ,10.0,Barisal,94.0,0.0,Dashmina,03(1),47.0,52.0,Dashmina 
78.0,Patuakhali ,10.0,Barisal,91.0,0.0,Dumki,03(1),45.5,55.0,Dumki 
70.0,Chapai Nawabganj ,50.0,Rajshahi,86.0,100.0,Nachol,Rajshahi,93.0,56.0,Nachole 
70.0,Chapai Nawabganj ,50.0,Rajshahi,86.0,100.0,Gomostapur,Rajshahi,93.0,37.0,Gomastapur 
70.0,Chapai Nawabganj ,50.0,Rajshahi,94.0,100.0,Shibganj,Rajshahi,97.0,88.0,Shibganj 
88.0,Sirajganj ,50.0,Rajshahi,67.0,100.0,Chapai,Rajshahi,83.5,27.0,Chauhali 
70.0,Chapai Nawabganj ,50.0,Rajshahi,94.0,100.0,Bholahat,Rajshahi,97.0,18.0,Bholahat 
72.0,Netrakona ,30.0,Dhaka,74.0,100.0,Manikganj,Dhaka,87.0,63.0,Mohanganj 
56.0,Manikganj ,30.0,Dhaka,93.0,100.0,Saturia,Dhaka,96.5,70.0,Saturia 
56.0,Manikganj ,30.0,Dhaka,93.0,100.0,Singair,Dhaka,96.5,82.0,Singair 
56.0,Manikganj ,30.0,Dhaka,95.0,100.0,Daulatpur,Dhaka,97.5,10.0,Daulatpur 
56.0,Manikganj ,30.0,Dhaka,95.0,100.0,Harirampur,Dhaka,97.5,28.0,Harirampur 
56.0,Manikganj ,30.0,Dhaka,95.0,100.0,Shibalaya,Dhaka,97.5,78.0,Shibalaya 
56.0,Manikganj ,30.0,Dhaka,91.0,100.0,Ghior,Dhaka,95.5,22.0,Ghior 
52.0,Lalmonirhat ,55.0,Rangpur,76.0,100.0,Lalmonirhat,Rangpur,88.0,55.0,Lalmonirhat Sadar 
52.0,Lalmonirhat ,55.0,Rangpur,95.0,100.0,Hatibandha,Rangpur,97.5,33.0,Hatibandha 
52.0,Lalmonirhat ,55.0,Rangpur,82.0,100.0,Kaliganj,Rangpur,91.0,39.0,Kaligang 
52.0,Lalmonirhat ,55.0,Rangpur,93.0,100.0,Patgram,Rangpur,96.5,70.0,Patgram 
52.0,Lalmonirhat ,55.0,Rangpur,94.0,100.0,Aditmari,Rangpur,97.0,2.0,Aditmari 
22.0,Cox's Bazar ,20.0,Chittagong,94.0,0.0,Kutubdia,05(1),47.0,45.0,Kutubdia 
22.0,Cox's Bazar ,20.0,Chittagong,87.0,0.0,Moheshkhali,05(1),43.5,49.0,Maheshkhali 
64.0,Naogaon ,50.0,Rajshahi,36.0,0.0,Coxs,05(1),18.0,79.0,Porsha 
22.0,Cox's Bazar ,20.0,Chittagong,89.0,0.0,Ramu,05(1),44.5,66.0,Ramu 
22.0,Cox's Bazar ,20.0,Chittagong,82.0,0.0,Chakaria,05(1),41.0,16.0,Chakoria 
22.0,Cox's Bazar ,20.0,Chittagong,83.0,0.0,Ukhiya,05(1),41.5,94.0,Ukhia 
22.0,Cox's Bazar ,20.0,Chittagong,92.0,0.0,Teknaf,05(1),46.0,90.0,Teknaf 
22.0,Cox's Bazar ,20.0,Chittagong,91.0,0.0,Pekua,05(1),45.5,56.0,Pekua 
19.0,Comilla ,20.0,Chittagong,83.0,100.0,Brahmanbaria,Chittagong,91.5,15.0,Brahmanpara 
12.0,Brahmanbaria ,20.0,Chittagong,95.0,100.0,Nasirnagar,Chittagong,97.5,90.0,Nasirnagar 
12.0,Brahmanbaria ,20.0,Chittagong,95.0,100.0,Nabinagar,Chittagong,97.5,85.0,Nabinagar 
12.0,Brahmanbaria ,20.0,Chittagong,83.0,100.0,Kashba,Chittagong,91.5,63.0,Kasba 
12.0,Brahmanbaria ,20.0,Chittagong,92.0,100.0,Sarail,Chittagong,96.0,94.0,Sarail 
12.0,Brahmanbaria ,20.0,Chittagong,92.0,100.0,Bancharampur,Chittagong,96.0,4.0,Banchharampur 
12.0,Brahmanbaria ,20.0,Chittagong,93.0,100.0,Akhaura,Chittagong,96.5,2.0,Akhaura 
12.0,Brahmanbaria ,20.0,Chittagong,94.0,100.0,Ashuganj,Chittagong,97.0,33.0,Ashuganj 
12.0,Brahmanbaria ,20.0,Chittagong,62.0,100.0,Bijoy,Chittagong,81.0,7.0,Bijoynagar 
82.0,Rajbari ,30.0,Dhaka,57.0,100.0,Palong,Dhaka,78.5,73.0,Pangsha 
86.0,Shariatpur ,30.0,Dhaka,91.0,100.0,Naria,Dhaka,95.5,65.0,Naria 
86.0,Shariatpur ,30.0,Dhaka,95.0,100.0,Bhedarganj,Dhaka,97.5,14.0,Bhedarganj 
86.0,Shariatpur ,30.0,Dhaka,75.0,100.0,Damoddya,Dhaka,87.5,25.0,Damudya 
86.0,Shariatpur ,30.0,Dhaka,90.0,100.0,Goshairhat,Dhaka,95.0,36.0,Gosairhat 
86.0,Shariatpur ,30.0,Dhaka,80.0,100.0,Janjira,Dhaka,90.0,94.0,Zanjira 
89.0,Sherpur ,30.0,Dhaka,91.0,13.0,Nakla,Mymensingh,52.0,67.0,Nakla 
89.0,Sherpur ,30.0,Dhaka,67.0,13.0,Sribordi,Mymensingh,40.0,90.0,Sreebardi 
10.0,Bogra ,50.0,Rajshahi,93.0,22.0,Sherpur,Mymensingh,57.5,88.0,Sherpur 
89.0,Sherpur ,30.0,Dhaka,95.0,13.0,Nalitabari,Mymensingh,54.0,70.0,Nalitabari 
89.0,Sherpur ,30.0,Dhaka,95.0,13.0,Jhenaigati,Mymensingh,54.0,37.0,Jhenaigati 
50.0,Kushtia ,40.0,Khulna,95.0,100.0,Daulatpur,Khulna,97.5,39.0,Daulatpur 
50.0,Kushtia ,40.0,Khulna,67.0,100.0,Kushtia,Khulna,83.5,79.0,Kushtia Sadar 
50.0,Kushtia ,40.0,Khulna,95.0,100.0,Kumarkhali,Khulna,97.5,71.0,Kumarkhali 
50.0,Kushtia ,40.0,Khulna,95.0,100.0,Bheramara,Khulna,97.5,15.0,Bheramara 
50.0,Kushtia ,40.0,Khulna,92.0,100.0,Mirpur,Khulna,96.0,94.0,Mirpur 
50.0,Kushtia ,40.0,Khulna,92.0,100.0,Khoksa,Khulna,96.0,63.0,Khoksa 
6.0,Barisal ,10.0,Barisal,67.0,100.0,Barisal,Barisal,83.5,51.0,Barisal Sadar 
79.0,Pirojpur ,10.0,Barisal,75.0,100.0,Uzirpur,Barisal,87.5,76.0,Nazirpur 
6.0,Barisal ,10.0,Barisal,95.0,100.0,Bakerganj,Barisal,97.5,7.0,Bakerganj 
6.0,Barisal ,10.0,Barisal,94.0,100.0,Babuganj,Barisal,97.0,3.0,Babuganj 
6.0,Barisal ,10.0,Barisal,96.0,100.0,Mehendiganj,Barisal,98.0,62.0,Mehendiganj 
6.0,Barisal ,10.0,Barisal,82.0,100.0,Gournadi,Barisal,91.0,32.0,Gaurnadi 
6.0,Barisal ,10.0,Barisal,92.0,100.0,Muladi,Barisal,96.0,69.0,Muladi 
6.0,Barisal ,10.0,Barisal,91.0,100.0,Hizla,Barisal,95.5,36.0,Hizla 
6.0,Barisal ,10.0,Barisal,95.0,100.0,Agailjhara,Barisal,97.5,2.0,Agailjhara 
6.0,Barisal ,10.0,Barisal,82.0,100.0,Banaripara,Barisal,91.0,10.0,Banari Para 
73.0,Nilphamari ,55.0,Rangpur,94.0,100.0,Jaldhaka,Rangpur,97.0,36.0,Jaldhaka 
73.0,Nilphamari ,55.0,Rangpur,91.0,100.0,Domar,Rangpur,95.5,15.0,Domar 
73.0,Nilphamari ,55.0,Rangpur,80.0,100.0,Syadpur,Rangpur,90.0,85.0,Saidpur 
73.0,Nilphamari ,55.0,Rangpur,91.0,100.0,Dimla,Rangpur,95.5,12.0,Dimla 
73.0,Nilphamari ,55.0,Rangpur,74.0,100.0,Nilphamari,Rangpur,87.0,64.0,Nilphamari Sadar 
73.0,Nilphamari ,55.0,Rangpur,96.0,100.0,Kishoreganj,Rangpur,98.0,45.0,Kishoreganj 
75.0,Noakhali ,20.0,Chittagong,86.0,0.0,Senbag,05(1),43.0,80.0,Senbagh 
75.0,Noakhali ,20.0,Chittagong,95.0,0.0,Begumganj,05(1),47.5,7.0,Begumganj 
75.0,Noakhali ,20.0,Chittagong,96.0,0.0,Companiganj,05(1),48.0,21.0,Companiganj 
32.0,Gaibandha ,55.0,Rangpur,63.0,0.0,Sudharam,05(1),31.5,91.0,Sundarganj 
75.0,Noakhali ,20.0,Chittagong,92.0,0.0,Hatiya,05(1),46.0,36.0,Hatiya 
75.0,Noakhali ,20.0,Chittagong,94.0,0.0,Chatkhil,05(1),47.0,10.0,Chatkhil 
75.0,Noakhali ,20.0,Chittagong,74.0,0.0,Subarna,05(1),37.0,85.0,Subarnachar 
75.0,Noakhali ,20.0,Chittagong,95.0,0.0,Sonaimuri,05(1),47.5,83.0,Sonaimuri 
75.0,Noakhali ,20.0,Chittagong,94.0,0.0,Kabirhat,05(1),47.0,47.0,Kabirhat 
91.0,Sylhet ,60.0,Sylhet,95.0,0.0,Fenchuganj,06(1),47.5,35.0,Fenchuganj 
91.0,Sylhet ,60.0,Sylhet,95.0,0.0,Gowainghat,06(1),47.5,41.0,Gowainghat 
91.0,Sylhet ,60.0,Sylhet,82.0,0.0,Jakiganj,06(1),41.0,94.0,Zakiganj 
91.0,Sylhet ,60.0,Sylhet,90.0,0.0,Jaintapur,06(1),45.0,53.0,Jaintiapur 
91.0,Sylhet ,60.0,Sylhet,94.0,0.0,Balaganj,06(1),47.0,8.0,Balaganj 
91.0,Sylhet ,60.0,Sylhet,95.0,0.0,Golapganj,06(1),47.5,38.0,Golapganj 
91.0,Sylhet ,60.0,Sylhet,63.0,0.0,Sylhet,06(1),31.5,62.0,Sylhet Sadar 
94.0,Thakurgaon ,55.0,Rangpur,62.0,0.0,Biani,06(1),31.0,8.0,Baliadangi 
91.0,Sylhet ,60.0,Sylhet,95.0,0.0,Kanaighat,06(1),47.5,59.0,Kanaighat 
91.0,Sylhet ,60.0,Sylhet,90.0,0.0,Biswanath,06(1),45.0,20.0,Bishwanath 
75.0,Noakhali ,20.0,Chittagong,96.0,0.0,Companiganj,06(1),48.0,21.0,Companiganj 
29.0,Faridpur ,30.0,Dhaka,50.0,0.0,South,06(1),25.0,90.0,Saltha 
88.0,Sirajganj ,50.0,Rajshahi,57.0,0.0,Adarsho,05(1),28.5,89.0,Tarash 
19.0,Comilla ,20.0,Chittagong,87.0,0.0,Chouddagram,05(1),43.5,31.0,Chauddagram 
19.0,Comilla ,20.0,Chittagong,92.0,0.0,Barura,05(1),46.0,9.0,Barura 
19.0,Comilla ,20.0,Chittagong,86.0,0.0,Laksham,05(1),43.0,72.0,Laksam 
19.0,Comilla ,20.0,Chittagong,84.0,0.0,Burichong,05(1),42.0,18.0,Burichang 
19.0,Comilla ,20.0,Chittagong,96.0,0.0,Brahmanpara,05(1),48.0,15.0,Brahmanpara 
19.0,Comilla ,20.0,Chittagong,91.0,0.0,Homna,05(1),45.5,54.0,Homna 
19.0,Comilla ,20.0,Chittagong,95.0,0.0,Muradnagar,05(1),47.5,81.0,Muradnagar 
19.0,Comilla ,20.0,Chittagong,94.0,0.0,Debidwar,05(1),47.0,40.0,Debidwar 
19.0,Comilla ,20.0,Chittagong,95.0,0.0,Daudkandi,05(1),47.5,36.0,Daudkandi 
19.0,Comilla ,20.0,Chittagong,94.0,0.0,Chandina,05(1),47.0,27.0,Chandina 
19.0,Comilla ,20.0,Chittagong,84.0,0.0,Nangolkot,05(1),42.0,87.0,Nangalkot 
19.0,Comilla ,20.0,Chittagong,92.0,0.0,Meghna,05(1),46.0,75.0,Meghna 
19.0,Comilla ,20.0,Chittagong,83.0,0.0,Titash,05(1),41.5,94.0,Titas 
91.0,Sylhet ,60.0,Sylhet,53.0,0.0,Comilla,05(1),26.5,27.0,Companiganj 
19.0,Comilla ,20.0,Chittagong,78.0,0.0,Monohargonj,05(1),39.0,74.0,Manoharganj 
13.0,Chandpur ,20.0,Chittagong,89.0,0.0,Sharasti,05(1),44.5,95.0,Shahrasti 
13.0,Chandpur ,20.0,Chittagong,92.0,0.0,Matlab,05(1),46.0,76.0,Matlab 
13.0,Chandpur ,20.0,Chittagong,94.0,0.0,Hajiganj,05(1),47.0,49.0,Hajiganj 
81.0,Rajshahi ,50.0,Rajshahi,71.0,0.0,Chandpur,05(1),35.5,53.0,Mohanpur 
1.0,Bagerhat ,40.0,Khulna,92.0,0.0,Kachua,05(1),46.0,38.0,Kachua 
13.0,Chandpur ,20.0,Chittagong,95.0,0.0,Faridganj,05(1),47.5,45.0,Faridganj 
13.0,Chandpur ,20.0,Chittagong,59.0,0.0,Hemchar,05(1),29.5,47.0,Haim Char 
13.0,Chandpur ,20.0,Chittagong,77.0,0.0,Motlab,05(1),38.5,76.0,Matlab 
72.0,Netrakona ,30.0,Dhaka,74.0,0.0,Manikganj,04(1),37.0,63.0,Mohanganj 
56.0,Manikganj ,30.0,Dhaka,93.0,0.0,Saturia,04(1),46.5,70.0,Saturia 
56.0,Manikganj ,30.0,Dhaka,93.0,0.0,Singair,04(1),46.5,82.0,Singair 
50.0,Kushtia ,40.0,Khulna,95.0,0.0,Daulatpur,04(1),47.5,39.0,Daulatpur 
56.0,Manikganj ,30.0,Dhaka,95.0,0.0,Harirampur,04(1),47.5,28.0,Harirampur 
56.0,Manikganj ,30.0,Dhaka,95.0,0.0,Shibalaya,04(1),47.5,78.0,Shibalaya 
56.0,Manikganj ,30.0,Dhaka,91.0,0.0,Ghior,04(1),45.5,22.0,Ghior 
81.0,Rajshahi ,50.0,Rajshahi,94.0,0.0,Durgapur,01(1),47.0,31.0,Durgapur 
81.0,Rajshahi ,50.0,Rajshahi,67.0,0.0,Poba,01(1),33.5,72.0,Paba 
81.0,Rajshahi ,50.0,Rajshahi,94.0,0.0,Mohanpur,01(1),47.0,53.0,Mohanpur 
81.0,Rajshahi ,50.0,Rajshahi,86.0,0.0,Puthiya,01(1),43.0,82.0,Puthia 
81.0,Rajshahi ,50.0,Rajshahi,88.0,0.0,Bagmara,01(1),44.0,12.0,Baghmara 
81.0,Rajshahi ,50.0,Rajshahi,94.0,0.0,Charghat,01(1),47.0,25.0,Charghat 
65.0,Narail ,40.0,Khulna,67.0,0.0,Boalia,01(1),33.5,28.0,Kalia 
81.0,Rajshahi ,50.0,Rajshahi,92.0,0.0,Tanore,01(1),46.0,94.0,Tanore 
81.0,Rajshahi ,50.0,Rajshahi,94.0,0.0,Godagari,01(1),47.0,34.0,Godagari 
81.0,Rajshahi ,50.0,Rajshahi,91.0,0.0,Bagha,01(1),45.5,10.0,Bagha 
10.0,Bogra ,50.0,Rajshahi,75.0,0.0,Meherpur,02(1),37.5,88.0,Sherpur 
57.0,Meherpur ,40.0,Khulna,83.0,0.0,Gagni,02(1),41.5,47.0,Gangni 
57.0,Meherpur ,40.0,Khulna,82.0,0.0,Mujibnagar,02(1),41.0,60.0,Mujib Nagar 
70.0,Chapai Nawabganj ,50.0,Rajshahi,86.0,0.0,Nachol,01(1),43.0,56.0,Nachole 
70.0,Chapai Nawabganj ,50.0,Rajshahi,86.0,0.0,Gomostapur,01(1),43.0,37.0,Gomastapur 
70.0,Chapai Nawabganj ,50.0,Rajshahi,94.0,0.0,Shibganj,01(1),47.0,88.0,Shibganj 
88.0,Sirajganj ,50.0,Rajshahi,67.0,0.0,Chapai,01(1),33.5,27.0,Chauhali 
70.0,Chapai Nawabganj ,50.0,Rajshahi,94.0,0.0,Bholahat,01(1),47.0,18.0,Bholahat 
26.0,Dhaka ,30.0,Dhaka,93.0,0.0,Dhamrai,04(1),46.5,14.0,Dhamrai 
50.0,Kushtia ,40.0,Khulna,92.0,0.0,Mirpur,04(1),46.0,94.0,Mirpur 
26.0,Dhaka ,30.0,Dhaka,95.0,0.0,Keraniganj,04(1),47.5,38.0,Keraniganj 
26.0,Dhaka ,30.0,Dhaka,91.0,0.0,Savar,04(1),45.5,72.0,Savar 
27.0,Dinajpur ,55.0,Rangpur,95.0,0.0,Nawabganj,04(1),47.5,69.0,Nawabganj 
26.0,Dhaka ,30.0,Dhaka,67.0,0.0,Tejgaon,04(1),33.5,90.0,Tejgaon Thana 
26.0,Dhaka ,30.0,Dhaka,91.0,0.0,Dohar,04(1),45.5,18.0,Dohar 
18.0,Chuadanga ,40.0,Khulna,72.0,0.0,Chuadanga,02(1),36.0,23.0,Chuadanga Sadar 
18.0,Chuadanga ,40.0,Khulna,59.0,0.0,Jiban,02(1),29.5,55.0,Jiban Nagar 
18.0,Chuadanga ,40.0,Khulna,95.0,0.0,Damurhuda,02(1),47.5,31.0,Damurhuda 
18.0,Chuadanga ,40.0,Khulna,95.0,0.0,Alamdanga,02(1),47.5,7.0,Alamdanga 
65.0,Narail ,40.0,Khulna,91.0,0.0,Kalia,02(1),45.5,28.0,Kalia 
15.0,Chittagong ,20.0,Chittagong,94.0,0.0,Lohagara,02(1),47.0,47.0,Lohagara 
48.0,Kishoreganj ,30.0,Dhaka,77.0,0.0,Narail,02(1),38.5,92.0,Tarail 
59.0,Munshiganj ,30.0,Dhaka,95.0,0.0,Tongibari,04(1),47.5,94.0,Tongibari 
59.0,Munshiganj ,30.0,Dhaka,93.0,0.0,Gazaria,04(1),46.5,24.0,Gazaria 
59.0,Munshiganj ,30.0,Dhaka,96.0,0.0,Serajdikhan,04(1),48.0,74.0,Serajdikhan 
59.0,Munshiganj ,30.0,Dhaka,74.0,0.0,Munshiganj,04(1),37.0,56.0,Munshiganj Sadar 
59.0,Munshiganj ,30.0,Dhaka,78.0,0.0,Srinagar,04(1),39.0,84.0,Sreenagar 
59.0,Munshiganj ,30.0,Dhaka,82.0,0.0,Lohajong,04(1),41.0,44.0,Lohajang 
49.0,Kurigram ,55.0,Rangpur,67.0,0.0,Rajbari,04(1),33.5,79.0,Raumari 
82.0,Rajbari ,30.0,Dhaka,95.0,0.0,Baliakandi,04(1),47.5,7.0,Baliakandi 
82.0,Rajbari ,30.0,Dhaka,82.0,0.0,Goalunda,04(1),41.0,29.0,Goalanda 
82.0,Rajbari ,30.0,Dhaka,93.0,0.0,Pangsha,04(1),46.5,73.0,Pangsha 
41.0,Jessore ,40.0,Khulna,92.0,0.0,Jhikarghachha,02(1),46.0,23.0,Jhikargachha 
41.0,Jessore ,40.0,Khulna,67.0,0.0,Jessore,02(1),33.5,47.0,Jessore Sadar 
41.0,Jessore ,40.0,Khulna,77.0,0.0,Sarsa,02(1),38.5,90.0,Sharsha 
41.0,Jessore ,40.0,Khulna,84.0,0.0,Keshobpur,02(1),42.0,38.0,Keshabpur 
41.0,Jessore ,40.0,Khulna,95.0,0.0,Bagherpara,02(1),47.5,9.0,Bagherpara 
41.0,Jessore ,40.0,Khulna,86.0,0.0,Monirampur,02(1),43.0,61.0,Manirampur 
41.0,Jessore ,40.0,Khulna,95.0,0.0,Abhaynagar,02(1),47.5,4.0,Abhaynagar 
41.0,Jessore ,40.0,Khulna,76.0,0.0,Chowgachha,02(1),38.0,11.0,Chaugachha 
93.0,Tangail ,30.0,Dhaka,94.0,0.0,Mirzapur,04(1),47.0,66.0,Mirzapur 
93.0,Tangail ,30.0,Dhaka,94.0,0.0,Nagarpur,04(1),47.0,76.0,Nagarpur 
93.0,Tangail ,30.0,Dhaka,93.0,0.0,Bhuapur,04(1),46.5,19.0,Bhuapur 
93.0,Tangail ,30.0,Dhaka,93.0,0.0,Ghatail,04(1),46.5,28.0,Ghatail 
93.0,Tangail ,30.0,Dhaka,92.0,0.0,Basail,04(1),46.0,9.0,Basail 
48.0,Kishoreganj ,30.0,Dhaka,71.0,0.0,Tangail,04(1),35.5,92.0,Tarail 
93.0,Tangail ,30.0,Dhaka,94.0,0.0,Kalihati,04(1),47.0,47.0,Kalihati 
93.0,Tangail ,30.0,Dhaka,82.0,0.0,Modhupur,04(1),41.0,57.0,Madhupur 
93.0,Tangail ,30.0,Dhaka,94.0,0.0,Gopalpur,04(1),47.0,38.0,Gopalpur 
93.0,Tangail ,30.0,Dhaka,89.0,0.0,Shakhipur,04(1),44.5,85.0,Sakhipur 
93.0,Tangail ,30.0,Dhaka,93.0,0.0,Delduar,04(1),46.5,23.0,Delduar 
76.0,Pabna ,50.0,Rajshahi,82.0,0.0,Atghoria,01(1),41.0,5.0,Atgharia 
81.0,Rajshahi ,50.0,Rajshahi,80.0,0.0,Pabna,01(1),40.0,72.0,Paba 
76.0,Pabna ,50.0,Rajshahi,84.0,0.0,Chatmohor,01(1),42.0,22.0,Chatmohar 
76.0,Pabna ,50.0,Rajshahi,94.0,0.0,Ishwardi,01(1),47.0,39.0,Ishwardi 
76.0,Pabna ,50.0,Rajshahi,94.0,0.0,Faridpur,01(1),47.0,33.0,Faridpur 
76.0,Pabna ,50.0,Rajshahi,95.0,0.0,Sujanagar,01(1),47.5,83.0,Sujanagar 
76.0,Pabna ,50.0,Rajshahi,93.0,0.0,Santhia,01(1),46.5,72.0,Santhia 
76.0,Pabna ,50.0,Rajshahi,89.0,0.0,Bera,01(1),44.5,16.0,Bera 
