DistrictCode,DistrictName,DivisionCode,DivisionName,InputDivision,MeanFuzzRation,UpazillaName,Geo,UpazillaCode,FuzzRatio,FuzzRatioDivision,Meta
82,Rajbari,30,Dhaka,Dhaka,96.5,Pangsha,Pangsha,73,93,100,MATCH
82,Rajbari,30,Dhaka,Dhaka,46.5,Pangsha,Pangsha,73,93,0,MATCH
27,Dinajpur,55,Rangpur,Rangpur,97.5,Parbatipur,Parbatipur,77,95,100,MATCH
27,Dinajpur,55,Rangpur,Rangpur,47.5,Parbatipur,Parbatipur,77,95,0,MATCH
30,Feni,20,Chittagong,Chittagong,97.5,Parshuram,Parshuram,51,95,100,MATCH
30,Feni,20,Chittagong,Chittagong,47.5,Parshuram,Parshuram,51,95,0,MATCH
52,Lalmonirhat,55,Rangpur,Rangpur,96.5,Patgram,Patgram,70,93,100,MATCH
4,Barguna,10,Barisal,Barisal,98,Patharghata,Patharghata,85,96,100,MATCH
4,Barguna,10,Barisal,Barisal,48,Patharghata,Patharghata,85,96,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,96,Patiya,Patiya,61,92,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,46,Patiya,Patiya,61,92,0,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,92,Patnitala,Patnitola,75,84,100,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,42,Patnitala,Patnitola,75,84,0,MATCH
78,Patuakhali,10,Barisal,Barisal,87,Patuakhali Sadar,Patuakhali,95,74,100,MATCH
78,Patuakhali,10,Barisal,Barisal,37,Patuakhali Sadar,Patuakhali,95,74,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,95.5,Pekua,Pekua,56,91,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,45.5,Pekua,Pekua,56,91,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,53,Phulpur,Phulpur,81,93,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,46.5,Phulpur,Phulpur,81,93,0,MATCH
85,Rangpur,55,Rangpur,Rangpur,97.5,Pirgachha,Pirgachha,73,95,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,47.5,Pirgachha,Pirgachha,73,95,0,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,96.5,Pirganj,Pirganj,82,93,100,DOUBLE
94,Thakurgaon,55,Rangpur,Rangpur,96.5,Pirganj,Pirganj,82,93,100,DOUBLE
85,Rangpur,55,Rangpur,Rangpur,46.5,Pirganj-Rangpur,Pirganj-Rangpur,76,93,0,DOUBLE
85,Rangpur,55,Rangpur,Rangpur,46.5,Pirganj-Rangpur,Pirganj-Rangpur,76,93,0,DOUBLE
79,Pirojpur,10,Barisal,Barisal,85,Pirojpur Sadar,Pirojpur,80,70,100,MATCH
79,Pirojpur,10,Barisal,Barisal,35,Pirojpur Sadar,Pirojpur,80,70,0,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,83.5,Paba,Poba,72,67,100,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,33.5,Paba,Poba,72,67,0,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,91.5,Porsha,Porsa,79,83,100,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,41.5,Porsha,Porsa,79,83,0,MATCH
72,Netrakona,30,Dhaka,Mymensingh,54,Purbadhala,Purbadhala,83,95,13,MATCH
72,Netrakona,30,Dhaka,Mymensingh,47.5,Purbadhala,Purbadhala,83,95,0,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,93,Puthia,Puthiya,82,86,100,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,43,Puthia,Puthiya,82,86,0,MATCH
51,Lakshmipur,20,Chittagong,Chittagong,81,Roypur,Raipur,58,62,100,MATCH
68,Narsingdi,30,Dhaka,Dhaka,83.5,Roypura,Raipura,64,67,100,MATCH
94,Thakurgaon,55,Rangpur,Dhaka,33.5,Haripur,Raipura,51,67,0,MISSMATCH
42,Jhalokati,10,Barisal,Barisal,96.5,Rajapur,Rajapur,84,93,100,MATCH
42,Jhalokati,10,Barisal,Barisal,46.5,Rajapur,Rajapur,84,93,0,MATCH
49,Kurigram,55,Rangpur,Rangpur,97,Rajarhat,Rajarhat,77,94,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,47,Rajarhat,Rajarhat,77,94,0,MATCH
84,Rangamati,20,Chittagong,Chittagong,95.5,Rajasthali,Rajasthali,78,91,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,45.5,Rajasthali,Rajasthali,78,91,0,MATCH
82,Rajbari,30,Dhaka,Dhaka,83.5,Rajbari Sadar,Rajbari,76,67,100,MATCH
49,Kurigram,55,Rangpur,Dhaka,33.5,Raumari,Rajbari,79,67,0,MISSMATCH
58,Maulvibazar,60,Sylhet,Sylhet,97,Rajnagar,Rajnagar,80,94,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,47,Rajnagar,Rajnagar,80,94,0,MATCH
54,Madaripur,30,Dhaka,Dhaka,96,Rajoir,Rajoir,80,92,100,MATCH
54,Madaripur,30,Dhaka,Dhaka,46,Rajoir,Rajoir,80,92,0,MATCH
51,Lakshmipur,20,Chittagong,Chittagong,96.5,Ramganj,Ramganj,65,93,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,96.5,Ramgarh,Ramgarh,80,93,100,MATCH
46,Khagrachhari,20,Chittagong,Chittagong,46.5,Ramgarh,Ramgarh,80,93,0,MATCH
51,Lakshmipur,20,Chittagong,Chittagong,90,Ramgati,Ramgoti,73,80,100,MATCH
1,Bagerhat,40,Khulna,Khulna,96,Rampal,Rampal,73,92,100,MATCH
1,Bagerhat,40,Khulna,Khulna,46,Rampal,Rampal,73,92,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,94.5,Ramu,Ramu,66,89,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,44.5,Ramu,Ramu,66,89,0,MATCH
84,Rangamati,20,Chittagong,Chittagong,86,Rangamati Sadar,Rangamati,87,72,100,MATCH
84,Rangamati,20,Chittagong,Chittagong,36,Rangamati Sadar,Rangamati,87,72,0,MATCH
85,Rangpur,55,Rangpur,Rangpur,83.5,Rangpur Sadar,Rangpur,49,67,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,33.5,Rangpur Sadar,Rangpur,49,67,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,97,Rangunia,Rangunia,70,94,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,47,Rangunia,Rangunia,70,94,0,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,78.5,Raninagar,Rani,85,57,100,MATCH
15,Chittagong,20,Chittagong,Rajshahi,31,Rangunia,Rani,70,62,0,MISSMATCH
94,Thakurgaon,55,Rangpur,Rangpur,98,Ranisankail,Ranisankail,86,96,100,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,48,Ranisankail,Ranisankail,86,96,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,88.5,Raozan,Rawzan,74,77,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,38.5,Raozan,Rawzan,74,77,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,90,Royganj,Rayganj,61,80,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,40,Royganj,Rayganj,61,80,0,MATCH
49,Kurigram,55,Rangpur,Rangpur,90,Raumari,Roumari,79,80,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,40,Raumari,Roumari,79,80,0,MATCH
3,Bandarban,20,Chittagong,Chittagong,98,Rowangchhari,Rowangchhari,89,96,100,MATCH
3,Bandarban,20,Chittagong,Chittagong,48,Rowangchhari,Rowangchhari,89,96,0,MATCH
3,Bandarban,20,Chittagong,Chittagong,94.5,Ruma,Ruma,91,89,100,MATCH
3,Bandarban,20,Chittagong,Chittagong,44.5,Ruma,Ruma,91,89,0,MATCH
67,Narayanganj,30,Dhaka,Dhaka,96.5,Rupganj,Rupganj,68,93,100,MATCH
47,Khulna,40,Khulna,Khulna,91.5,Rupsa,Rupsha,75,83,100,MATCH
47,Khulna,40,Khulna,Khulna,41.5,Rupsa,Rupsha,75,83,0,MATCH
91,Sylhet,60,Sylhet,Sylhet,78,Sylhet Sadar,Sadar,62,56,100,MISS2 (geo from Geo var missing)
26,Dhaka,30,Dhaka,Sylhet,36.5,Savar,Sadar,72,73,0,MISSMATCH
29,Faridpur,30,Dhaka,Dhaka,97,Sadarpur,Sadarpur,84,94,100,MATCH
29,Faridpur,30,Dhaka,Dhaka,47,Sadarpur,Sadarpur,84,94,0,MATCH
32,Gaibandha,55,Rangpur,Rangpur,95.5,Sadullapur,Sadullahpur,82,91,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,45.5,Sadullapur,Sadullahpur,82,91,0,MATCH
44,Jhenaidah,40,Khulna,Khulna,94.5,Shailkupa,Sailkupa,80,89,100,MATCH
29,Faridpur,30,Dhaka,Dhaka,96,Saltha,Saltha,90,92,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,96.5,Sandwip,Sandwip,78,93,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,46.5,Sandwip,Sandwip,78,93,0,MATCH
76,Pabna,50,Rajshahi,Rajshahi,96.5,Santhia,Santhia,72,93,100,MATCH
76,Pabna,50,Rajshahi,Rajshahi,46.5,Santhia,Santhia,72,93,0,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,96.5,Sapahar,Sapahar,86,93,100,MATCH
64,Naogaon,50,Rajshahi,Rajshahi,46.5,Sapahar,Sapahar,86,93,0,MATCH
12,Brahmanbaria,20,Chittagong,Chittagong,96,Sarail,Sarail,94,92,100,MATCH
1,Bagerhat,40,Khulna,Khulna,97.5,Sarankhola,Sarankhola,77,95,100,MATCH
1,Bagerhat,40,Khulna,Khulna,47.5,Sarankhola,Sarankhola,77,95,0,MATCH
10,Bogra,50,Rajshahi,Rajshahi,97.5,Sariakandi,Sariakandi,81,95,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,47.5,Sariakandi,Sariakandi,81,95,0,MATCH
41,Jessore,40,Khulna,Khulna,88.5,Sharsha,Sarsa,90,77,100,MATCH
41,Jessore,40,Khulna,Khulna,38.5,Sharsha,Sarsa,90,77,0,MATCH
15,Chittagong,20,Chittagong,Chittagong,97,Satkania,Satkania,82,94,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,47,Satkania,Satkania,82,94,0,MATCH
87,Satkhira,40,Khulna,Khulna,85,Satkhira Sadar,Satkhira,82,70,100,MATCH
76,Pabna,50,Rajshahi,Khulna,37.5,Santhia,Satkhira,72,75,0,MISSMATCH
56,Manikganj,30,Dhaka,Dhaka,96.5,Saturia,Saturia,70,93,100,MATCH
56,Manikganj,30,Dhaka,Dhaka,46.5,Saturia,Saturia,70,93,0,MATCH
26,Dhaka,30,Dhaka,Dhaka,95.5,Savar,Savar,72,91,100,MATCH
26,Dhaka,30,Dhaka,Dhaka,45.5,Savar,Savar,72,91,0,MATCH
75,Noakhali,20,Chittagong,Chittagong,93,Senbagh,Senbag,80,86,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,43,Senbagh,Senbag,80,86,0,MATCH
59,Munshiganj,30,Dhaka,Dhaka,98,Serajdikhan,Serajdikhan,74,96,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,48,Serajdikhan,Serajdikhan,74,96,0,MATCH
32,Gaibandha,55,Rangpur,Rangpur,94,Saghata,Shaghata,88,88,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,44,Saghata,Shaghata,88,88,0,MATCH
10,Bogra,50,Rajshahi,Rajshahi,98,Shajahanpur,Shajahanpur,85,96,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,48,Shajahanpur,Shajahanpur,85,96,0,MATCH
93,Tangail,30,Dhaka,Dhaka,94.5,Sakhipur,Shakhipur,85,89,100,MATCH
93,Tangail,30,Dhaka,Dhaka,44.5,Sakhipur,Shakhipur,85,89,0,MATCH
55,Magura,40,Khulna,Khulna,97,Shalikha,Shalikha,85,94,100,MATCH
55,Magura,40,Khulna,Khulna,47,Shalikha,Shalikha,85,94,0,MATCH
13,Chandpur,20,Chittagong,Chittagong,94.5,Shahrasti,Sharasti,95,89,100,MATCH
13,Chandpur,20,Chittagong,Chittagong,44.5,Shahrasti,Sharasti,95,89,0,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,52.5,Sarishabari,Sharishabari,85,92,13,MATCH
39,Jamalpur,30,Dhaka,Mymensingh,46,Sarishabari,Sharishabari,85,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,90,Shahjadpur,Shazadpur,67,80,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,40,Shahjadpur,Shazadpur,67,80,0,MATCH
10,Bogra,50,Rajshahi,Rajshahi,96.5,Sherpur,Sherpur,88,93,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,46.5,Sherpur,Sherpur,88,93,0,MATCH
10,Bogra,50,Rajshahi,Mymensingh,57.5,Sherpur,Sherpur,88,93,22,MISSMATCH
56,Manikganj,30,Dhaka,Dhaka,97.5,Shibalaya,Shibalaya,78,95,100,MATCH
56,Manikganj,30,Dhaka,Dhaka,47.5,Shibalaya,Shibalaya,78,95,0,MATCH
54,Madaripur,30,Dhaka,Dhaka,89,Shib Char,Shibchar,87,78,100,MATCH
54,Madaripur,30,Dhaka,Dhaka,39,Shib Char,Shibchar,87,78,0,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,97,Shibganj,Shibganj,88,94,100,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,47,Shibganj,Shibganj,88,94,0,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,97,Shibganj,Shibganj,88,94,100,MATCH
70,Chapai Nawabganj,50,Rajshahi,Rajshahi,47,Shibganj,Shibganj,88,94,0,MATCH
68,Narsingdi,30,Dhaka,Dhaka,96.5,Shibpur,Shibpur,76,93,100,MATCH
68,Narsingdi,30,Dhaka,Dhaka,46.5,Shibpur,Shibpur,76,93,0,MATCH
87,Satkhira,40,Khulna,Khulna,97.5,Shyamnagar,Shyamnagar,86,95,100,MATCH
87,Satkhira,40,Khulna,Khulna,47.5,Shyamnagar,Shyamnagar,86,95,0,MATCH
56,Manikganj,30,Dhaka,Dhaka,96.5,Singair,Singair,82,93,100,MATCH
56,Manikganj,30,Dhaka,Dhaka,46.5,Singair,Singair,82,93,0,MATCH
69,Natore,50,Rajshahi,Rajshahi,96,Singra,Singra,91,92,100,MATCH
69,Natore,50,Rajshahi,Rajshahi,46,Singra,Singra,91,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,86,Sirajganj Sadar,Sirajganj,78,72,100,MATCH
78,Patuakhali,10,Barisal,Rajshahi,37,Mirzaganj,Sirajganj,76,74,0,MISSMATCH
15,Chittagong,20,Chittagong,Chittagong,97.5,Sitakunda,Sitakunda,86,95,100,MATCH
15,Chittagong,20,Chittagong,Chittagong,47.5,Sitakunda,Sitakunda,86,95,0,MATCH
30,Feni,20,Chittagong,Chittagong,97,Sonagazi,Sonagazi,94,94,100,MATCH
30,Feni,20,Chittagong,Chittagong,47,Sonagazi,Sonagazi,94,94,0,MATCH
75,Noakhali,20,Chittagong,Chittagong,97.5,Sonaimuri,Sonaimuri,83,95,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,47.5,Sonaimuri,Sonaimuri,83,95,0,MATCH
67,Narayanganj,30,Dhaka,Dhaka,97.5,Sonargaon,Sonargaon,4,95,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,97,Sonatola,Sonatola,95,94,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,47,Sonatola,Sonatola,95,94,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,68,Sulla,South,86,36,100,MISS2 (geo from Geo var missing)
29,Faridpur,30,Dhaka,Sylhet,25,Saltha,South,90,50,0,MISS2 (geo from Geo var missing)
58,Maulvibazar,60,Sylhet,Sylhet,93,Sreemangal,Sreemongal,83,86,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,43,Sreemangal,Sreemongal,83,86,0,MATCH
33,Gazipur,30,Dhaka,Dhaka,96.5,Sreepur,Sreepur,86,93,100,MATCH
55,Magura,40,Khulna,Dhaka,46.5,Sreepur,Sreepur,95,93,0,MISSMATCH
89,Sherpur,30,Dhaka,Mymensingh,40,Sreebardi,Sribordi,90,67,13,MATCH
59,Munshiganj,30,Dhaka,Dhaka,89,Sreenagar,Srinagar,84,78,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,39,Sreenagar,Srinagar,84,78,0,MATCH
55,Magura,40,Khulna,Khulna,85.5,Sreepur,Sripur,95,71,100,MATCH
94,Thakurgaon,55,Rangpur,Khulna,35.5,Haripur,Sripur,51,71,0,MISSMATCH
75,Noakhali,20,Chittagong,Chittagong,87,Subarnachar,Subarna,85,74,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,37,Subarnachar,Subarna,85,74,0,MATCH
19,Comilla,20,Chittagong,Chittagong,80,Chauddagram,Sudharam,31,60,100,MISS2 (geo from Geo var missing)
32,Gaibandha,55,Rangpur,Chittagong,31.5,Sundarganj,Sudharam,91,63,0,MISS2 (geo from Geo var missing)
76,Pabna,50,Rajshahi,Rajshahi,97.5,Sujanagar,Sujanagar,83,95,100,MATCH
76,Pabna,50,Rajshahi,Rajshahi,47.5,Sujanagar,Sujanagar,83,95,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,95.5,Sulla,Sulla,86,91,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,45.5,Sulla,Sulla,86,91,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,86,Sunamganj Sadar,Sunamganj,89,72,100,MATCH
32,Gaibandha,55,Rangpur,Sylhet,40,Sundarganj,Sunamganj,91,80,0,MISSMATCH
32,Gaibandha,55,Rangpur,Rangpur,97.5,Sundarganj,Sundarganj,91,95,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,47.5,Sundarganj,Sundarganj,91,95,0,MATCH
73,Nilphamari,55,Rangpur,Rangpur,90,Saidpur,Syadpur,85,80,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,81.5,Sylhet Sadar,Sylhet,62,63,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,31.5,Sylhet Sadar,Sylhet,62,63,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,97,Tahirpur,Tahirpur,92,94,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,47,Tahirpur,Tahirpur,92,94,0,MATCH
9,Bhola,10,Barisal,Barisal,93,Tazumuddin,Tajumuddin,91,86,100,MATCH
9,Bhola,10,Barisal,Barisal,43,Tazumuddin,Tajumuddin,91,86,0,MATCH
87,Satkhira,40,Khulna,Khulna,94.5,Tala,Tala,90,89,100,MATCH
87,Satkhira,40,Khulna,Khulna,44.5,Tala,Tala,90,89,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,85.5,Tarail,Tangail,92,71,100,MISS2 (geo from Geo var missing)
48,Kishoreganj,30,Dhaka,Dhaka,35.5,Tarail,Tangail,92,71,0,MISS2 (geo from Geo var missing)
81,Rajshahi,50,Rajshahi,Rajshahi,96,Tanore,Tanore,94,92,100,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,46,Tanore,Tanore,94,92,0,MATCH
85,Rangpur,55,Rangpur,Rangpur,97,Taraganj,Taraganj,92,94,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,47,Taraganj,Taraganj,92,94,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,96,Tarail,Tarail,92,92,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,46,Tarail,Tarail,92,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,96,Tarash,Tarash,89,92,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,46,Tarash,Tarash,89,92,0,MATCH
26,Dhaka,30,Dhaka,Dhaka,83.5,Tejgaon Thana,Tejgaon,90,67,100,MATCH
26,Dhaka,30,Dhaka,Dhaka,33.5,Tejgaon Thana,Tejgaon,90,67,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,96,Teknaf,Teknaf,90,92,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,46,Teknaf,Teknaf,90,92,0,MATCH
47,Khulna,40,Khulna,Khulna,97.5,Terokhada,Terokhada,94,95,100,MATCH
47,Khulna,40,Khulna,Khulna,47.5,Terokhada,Terokhada,94,95,0,MATCH
77,Panchagarh,55,Rangpur,Rangpur,94,Tentulia,Tetulia,90,88,100,MATCH
77,Panchagarh,55,Rangpur,Rangpur,44,Tentulia,Tetulia,90,88,0,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,87,Thakurgaon Sadar,Thakurgaon,94,74,100,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,37,Thakurgaon Sadar,Thakurgaon,94,74,0,MATCH
3,Bandarban,20,Chittagong,Chittagong,96.5,Thanchi,Thanchi,95,93,100,MATCH
3,Bandarban,20,Chittagong,Chittagong,46.5,Thanchi,Thanchi,95,93,0,MATCH
19,Comilla,20,Chittagong,Chittagong,91.5,Titas,Titash,94,83,100,MATCH
19,Comilla,20,Chittagong,Chittagong,41.5,Titas,Titash,94,83,0,MATCH
59,Munshiganj,30,Dhaka,Dhaka,83.5,Tongibari,Tongi,94,67,100,MISS2 (geo from Geo var missing)
59,Munshiganj,30,Dhaka,Dhaka,33.5,Tongibari,Tongi,94,67,0,MISS2 (geo from Geo var missing)
59,Munshiganj,30,Dhaka,Dhaka,97.5,Tongibari,Tongibari,94,95,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,47.5,Tongibari,Tongibari,94,95,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,49.5,Trishal,Trisal,94,86,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,43,Trishal,Trisal,94,86,0,MATCH
35,Gopalganj,30,Dhaka,Dhaka,97.5,Tungipara,Tungipara,91,95,100,MATCH
35,Gopalganj,30,Dhaka,Dhaka,47.5,Tungipara,Tungipara,91,95,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,91.5,Ukhia,Ukhiya,94,83,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,41.5,Ukhia,Ukhiya,94,83,0,MATCH
49,Kurigram,55,Rangpur,Rangpur,96,Ulipur,Ulipur,94,92,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,46,Ulipur,Ulipur,94,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,90,Ullah Para,Ullahpara,94,80,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,40,Ullah Para,Ullahpara,94,80,0,MATCH
79,Pirojpur,10,Barisal,Barisal,87.5,Nazirpur,Uzirpur,76,75,100,MISS2 (geo from Geo var missing)