"Source","File","Variable","Name"
"MICS3","hh.sav","HC15ED","Occupied rent free without knowledge of the owner"
"MICS3","hh.sav","HC15EX","Other"
"MICS3","hh.sav","HC15EY","None/No document"
"MICS3","hh.sav","HC15F","Do you feel secure from eviction fromthis dwelling"
"MICS3","hh.sav","HC15G","Have you been evicted from your home in the 5 past years"
"MICS3","hh.sav","HC15HA","Landslide area"
"MICS3","hh.sav","HC15HB","Flood-prone area"
"MICS3","hh.sav","HC15HC","River bank"
"MICS3","hh.sav","HC15HD","Steep hill"
"MICS3","hh.sav","HC15HE","Garbage mountain/pile"
"MICS3","hh.sav","HC15HF","Industrial pollution area"
"MICS3","hh.sav","HC15HG","Railroad"
"MICS3","hh.sav","HC15HY","None of the above"
"MICS3","hh.sav","HC15IA","Cracks/openings in walls"
"MICS3","hh.sav","HC15IB","No windows"
"MICS3","hh.sav","HC15IC","Windows with broken glass/no glass"
"MICS3","hh.sav","HC15ID","Visible holes in the roof"
"MICS3","hh.sav","HC15IE","Incomplete roof"
"MICS3","hh.sav","HC15IF","Insecure door"
"MICS3","hh.sav","HC15IG","Squartter (Jhupri)"
"MICS3","hh.sav","HC15IY","None of the above"
"MICS3","hh.sav","HC15JA","Very narrow passage between house intead of road"
"MICS3","hh.sav","HC15JB","Too many power cables connecting to neighborhood's"
"MICS3","hh.sav","HC15JY","None of the above"
"MICS3","hh.sav","SI1","Salt iodization test outcome"
"MICS3","hh.sav","hhweight","Household sample weight"
"MICS3","hh.sav","wlthscor","Wealth index score"
"MICS3","hh.sav","wlthind5","Wealth index quintiles"
"MICS3","hh.sav","helevel","Education of household head"
"MICS3","hh.sav","helevel2","Education of household head"
"MICS3","hh.sav","hhsex","Sex of household head"
"MICS3","hl.sav","HH1","Cluster number"
"MICS3","hl.sav","HH2","Household number"
"MICS3","hl.sav","HL1","Line number"
"MICS3","hl.sav","LN","Line number"
"MICS3","hl.sav","HL3","Relationship to the head"
"MICS3","hl.sav","HL4","Sex"
"MICS3","hl.sav","HL5","Age"
"MICS3","hl.sav","HL6","Line number of eligible women"
"MICS3","hl.sav","HL7","Line number of mother/caretaker for child labor module"
"MICS3","hl.sav","HL8","Line number of mother/caretaker for child health module"
"MICS3","hl.sav","HL9","Mother alive"
"MICS3","hl.sav","HL10","Mother line number in HH"
"MICS3","hl.sav","HL11","Father alive"
"MICS3","hl.sav","HL12","Father line number in HH"
"MICS3","hl.sav","HL13","swim"
"MICS3","hl.sav","ED1","Line number"
"MICS3","hl.sav","ED2","Ever attended school"
"MICS3","hl.sav","ED3A","Highest level of school attended"
"MICS3","hl.sav","ED3B","Highest class at level"
"MICS3","hl.sav","ED4","Currently attending school during the school year (2005)"
"MICS3","hl.sav","ED5","Days attended school in last week"
"MICS3","hl.sav","ED6A","Level of education attended"
"MICS3","hl.sav","ED6B","Class of education attended"
"MICS3","hl.sav","ED6C","Type of School"
"MICS3","hl.sav","ED7","Attended school last year (2004)"
"MICS3","hl.sav","ED8A","Level of education attended last year"
"MICS3","hl.sav","ED8B","Class of education attended last year"
"MICS3","hl.sav","CL1","Line number"
"MICS3","hl.sav","CL3","Worked in past week"
"MICS3","hl.sav","CL4","Hours worked in past week"
"MICS3","hl.sav","CL5","Worked in past year"
"MICS3","hl.sav","CL6","Helped with household chores in past week"
"MICS3","hl.sav","CL7","Hours spent on chores in past week"
"MICS3","hl.sav","CL8","Did other family work in past week"
"MICS3","hl.sav","CL9","Hours worked on other family work"
"MICS3","hl.sav","DA1","Line number from household listing"
"MICS3","hl.sav","DA3","Any serious delay sitting, standang or walking"
"MICS3","hl.sav","DA4","Does he have difficulty seeing in daytime or nightime"
"MICS3","hl.sav","DA5","Does he apprea to have difficulty hearing"
"MICS3","hl.sav","DA6","When you ask him to  do something, does he understand what y"
"MICS3","hl.sav","DA7","Does he have difficulty walking or moving"
"MICS3","hl.sav","DA8","Does he have fits, become rigid or los consciousnes"
"MICS3","hl.sav","DA9","Does he learn to do thing like other"
"MICS3","hl.sav","DA10","Can says recognizable words"
"MICS3","hl.sav","DA11","Speech in any way different from normal"
"MICS3","hl.sav","DA12","Can he name at least one object"
"MICS3","hl.sav","DA13","Compared to other children does he appear mentally backward,"
"MICS3","hl.sav","HH3","Interviewer number"
"MICS3","hl.sav","HH4","Supervisor Number"
"MICS3","hl.sav","HH5D","Day of interview"
"MICS3","hl.sav","HH5M","Month of interview"
"MICS3","hl.sav","HH5Y","Year of interview"
"MICS3","hl.sav","HH6","Area"
"MICS3","hl.sav","HH7","Division"
"MICS3","hl.sav","HH7A","District"
"MICS3","hl.sav","HH7B","Sub-district"
"MICS3","hl.sav","HH9","Result of HH interview"
"MICS3","hl.sav","HH10","Respondent HH questionnaire"
"MICS3","hl.sav","HH11","Number of household members"
"MICS3","hl.sav","HH12","Total eligible women"
"MICS3","hl.sav","HH13","Women interviews completed"
"MICS3","hl.sav","HH14","Total children under 5"
"MICS3","hl.sav","HH15","Child interviews completed"
"MICS3","hl.sav","HH16","Data entry clerk"
"MICS3","hl.sav","WS1","Main source of drinking water"
"MICS3","hl.sav","WS2","Main source of water used for other purposes (if bottled wat"
"MICS3","hl.sav","WS3","Time to get water and come back"
"MICS3","hl.sav","WS4","Person fetching water"
"MICS3","hl.sav","WS5","Treat water to make safer for drinking"
"MICS3","hl.sav","WS6A","Boil"
"MICS3","hl.sav","WS6B","Add bleach/chlorine"
"MICS3","hl.sav","WS6C","Strain it through a cloth"
"MICS3","hl.sav","WS6D","Use water filter"
"MICS3","hl.sav","WS6F","Let it stand and settle"
"MICS3","hl.sav","WS6G","Alum"
"MICS3","hl.sav","WS6X","Other"
"MICS3","hl.sav","WS6Z","DK"
"MICS3","hl.sav","WS6_1","Heard of arsenic in water"
"MICS3","hl.sav","WS6_2A","Black, white or red spot in body"
"MICS3","hl.sav","WS6_2B","Hand and feet become rough"
"MICS3","hl.sav","WS6_2C","Legs swells up"
"MICS3","hl.sav","WS6_2D","Losing the feelings of hand and legs"
"MICS3","hl.sav","WS6_2E","Sore over hand and leg"
"MICS3","hl.sav","WS6_2X","Others"
"MICS3","hl.sav","WS6_2Z","Nothing/DK"
"MICS3","hl.sav","WS6_3A","Using water from arsenic free TW"
"MICS3","hl.sav","WS6_3B","Using boiled pond/river/canal water"
"MICS3","hl.sav","WS6_3C","Using rain water"
"MICS3","hl.sav","WS6_3D","Using pond/sand filter water"
"MICS3","hl.sav","WS6_3E","Using SIDKO filter"
"MICS3","hl.sav","WS6_3X","Others"
"MICS3","hl.sav","WS6_3Z","Nothing/DK"
"MICS3","hl.sav","WS6_4","TW tested for arsenic"
"MICS3","hl.sav","WS7","Kind of toilet facility"
"MICS3","hl.sav","WS8","Toilet facility shared"
"MICS3","hl.sav","WS9","Households using this toilet facility"
"MICS3","hl.sav","WS9A","Hand washing after defication"
"MICS3","hl.sav","HC1A","Religion of head"
"MICS3","hl.sav","HC1C","Ethnic group of head"
"MICS3","hl.sav","HC2","Number of rooms for sleeping"
"MICS3","hl.sav","HC3","Main material of floor"
"MICS3","hl.sav","HC4","Main material of roof"
"MICS3","hl.sav","HC5","Main material of wall"
"MICS3","hl.sav","HC6","Type of fuel using for cooking"
"MICS3","hl.sav","HC7","Food cooked on stove or open fire"
"MICS3","hl.sav","HC7A","Does the fire stove have a chimney or a hood"
"MICS3","hl.sav","HC8","Cooking location"
"MICS3","hl.sav","HC9A","Electricity"
"MICS3","hl.sav","HC9B","Radio"
"MICS3","hl.sav","HC9C","Television"
"MICS3","hl.sav","HC9D","Mobile phone"
"MICS3","hl.sav","HC9E","Non-mobile phone"
"MICS3","hl.sav","HC9F","Refrigerator"
"MICS3","hl.sav","HC9G","Electric fan"
"MICS3","hl.sav","HC9H","Computer"
"MICS3","hl.sav","HC9J","AC"
"MICS3","hl.sav","HC9I","Washing machine"
"MICS3","hl.sav","HC10A","Watch"
"MICS3","hl.sav","HC10B","Bicycle"
"MICS3","hl.sav","HC10C","Motorcycle or scooter"
"MICS3","hl.sav","HC10D","Animal-drawn cart"
"MICS3","hl.sav","HC10E","Car or truck"
"MICS3","hl.sav","HC10F","Boat with motor"
"MICS3","hl.sav","HC10G","Sofa"
"MICS3","hl.sav","HC10H","Rickshaw Van"
"MICS3","hl.sav","HC11A","Did any under 18 children get injured"
"MICS3","hl.sav","HC11BAB","Fall_Boy"
"MICS3","hl.sav","HC11BAG","Fall_Girl"
"MICS3","hl.sav","HC11BBB","Burn_Boy"
"MICS3","hl.sav","HC11BBG","Burn_Girl"
"MICS3","hl.sav","HC11BCB","Accidental poisoning_Boy"
"MICS3","hl.sav","HC11BCG","Accidental poisoning_Girl"
"MICS3","hl.sav","HC11BDB","Animal/snake/insect_Boy"
"MICS3","hl.sav","HC11BDG","Animal/snake/insect_Girl"
"MICS3","hl.sav","HC11BEB","Rd. Accident_Boy"
"MICS3","hl.sav","HC11BEG","Rd. Accident_Girl"
"MICS3","hl.sav","HC11BFB","Drowned_Boy"
"MICS3","hl.sav","HC11BFG","Drowned_Girl"
"MICS3","hl.sav","HC11BGB","Acid victim_Boy"
"MICS3","hl.sav","HC11BGG","Acid victim_Girl"
"MICS3","hl.sav","HC11BXB","Other_Boy"
"MICS3","hl.sav","HC11BXG","Other_Girl"
"MICS3","hl.sav","HC11CAB","Recovered_Boy"
"MICS3","hl.sav","HC11CAG","Recovered_Girl"
"MICS3","hl.sav","HC11CBB","Still suffering_Boy"
"MICS3","hl.sav","HC11CBG","Still suffering_Girl"
"MICS3","hl.sav","HC11CCB","Died_Boy"
"MICS3","hl.sav","HC11CCG","Died_Girl"
"MICS3","hl.sav","HC11D","Was there any marriage in the household"
"MICS3","hl.sav","HC15","Duration of living in the slum area in year"
"MICS3","hl.sav","HC15A","Do you or someone in this household own or rent this dwellin"
"MICS3","hl.sav","HC15B","Do you or someone in this household have a title deed for th"
"MICS3","hl.sav","HC15CA","Certificate of occupation (or adjudication certificate)"
"MICS3","hl.sav","HC15CB","Property tax certification"
"MICS3","hl.sav","HC15CC","Utility bills"
"MICS3","hl.sav","HC15CX","Other"
"MICS3","hl.sav","HC15CY","None/No document"
"MICS3","hl.sav","HC15D","Do you have a written rental contract for this dwelling"
"MICS3","hl.sav","HC15EA","Informal agreement (written)"
"MICS3","hl.sav","HC15EB","Verbal agreement (no document)"
"MICS3","hl.sav","HC15EC","Occupied rent free with knowledge of the owner"
"MICS3","hl.sav","HC15ED","Occupied rent free without knowledge of the owner"
"MICS3","hl.sav","HC15EX","Other"
"MICS3","hl.sav","HC15EY","None/No document"
"MICS3","hl.sav","HC15F","Do you feel secure from eviction fromthis dwelling"
"MICS3","hl.sav","HC15G","Have you been evicted from your home in the 5 past years"
"MICS3","hl.sav","HC15HA","Landslide area"
"MICS3","hl.sav","HC15HB","Flood-prone area"
"MICS3","hl.sav","HC15HC","River bank"
"MICS3","hl.sav","HC15HD","Steep hill"
"MICS3","hl.sav","HC15HE","Garbage mountain/pile"
"MICS3","hl.sav","HC15HF","Industrial pollution area"
"MICS3","hl.sav","HC15HG","Railroad"
"MICS3","hl.sav","HC15HY","None of the above"
"MICS3","hl.sav","HC15IA","Cracks/openings in walls"
"MICS3","hl.sav","HC15IB","No windows"
"MICS3","hl.sav","HC15IC","Windows with broken glass/no glass"
"MICS3","hl.sav","HC15ID","Visible holes in the roof"
"MICS3","hl.sav","HC15IE","Incomplete roof"
"MICS3","hl.sav","HC15IF","Insecure door"
"MICS3","hl.sav","HC15IG","Squartter (Jhupri)"
"MICS3","hl.sav","HC15IY","None of the above"
"MICS3","hl.sav","HC15JA","Very narrow passage between house intead of road"
"MICS3","hl.sav","HC15JB","Too many power cables connecting to neighborhood's"
"MICS3","hl.sav","HC15JY","None of the above"
"MICS3","hl.sav","Stratum","Stratum"
"MICS3","hl.sav","hhweight","Household sample weight"
"MICS3","hl.sav","wlthscor","Wealth index score"
"MICS3","hl.sav","wlthind5","Wealth index quintiles"
"MICS3","hl.sav","mline","Mother's line number"
"MICS3","hl.sav","melevel","Mother's education"
"MICS3","hl.sav","melevel2","Mother's education"
"MICS3","hl.sav","fline","Father's line number"
"MICS3","hl.sav","felevel","Father's education"
"MICS3","hl.sav","felevel2","Father's education"
"MICS3","hl.sav","helevel","Education of household head"
"MICS3","hl.sav","helevel2","Education of household head"
"MICS3","wm.sav","HH1","Cluster number"
"MICS3","wm.sav","HH2","Household number"
"MICS3","wm.sav","LN","Line number"
"MICS3","wm.sav","WM1","Cluster number"
"MICS3","wm.sav","WM2","Household number"
"MICS3","wm.sav","WM4","Woman's line number"
"MICS3","wm.sav","WM5","Interviewer number"
"MICS3","wm.sav","WM6D","Day of interview"
"MICS3","wm.sav","WM6M","Month of interview"
"MICS3","wm.sav","WM6Y","Year of interview"
"MICS3","wm.sav","WM7","Result of women 's interview"
"MICS3","wm.sav","WM8M","Month of birth of woman"
"MICS3","wm.sav","WM8Y","Year of birth of woman"
"MICS3","wm.sav","WM9","Age of woman"
"MICS3","wm.sav","WM9A","Marital status of women"
"MICS3","wm.sav","WM10","Have you ever attended school"
"MICS3","wm.sav","WM11","What is the highest level of school you attended"
"MICS3","wm.sav","WM12","What is the highest class completed at that level"
"MICS3","wm.sav","WM14","Can read part of the sentence"
"MICS3","wm.sav","CM1","Ever given birth"
"MICS3","wm.sav","CM11D","Day of last birth"
"MICS3","wm.sav","CM11M","Month of last birth"
"MICS3","wm.sav","CM11Y","Year of last birth"
"MICS3","wm.sav","CM12","Live birth in last 2 years"
"MICS3","wm.sav","TT1","Has immunization card"
"MICS3","wm.sav","TT2","Any tetanus toxoid injection during last pregnancy"
"MICS3","wm.sav","TT3","Doses of tetanus toxoid during last pregnancy"
"MICS3","wm.sav","TT5","Any tetanus toxoid injection before last pregnancy"
"MICS3","wm.sav","TT6","Doses of tetanus toxoid before last pregnancy"
"MICS3","wm.sav","TT7M","Month last tetanus toxoid received"
"MICS3","wm.sav","TT7Y","Year last tetanus toxoid received"
"MICS3","wm.sav","TT8","Years ago last tetanus toxoid received"
"MICS3","wm.sav","MN1","Vitamin A dose after last birth"
"MICS3","wm.sav","MN2A","Antenatal care: Doctor"
"MICS3","wm.sav","MN2B","Antenatal care: Nurse/midwife"
"MICS3","wm.sav","MN2F","Antenatal care: Traditional birth attendant"
"MICS3","wm.sav","MN2G","Antenatal care: Community health worker (FWA/HA/MA)"
"MICS3","wm.sav","MN2H","Antenatal care: Relative/friend"
"MICS3","wm.sav","MN2X","Antenatal care: Other"
"MICS3","wm.sav","MN2Y","Antenatal care: No one"
"MICS3","wm.sav","MN3A","Antenatal checks: Weighed"
"MICS3","wm.sav","MN3B","Antenatal checks: Blood pressure measured"
"MICS3","wm.sav","MN3C","Antenatal checks: Urine sample"
"MICS3","wm.sav","MN3D","Antenatal checks: Blood sample"
"MICS3","wm.sav","MN4","Counseled about AIDS or the AIDS virus"
"MICS3","wm.sav","MN7A","Assistance at delivery: Doctor"
"MICS3","wm.sav","MN7B","Assistance at delivery: Nurse/midwife"
"MICS3","wm.sav","MN7F","Assistance at delivery: Traditional birth attendant"
"MICS3","wm.sav","MN7G","Assistance at delivery: Community health worker (FWA/HA/MA)"
"MICS3","wm.sav","MN7H","Assistance at delivery: Relative/friend"
"MICS3","wm.sav","MN7X","Assistance at delivery: Other"
"MICS3","wm.sav","MN7Y","Assistance at delivery: No one"
"MICS3","wm.sav","MN8","Place of delivery"
"MICS3","wm.sav","MN9","Size of child at birth"
"MICS3","wm.sav","MN10","Child weighed at birth"
"MICS3","wm.sav","MN11A","Weight from card or recall"
"MICS3","wm.sav","MN11","Weight at birth (Kilograms/Pound)"
"MICS3","wm.sav","MN12","Ever breastfeed"
"MICS3","wm.sav","MN13U","Time baby put to breast (unit)"
"MICS3","wm.sav","MN13N","Time baby put to breast (number)"
"MICS3","wm.sav","MN14U","Time first bathe your baby (Unit)"
"MICS3","wm.sav","MN14N","Time first bathe your baby INumber)"
"MICS3","wm.sav","MA1","Currently married"
"MICS3","wm.sav","MA2","Age of husband"
"MICS3","wm.sav","MA5","Married once or more than once"
"MICS3","wm.sav","MA6M","Month of first marry"
"MICS3","wm.sav","MA6Y","Year of first marry"
"MICS3","wm.sav","MA8","Age at first marry"
"MICS3","wm.sav","HA1","Ever heard of HIV or AIDS"
"MICS3","wm.sav","HA2","Can avoid AIDS by having one unifected partner"
"MICS3","wm.sav","HA3","Can get AIDS through supernatural means"
"MICS3","wm.sav","HA4","Can avoid AIDS by using a condom correctly every time"
"MICS3","wm.sav","HA5","Can get AIDS from mosquito bites"
"MICS3","wm.sav","HA7","Can get AIDS by sharing food with person with AIDS virus"
"MICS3","wm.sav","HA7A","Can get AIDS by injection with needle already used by someon"
"MICS3","wm.sav","HA8","Healthy-looking person to have AIDS"
"MICS3","wm.sav","HA9A","AIDS from mother to child during pregnancy"
"MICS3","wm.sav","HA9B","AIDS from mother to child at delivery"
"MICS3","wm.sav","HA9C","AIDS from mother to child through breastmilk"
"MICS3","wm.sav","HH3","Interviewer number"
"MICS3","wm.sav","HH4","Supervisor Number"
"MICS3","wm.sav","HH5D","Day of interview"
"MICS3","wm.sav","HH5M","Month of interview"
"MICS3","wm.sav","HH5Y","Year of interview"
"MICS3","wm.sav","HH6","Area"
"MICS3","wm.sav","HH7","Division"
"MICS3","wm.sav","HH7A","District"
"MICS3","wm.sav","HH7B","Sub-district"
"MICS3","wm.sav","HH9","Result of HH interview"
"MICS3","wm.sav","HH10","Respondent HH questionnaire"
"MICS3","wm.sav","HH11","Number of household members"
"MICS3","wm.sav","HH12","Total eligible women"
"MICS3","wm.sav","HH13","Women interviews completed"
"MICS3","wm.sav","HH14","Total children under 5"
"MICS3","wm.sav","HH15","Child interviews completed"
"MICS3","wm.sav","HH16","Data entry clerk"
"MICS3","wm.sav","WS1","Main source of drinking water"
"MICS3","wm.sav","WS2","Main source of water used for other purposes (if bottled wat"
"MICS3","wm.sav","WS3","Time to get water and come back"
"MICS3","wm.sav","WS4","Person fetching water"
"MICS3","wm.sav","WS5","Treat water to make safer for drinking"
"MICS3","wm.sav","WS6A","Boil"
"MICS3","wm.sav","WS6B","Add bleach/chlorine"
"MICS3","wm.sav","WS6C","Strain it through a cloth"
"MICS3","wm.sav","WS6D","Use water filter"
"MICS3","wm.sav","WS6F","Let it stand and settle"
"MICS3","wm.sav","WS6G","Alum"
"MICS3","wm.sav","WS6X","Other"
"MICS3","wm.sav","WS6Z","DK"
"MICS3","wm.sav","WS6_1","Heard of arsenic in water"
"MICS3","wm.sav","WS6_2A","Black, white or red spot in body"
"MICS3","wm.sav","WS6_2B","Hand and feet become rough"
"MICS3","wm.sav","WS6_2C","Legs swells up"
"MICS3","wm.sav","WS6_2D","Losing the feelings of hand and legs"
"MICS3","wm.sav","WS6_2E","Sore over hand and leg"
"MICS3","wm.sav","WS6_2X","Others"
"MICS3","wm.sav","WS6_2Z","Nothing/DK"
"MICS3","wm.sav","WS6_3A","Using water from arsenic free TW"
"MICS3","wm.sav","WS6_3B","Using boiled pond/river/canal water"
"MICS3","wm.sav","WS6_3C","Using rain water"
"MICS3","wm.sav","WS6_3D","Using pond/sand filter water"
"MICS3","wm.sav","WS6_3E","Using SIDKO filter"
"MICS3","wm.sav","WS6_3X","Others"
"MICS3","wm.sav","WS6_3Z","Nothing/DK"
"MICS3","wm.sav","WS6_4","TW tested for arsenic"
"MICS3","wm.sav","WS7","Kind of toilet facility"
"MICS3","wm.sav","WS8","Toilet facility shared"
"MICS3","wm.sav","WS9","Households using this toilet facility"
"MICS3","wm.sav","WS9A","Hand washing after defication"
"MICS3","wm.sav","HC1A","Religion of head"
"MICS3","wm.sav","HC1C","Ethnic group of head"
"MICS3","wm.sav","HC2","Number of rooms for sleeping"
"MICS3","wm.sav","HC3","Main material of floor"
"MICS3","wm.sav","HC4","Main material of roof"
"MICS3","wm.sav","HC5","Main material of wall"
"MICS3","wm.sav","HC6","Type of fuel using for cooking"
"MICS3","wm.sav","HC7","Food cooked on stove or open fire"
"MICS3","wm.sav","HC7A","Does the fire stove have a chimney or a hood"
"MICS3","wm.sav","HC8","Cooking location"
"MICS3","wm.sav","HC9A","Electricity"
"MICS3","wm.sav","HC9B","Radio"
"MICS3","wm.sav","HC9C","Television"
"MICS3","wm.sav","HC9D","Mobile phone"
"MICS3","wm.sav","HC9E","Non-mobile phone"
"MICS3","wm.sav","HC9F","Refrigerator"
"MICS3","wm.sav","HC9G","Electric fan"
"MICS3","wm.sav","HC9H","Computer"
"MICS3","wm.sav","HC9J","AC"
"MICS3","wm.sav","HC9I","Washing machine"
"MICS3","wm.sav","HC10A","Watch"
"MICS3","wm.sav","HC10B","Bicycle"
"MICS3","wm.sav","HC10C","Motorcycle or scooter"
"MICS3","wm.sav","HC10D","Animal-drawn cart"
"MICS3","wm.sav","HC10E","Car or truck"
"MICS3","wm.sav","HC10F","Boat with motor"
"MICS3","wm.sav","HC10G","Sofa"
"MICS3","wm.sav","HC10H","Rickshaw Van"
"MICS3","wm.sav","HC11A","Did any under 18 children get injured"
"MICS3","wm.sav","HC11BAB","Fall_Boy"
"MICS3","wm.sav","HC11BAG","Fall_Girl"
"MICS3","wm.sav","HC11BBB","Burn_Boy"
"MICS3","wm.sav","HC11BBG","Burn_Girl"
"MICS3","wm.sav","HC11BCB","Accidental poisoning_Boy"
"MICS3","wm.sav","HC11BCG","Accidental poisoning_Girl"
"MICS3","wm.sav","HC11BDB","Animal/snake/insect_Boy"
"MICS3","wm.sav","HC11BDG","Animal/snake/insect_Girl"
"MICS3","wm.sav","HC11BEB","Rd. Accident_Boy"
"MICS3","wm.sav","HC11BEG","Rd. Accident_Girl"
"MICS3","wm.sav","HC11BFB","Drowned_Boy"
"MICS3","wm.sav","HC11BFG","Drowned_Girl"
"MICS3","wm.sav","HC11BGB","Acid victim_Boy"
"MICS3","wm.sav","HC11BGG","Acid victim_Girl"
"MICS3","wm.sav","HC11BXB","Other_Boy"
"MICS3","wm.sav","HC11BXG","Other_Girl"
"MICS3","wm.sav","HC11CAB","Recovered_Boy"
"MICS3","wm.sav","HC11CAG","Recovered_Girl"
"MICS3","wm.sav","HC11CBB","Still suffering_Boy"
"MICS3","wm.sav","HC11CBG","Still suffering_Girl"
"MICS3","wm.sav","HC11CCB","Died_Boy"
"MICS3","wm.sav","HC11CCG","Died_Girl"
"MICS3","wm.sav","HC11D","Was there any marriage in the household"
"MICS3","wm.sav","HC15","Duration of living in the slum area in year"
"MICS3","wm.sav","HC15A","Do you or someone in this household own or rent this dwellin"
"MICS3","wm.sav","HC15B","Do you or someone in this household have a title deed for th"
"MICS3","wm.sav","HC15CA","Certificate of occupation (or adjudication certificate)"
"MICS3","wm.sav","HC15CB","Property tax certification"
"MICS3","wm.sav","HC15CC","Utility bills"
"MICS3","wm.sav","HC15CX","Other"
"MICS3","wm.sav","HC15CY","None/No document"
"MICS3","wm.sav","HC15D","Do you have a written rental contract for this dwelling"
"MICS3","wm.sav","HC15EA","Informal agreement (written)"
"MICS3","wm.sav","HC15EB","Verbal agreement (no document)"
"MICS3","wm.sav","HC15EC","Occupied rent free with knowledge of the owner"
"MICS3","wm.sav","HC15ED","Occupied rent free without knowledge of the owner"
"MICS3","wm.sav","HC15EX","Other"
"MICS3","wm.sav","HC15EY","None/No document"
"MICS3","wm.sav","HC15F","Do you feel secure from eviction fromthis dwelling"
"MICS3","wm.sav","HC15G","Have you been evicted from your home in the 5 past years"
"MICS3","wm.sav","HC15HA","Landslide area"
"MICS3","wm.sav","HC15HB","Flood-prone area"
"MICS3","wm.sav","HC15HC","River bank"
"MICS3","wm.sav","HC15HD","Steep hill"
"MICS3","wm.sav","HC15HE","Garbage mountain/pile"
"MICS3","wm.sav","HC15HF","Industrial pollution area"
"MICS3","wm.sav","HC15HG","Railroad"
"MICS3","wm.sav","HC15HY","None of the above"
"MICS3","wm.sav","HC15IA","Cracks/openings in walls"
"MICS3","wm.sav","HC15IB","No windows"
"MICS3","wm.sav","HC15IC","Windows with broken glass/no glass"
"MICS3","wm.sav","HC15ID","Visible holes in the roof"
"MICS3","wm.sav","HC15IE","Incomplete roof"
"MICS3","wm.sav","HC15IF","Insecure door"
"MICS3","wm.sav","HC15IG","Squartter (Jhupri)"
"MICS3","wm.sav","HC15IY","None of the above"
"MICS3","wm.sav","HC15JA","Very narrow passage between house intead of road"
"MICS3","wm.sav","HC15JB","Too many power cables connecting to neighborhood's"
"MICS3","wm.sav","HC15JY","None of the above"
"MICS3","wm.sav","wmweight","Women's sample weight"
"MICS3","wm.sav","wlthscor","Wealth index score"
"MICS3","wm.sav","wlthind5","Wealth index quintiles"
"MICS3","wm.sav","cmcdoiw","Date of interview women (CMC)"
"MICS3","wm.sav","wdob","Date of birth (CMC)"
"MICS3","wm.sav","wage","Age"
"MICS3","wm.sav","agem","Age at first marriage/union"
"MICS3","wm.sav","mstatus","Marital/Union status"
"MICS3","wm.sav","melevel2","Education"
"MICS3","wm.sav","melevel","Education"
